Country,male Chicago 2014 100,female Chicago 2014 100,male Chicago 2014 3,female Chicago 2014 3,male Chicago 2014 1,female Chicago 2014 1,male Chicago 2015 100,female Chicago 2015 100,male Chicago 2015 3,female Chicago 2015 3,male Chicago 2015 1,female Chicago 2015 1,male Chicago 2016 100,female Chicago 2016 100,male Chicago 2016 3,female Chicago 2016 3,male Chicago 2016 1,female Chicago 2016 1,male Chicago 2017 100,female Chicago 2017 100,male Chicago 2017 3,female Chicago 2017 3,male Chicago 2017 1,female Chicago 2017 1,male Chicago 2018 100,female Chicago 2018 100,male Chicago 2018 3,female Chicago 2018 3,male Chicago 2018 1,female Chicago 2018 1,male Chicago 2019 100,female Chicago 2019 100,male Chicago 2019 3,female Chicago 2019 3,male Chicago 2019 1,female Chicago 2019 1,male Chicago 2021 100,female Chicago 2021 100,male Chicago 2021 3,female Chicago 2021 3,male Chicago 2021 1,female Chicago 2021 1,male Chicago 2022 100,female Chicago 2022 100,male Chicago 2022 3,female Chicago 2022 3,male Chicago 2022 1,female Chicago 2022 1,male Chicago 2023 100,female Chicago 2023 100,male Chicago 2023 3,female Chicago 2023 3,male Chicago 2023 1,female Chicago 2023 1,male Chicago 2020 100,female Chicago 2020 100,male Chicago 2020 3,female Chicago 2020 3,male Chicago 2020 1,female Chicago 2020 1,male New York 2014 100,female New York 2014 100,male New York 2014 3,female New York 2014 3,male New York 2014 1,female New York 2014 1,male New York 2015 100,female New York 2015 100,male New York 2015 3,female New York 2015 3,male New York 2015 1,female New York 2015 1,male New York 2016 100,female New York 2016 100,male New York 2016 3,female New York 2016 3,male New York 2016 1,female New York 2016 1,male New York 2017 100,female New York 2017 100,male New York 2017 3,female New York 2017 3,male New York 2017 1,female New York 2017 1,male New York 2018 100,female New York 2018 100,male New York 2018 3,female New York 2018 3,male New York 2018 1,female New York 2018 1,male New York 2019 100,female New York 2019 100,male New York 2019 3,female New York 2019 3,male New York 2019 1,female New York 2019 1,male New York 2021 100,female New York 2021 100,male New York 2021 3,female New York 2021 3,male New York 2021 1,female New York 2021 1,male New York 2022 100,female New York 2022 100,male New York 2022 3,female New York 2022 3,male New York 2022 1,female New York 2022 1,male New York 2023 100,female New York 2023 100,male New York 2023 3,female New York 2023 3,male New York 2023 1,female New York 2023 1,male New York 2020 100,female New York 2020 100,male New York 2020 3,female New York 2020 3,male New York 2020 1,female New York 2020 1,male Berlin 2014 100,female Berlin 2014 100,male Berlin 2014 3,female Berlin 2014 3,male Berlin 2014 1,female Berlin 2014 1,male Berlin 2015 100,female Berlin 2015 100,male Berlin 2015 3,female Berlin 2015 3,male Berlin 2015 1,female Berlin 2015 1,male Berlin 2016 100,female Berlin 2016 100,male Berlin 2016 3,female Berlin 2016 3,male Berlin 2016 1,female Berlin 2016 1,male Berlin 2017 100,female Berlin 2017 100,male Berlin 2017 3,female Berlin 2017 3,male Berlin 2017 1,female Berlin 2017 1,male Berlin 2018 100,female Berlin 2018 100,male Berlin 2018 3,female Berlin 2018 3,male Berlin 2018 1,female Berlin 2018 1,male Berlin 2019 100,female Berlin 2019 100,male Berlin 2019 3,female Berlin 2019 3,male Berlin 2019 1,female Berlin 2019 1,male Berlin 2021 100,female Berlin 2021 100,male Berlin 2021 3,female Berlin 2021 3,male Berlin 2021 1,female Berlin 2021 1,male Berlin 2022 100,female Berlin 2022 100,male Berlin 2022 3,female Berlin 2022 3,male Berlin 2022 1,female Berlin 2022 1,male Berlin 2023 100,female Berlin 2023 100,male Berlin 2023 3,female Berlin 2023 3,male Berlin 2023 1,female Berlin 2023 1,male Berlin 2020 100,female Berlin 2020 100,male Berlin 2020 3,female Berlin 2020 3,male Berlin 2020 1,female Berlin 2020 1,male Boston 2014 100,female Boston 2014 100,male Boston 2014 3,female Boston 2014 3,male Boston 2014 1,female Boston 2014 1,male Boston 2015 100,female Boston 2015 100,male Boston 2015 3,female Boston 2015 3,male Boston 2015 1,female Boston 2015 1,male Boston 2016 100,female Boston 2016 100,male Boston 2016 3,female Boston 2016 3,male Boston 2016 1,female Boston 2016 1,male Boston 2017 100,female Boston 2017 100,male Boston 2017 3,female Boston 2017 3,male Boston 2017 1,female Boston 2017 1,male Boston 2018 100,female Boston 2018 100,male Boston 2018 3,female Boston 2018 3,male Boston 2018 1,female Boston 2018 1,male Boston 2019 100,female Boston 2019 100,male Boston 2019 3,female Boston 2019 3,male Boston 2019 1,female Boston 2019 1,male Boston 2021 100,female Boston 2021 100,male Boston 2021 3,female Boston 2021 3,male Boston 2021 1,female Boston 2021 1,male Boston 2022 100,female Boston 2022 100,male Boston 2022 3,female Boston 2022 3,male Boston 2022 1,female Boston 2022 1,male Boston 2023 100,female Boston 2023 100,male Boston 2023 3,female Boston 2023 3,male Boston 2023 1,female Boston 2023 1,male Boston 2020 100,female Boston 2020 100,male Boston 2020 3,female Boston 2020 3,male Boston 2020 1,female Boston 2020 1,male London 2014 100,female London 2014 100,male London 2014 3,female London 2014 3,male London 2014 1,female London 2014 1,male London 2015 100,female London 2015 100,male London 2015 3,female London 2015 3,male London 2015 1,female London 2015 1,male London 2016 100,female London 2016 100,male London 2016 3,female London 2016 3,male London 2016 1,female London 2016 1,male London 2017 100,female London 2017 100,male London 2017 3,female London 2017 3,male London 2017 1,female London 2017 1,male London 2018 100,female London 2018 100,male London 2018 3,female London 2018 3,male London 2018 1,female London 2018 1,male London 2019 100,female London 2019 100,male London 2019 3,female London 2019 3,male London 2019 1,female London 2019 1,male London 2021 100,female London 2021 100,male London 2021 3,female London 2021 3,male London 2021 1,female London 2021 1,male London 2022 100,female London 2022 100,male London 2022 3,female London 2022 3,male London 2022 1,female London 2022 1,male London 2023 100,female London 2023 100,male London 2023 3,female London 2023 3,male London 2023 1,female London 2023 1,male London 2020 100,female London 2020 100,male London 2020 3,female London 2020 3,male London 2020 1,female London 2020 1
ETH,1.0,3.0,0.0,2.0,0.0,1.0,2.0,4.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,6.0,2.0,1.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,1.0,0.0,0.0,10.0,4.0,2.0,0.0,1.0,0.0,8.0,5.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,2.0,1.0,1.0,5.0,4.0,2.0,3.0,1.0,1.0,3.0,8.0,1.0,2.0,0.0,1.0,9.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,1.0,0.0,5.0,9.0,3.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,5.0,4.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0,4.0,6.0,2.0,2.0,1.0,0.0,5.0,4.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,0.0
KEN,8.0,1.0,3.0,1.0,1.0,0.0,5.0,1.0,3.0,1.0,1.0,1.0,6.0,4.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,1.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,7.0,4.0,2.0,1.0,1.0,0.0,11.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,6.0,5.0,3.0,1.0,1.0,0.0,4.0,4.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,0.0,1.0
USA,73.0,79.0,0.0,0.0,0.0,0.0,77.0,76.0,0.0,0.0,0.0,0.0,67.0,69.0,0.0,0.0,0.0,0.0,68.0,77.0,1.0,1.0,1.0,0.0,66.0,70.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,80.0,88.0,1.0,2.0,0.0,0.0,64.0,70.0,0.0,1.0,0.0,0.0,68.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,57.0,0.0,0.0,0.0,0.0,43.0,52.0,0.0,0.0,0.0,0.0,52.0,69.0,1.0,1.0,0.0,0.0,45.0,57.0,0.0,1.0,0.0,1.0,40.0,63.0,0.0,1.0,0.0,0.0,40.0,64.0,0.0,0.0,0.0,0.0,66.0,74.0,0.0,0.0,0.0,0.0,55.0,66.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,24.0,53.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,25.0,0.0,0.0,0.0,0.0,5.0,18.0,0.0,0.0,0.0,0.0,13.0,30.0,0.0,0.0,0.0,0.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,71.0,0.0,0.0,0.0,0.0,77.0,68.0,0.0,0.0,0.0,0.0,75.0,77.0,1.0,1.0,0.0,0.0,89.0,88.0,1.0,2.0,0.0,1.0,73.0,83.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0
ECU,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,1.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GBR,1.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,76.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,70.0,81.0,0.0,0.0,0.0,0.0,69.0,70.0,0.0,0.0,0.0,0.0,72.0,78.0,1.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,69.0,66.0,0.0,0.0,0.0,0.0,81.0,68.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0
CHN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NZL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,13.0,15.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
