Last_Name,First_Name,Division,Country,BIB,Overall_Place,Time,Seconds,Year,Gender,Marathon
hannah,rachel,35-39,CAN,118,252,02:36:04,9364.0,2022,F,Chicago
hailey,theresa,30-34,USA,629,266,02:36:40,9400.0,2022,F,Chicago
tomlinson,english,20-24,USA,550,276,02:36:51,9411.0,2022,F,Chicago
earle,meriah,40-44,USA,120,326,02:38:39,9519.0,2022,F,Chicago
heaton,cassidy,25-29,USA,6047,353,02:39:08,9548.0,2022,F,Chicago
hodgkinson,rachel,30-34,GBR,4056,360,02:39:13,9553.0,2022,F,Chicago
calway,kelly,35-39,USA,744,377,02:39:39,9579.0,2022,F,Chicago
eberhard,shari,25-29,USA,639,381,02:39:42,9582.0,2022,F,Chicago
wheating,annie,25-29,USA,746,390,02:39:56,9596.0,2022,F,Chicago
mejia,ivette,30-34,USA,606,405,02:40:23,9623.0,2022,F,Chicago
chichester,jessica,35-39,USA,603,410,02:40:34,9634.0,2022,F,Chicago
norbo,carter,30-34,USA,488,420,02:40:52,9652.0,2022,F,Chicago
nukuri,diane,35-39,USA,112,427,02:41:05,9665.0,2022,F,Chicago
buchanan,carolyn,25-29,CAN,738,483,02:42:42,9762.0,2022,F,Chicago
duchene,krista,45-49,CAN,113,498,02:43:03,9783.0,2022,F,Chicago
barrette,alyssa,30-34,USA,627,505,02:43:15,9795.0,2022,F,Chicago
gallop,rebecca,35-39,GBR,4109,509,02:43:20,9800.0,2022,F,Chicago
lenger,marissa,30-34,USA,8010,512,02:43:22,9802.0,2022,F,Chicago
busch,caitlin,25-29,USA,741,514,02:43:25,9805.0,2022,F,Chicago
ross,lauren,30-34,USA,636,522,02:43:37,9817.0,2022,F,Chicago
bonwich,lucie,30-34,USA,480,542,02:44:02,9842.0,2022,F,Chicago
farrell,katy,25-29,USA,628,551,02:44:14,9854.0,2022,F,Chicago
macdonald,ailsa,40-44,CAN,1129,556,02:44:17,9857.0,2022,F,Chicago
groce,sammi,25-29,USA,8068,557,02:44:17,9857.0,2022,F,Chicago
hartenbach,julie,35-39,USA,673,560,02:44:21,9861.0,2022,F,Chicago
van otterloo,jen,35-39,USA,669,564,02:44:32,9872.0,2022,F,Chicago
lajeunesse,julie,40-44,CAN,412,576,02:44:49,9889.0,2022,F,Chicago
bast,hannah,25-29,USA,10239,614,02:45:38,9938.0,2022,F,Chicago
haggerty,emily,25-29,USA,8074,616,02:45:39,9939.0,2022,F,Chicago
barrett,tessa,25-29,USA,3246,624,02:45:53,9953.0,2022,F,Chicago
guzman,breann,25-29,USA,9052,629,02:45:58,9958.0,2022,F,Chicago
reiter,sarah,25-29,USA,554,640,02:46:09,9969.0,2022,F,Chicago
nakajima,tomomi,30-34,JPN,433,706,02:47:23,10043.0,2022,F,Chicago
ackerman,courtney,25-29,USA,7380,710,02:47:28,10048.0,2022,F,Chicago
richardson,estelle,30-34,USA,6033,764,02:48:13,10093.0,2022,F,Chicago
yerke,madison,25-29,USA,5037,766,02:48:14,10094.0,2022,F,Chicago
greenwood,heidi,35-39,USA,6079,773,02:48:18,10098.0,2022,F,Chicago
davis,flannery,25-29,USA,472,777,02:48:22,10102.0,2022,F,Chicago
dorsky,lauren,25-29,USA,7123,780,02:48:24,10104.0,2022,F,Chicago
longridge,corri,35-39,CAN,1189,788,02:48:31,10111.0,2022,F,Chicago
rogers,grace,20-24,USA,725,790,02:48:33,10113.0,2022,F,Chicago
sivco,victoria,25-29,USA,11181,792,02:48:34,10114.0,2022,F,Chicago
blackman,camille,25-29,USA,713,806,02:48:48,10128.0,2022,F,Chicago
tylova,dominika,30-34,CZE,2040,807,02:48:50,10130.0,2022,F,Chicago
jamboretz,katherine,30-34,USA,7346,817,02:48:57,10137.0,2022,F,Chicago
dennehy,keli,30-34,USA,475,858,02:49:32,10172.0,2022,F,Chicago
kinnaird,marnie,30-34,USA,745,875,02:49:45,10185.0,2022,F,Chicago
harrington,mary,25-29,USA,7350,909,02:50:20,10220.0,2022,F,Chicago
herzog-vitto,eda,25-29,USA,604,935,02:50:44,10244.0,2022,F,Chicago
featherstun,meghann,35-39,USA,9039,940,02:50:47,10247.0,2022,F,Chicago
liu,ziyang,35-39,CHN,565,944,02:50:51,10251.0,2022,F,Chicago
bowes,hailey,20-24,USA,10087,950,02:50:57,10257.0,2022,F,Chicago
benko,stephanie,25-29,USA,11248,951,02:50:57,10257.0,2022,F,Chicago
wilson,casey,35-39,USA,675,953,02:50:58,10258.0,2022,F,Chicago
sanchez,ursula,35-39,ESP,115,961,02:51:10,10270.0,2022,F,Chicago
varela,cecilia,35-39,CHL,2007,994,02:51:35,10295.0,2022,F,Chicago
chaney,angela,35-39,USA,5011,1003,02:51:45,10305.0,2022,F,Chicago
dalton,mollie,25-29,USA,6144,1009,02:51:49,10309.0,2022,F,Chicago
bliss,natasha,40-44,USA,2537,1015,02:51:53,10313.0,2022,F,Chicago
bigham,jennifer,40-44,USA,624,1024,02:51:57,10317.0,2022,F,Chicago
joecken,catherine,25-29,USA,10085,1069,02:52:23,10343.0,2022,F,Chicago
murray,rebecca,35-39,USA,10003,1071,02:52:23,10343.0,2022,F,Chicago
alpert eftikides,jennie,40-44,USA,2223,1078,02:52:27,10347.0,2022,F,Chicago
harden,sarah,20-24,USA,4167,1101,02:52:47,10367.0,2022,F,Chicago
yatauro,gabrielle,25-29,USA,7156,1121,02:52:57,10377.0,2022,F,Chicago
taylor,carrie,35-39,CHL,11232,1139,02:53:08,10388.0,2022,F,Chicago
stead,susan,30-34,GBR,2089,1167,02:53:27,10407.0,2022,F,Chicago
shank,taryn,30-34,USA,584,1190,02:53:42,10422.0,2022,F,Chicago
magill,heather,40-44,CAN,9086,1191,02:53:42,10422.0,2022,F,Chicago
jiang,joy,25-29,USA,11159,1195,02:53:45,10425.0,2022,F,Chicago
suttor,audrey,25-29,USA,5030,1203,02:53:50,10430.0,2022,F,Chicago
andrews,emily,25-29,CAN,3393,1206,02:53:51,10431.0,2022,F,Chicago
stone,anna,25-29,USA,8380,1208,02:53:52,10432.0,2022,F,Chicago
diacovo,stephanie,25-29,USA,7122,1213,02:53:54,10434.0,2022,F,Chicago
rai,armana,30-34,GBR,7227,1253,02:54:19,10459.0,2022,F,Chicago
le moigne,laurel,35-39,USA,674,1280,02:54:37,10477.0,2022,F,Chicago
herrmann,emma,20-24,USA,501,1282,02:54:39,10479.0,2022,F,Chicago
schokker,hinke,35-39,NLD,6557,1287,02:54:40,10480.0,2022,F,Chicago
chen,najing,40-44,CHN,11146,1313,02:54:55,10495.0,2022,F,Chicago
kipruto,benson,30-34,KEN,9,1,02:04:24,7464.0,2022,M,Chicago
tura abdiwak,seifu,25-29,ETH,1,2,02:04:49,7489.0,2022,M,Chicago
korir,john,25-29,KEN,21,3,02:05:01,7501.0,2022,M,Chicago
koech,bernard,30-34,KEN,3,4,02:07:15,7635.0,2022,M,Chicago
tamru aredo,shifera,20-24,ETH,10,5,02:07:53,7673.0,2022,M,Chicago
hosoya,kyohei,25-29,JPN,12,6,02:08:05,7685.0,2022,M,Chicago
mantz,conner,25-29,USA,43,7,02:08:16,7696.0,2022,M,Chicago
sahli,hamza,25-29,MAR,13,8,02:08:22,7702.0,2022,M,Chicago
kiptanui,eric kiprono,30-34,NLD,11,9,02:08:26,7706.0,2022,M,Chicago
guojian,dong,35-39,CHN,17,10,02:08:53,7733.0,2022,M,Chicago
panning,zachery,25-29,USA,34,11,02:09:28,7768.0,2022,M,Chicago
mcdonald,matt,25-29,USA,24,12,02:09:49,7789.0,2022,M,Chicago
montanez,nicolas,25-29,USA,31,13,02:09:55,7795.0,2022,M,Chicago
nakanishi,riki,30-34,JPN,19,14,02:09:59,7799.0,2022,M,Chicago
degu tsehay,abayneh,20-24,ETH,8,15,02:10:55,7855.0,2022,M,Chicago
tiernan,pat,25-29,AUS,44,16,02:11:02,7862.0,2022,M,Chicago
mesel tikue,amanuel,30-34,ERI,15,17,02:11:38,7898.0,2022,M,Chicago
young,clayton,25-29,USA,37,18,02:11:51,7911.0,2022,M,Chicago
wiley,turner,25-29,USA,30,19,02:11:59,7919.0,2022,M,Chicago
fujimagari,hiroto,25-29,JPN,16,20,02:13:04,7984.0,2022,M,Chicago
kissa,stephen,30-34,UGA,7,21,02:13:16,7996.0,2022,M,Chicago
given,wilkerson,30-34,USA,28,22,02:13:42,8022.0,2022,M,Chicago
koga,kiyoshi,25-29,JPN,18,23,02:13:42,8022.0,2022,M,Chicago
buchanan,reid,25-29,USA,27,24,02:14:06,8046.0,2022,M,Chicago
hogan,paul,25-29,USA,35,26,02:14:55,8095.0,2022,M,Chicago
flavin,jp,20-24,USA,42,27,02:14:55,8095.0,2022,M,Chicago
martinez,steven,25-29,USA,36,28,02:15:22,8122.0,2022,M,Chicago
peterson,alan,30-34,USA,32,29,02:15:30,8130.0,2022,M,Chicago
mccandless,tyler,35-39,USA,29,30,02:15:50,8150.0,2022,M,Chicago
lara,frank,25-29,USA,26,31,02:15:57,8157.0,2022,M,Chicago
weaverling,chase,25-29,USA,40,32,02:16:03,8163.0,2022,M,Chicago
shaohui,yang,30-34,CHN,25,33,02:16:11,8171.0,2022,M,Chicago
lee,garret,25-29,USA,38,34,02:18:20,8300.0,2022,M,Chicago
kremske,dan,30-34,USA,33,36,02:18:33,8313.0,2022,M,Chicago
cowart,donald,35-39,USA,708,37,02:18:39,8319.0,2022,M,Chicago
jianhua,peng,25-29,CHN,23,38,02:19:06,8346.0,2022,M,Chicago
hiley,jonathan,35-39,GBR,448,39,02:19:37,8377.0,2022,M,Chicago
ozawa,koki,25-29,JPN,5029,40,02:19:54,8394.0,2022,M,Chicago
leach,prescott,40-44,USA,688,41,02:19:57,8397.0,2022,M,Chicago
havel,kevin,30-34,USA,737,42,02:20:42,8442.0,2022,M,Chicago
jones,adam,25-29,USA,485,44,02:21:12,8472.0,2022,M,Chicago
baum,mitch,25-29,USA,490,45,02:21:18,8478.0,2022,M,Chicago
rovenstine,luke,20-24,USA,8035,47,02:21:45,8505.0,2022,M,Chicago
dressel,john,25-29,USA,41,48,02:21:45,8505.0,2022,M,Chicago
lederhouse,michael,25-29,USA,9113,49,02:21:50,8510.0,2022,M,Chicago
duggan,michael,25-29,USA,4182,50,02:21:53,8513.0,2022,M,Chicago
babinec,michael,25-29,USA,525,51,02:22:07,8527.0,2022,M,Chicago
ellenberger,michael,30-34,USA,759,52,02:22:18,8538.0,2022,M,Chicago
monogue,kevin,25-29,USA,622,53,02:22:56,8576.0,2022,M,Chicago
mora,connor,25-29,USA,719,54,02:23:07,8587.0,2022,M,Chicago
lawrence,steven,40-44,CAN,686,55,02:23:09,8589.0,2022,M,Chicago
tossman,terry,25-29,USA,691,56,02:23:13,8593.0,2022,M,Chicago
cox,michael,25-29,USA,623,57,02:23:36,8616.0,2022,M,Chicago
gi,ka man,35-39,HKG,748,59,02:23:41,8621.0,2022,M,Chicago
judge,john,25-29,USA,583,60,02:23:49,8629.0,2022,M,Chicago
gutierrez,cristobal,30-34,USA,513,61,02:23:58,8638.0,2022,M,Chicago
smith,tyler,25-29,USA,735,62,02:24:03,8643.0,2022,M,Chicago
wallace,alexander,40-44,GBR,2140,63,02:24:13,8653.0,2022,M,Chicago
o'connor,grant,25-29,USA,699,64,02:24:15,8655.0,2022,M,Chicago
borash,daniel,25-29,USA,6134,65,02:24:16,8656.0,2022,M,Chicago
shearn,brendan,25-29,USA,7195,66,02:24:18,8658.0,2022,M,Chicago
moncrieff,ryan,25-29,USA,524,67,02:24:24,8664.0,2022,M,Chicago
mahalsky,ryan,25-29,USA,460,68,02:24:43,8683.0,2022,M,Chicago
griffith,brian,20-24,USA,568,69,02:24:51,8691.0,2022,M,Chicago
tiongson,paolo,20-24,USA,740,70,02:24:57,8697.0,2022,M,Chicago
meunier,romain,25-29,FRA,426,71,02:24:59,8699.0,2022,M,Chicago
pare,ben,30-34,USA,709,72,02:24:59,8699.0,2022,M,Chicago
aghegnehu,abinazer,35-39,USA,8027,73,02:25:06,8706.0,2022,M,Chicago
hernandez,jorge,30-34,MEX,3036,74,02:25:08,8708.0,2022,M,Chicago
trim,ned,25-29,USA,10004,76,02:25:28,8728.0,2022,M,Chicago
jeftich,niko,30-34,USA,758,77,02:25:40,8740.0,2022,M,Chicago
cordell,adam,30-34,USA,5104,78,02:25:42,8742.0,2022,M,Chicago
froeschle,dan,30-34,USA,517,79,02:25:44,8744.0,2022,M,Chicago
poly,geoffrey,35-39,FRA,429,80,02:25:52,8752.0,2022,M,Chicago
hoover,zachary,20-24,USA,2264,81,02:25:57,8757.0,2022,M,Chicago
ezeta chaves,sandro,30-34,CRI,424,82,02:25:59,8759.0,2022,M,Chicago
kinsella,john,40-44,IRL,431,83,02:26:06,8766.0,2022,M,Chicago
dewolfe,calvin,25-29,CAN,408,84,02:26:09,8769.0,2022,M,Chicago
grissom,ashton,25-29,USA,575,85,02:26:22,8782.0,2022,M,Chicago
mbelenzi,dennis,40-44,CAN,1138,87,02:26:24,8784.0,2022,M,Chicago
yanek,nicholas,20-24,USA,9130,88,02:26:26,8786.0,2022,M,Chicago
letz,patrick,25-29,USA,457,89,02:26:49,8809.0,2022,M,Chicago
roisom,justin,35-39,USA,8020,90,02:26:51,8811.0,2022,M,Chicago
vincent,renaud,35-39,FRA,2070,91,02:26:52,8812.0,2022,M,Chicago
clavijo,esteban,30-34,CAN,414,92,02:26:52,8812.0,2022,M,Chicago
rosenkranz,josh,25-29,USA,658,93,02:26:55,8815.0,2022,M,Chicago
lastennet,glenn,35-39,FRA,2062,94,02:26:58,8818.0,2022,M,Chicago
binzak,johnny,30-34,USA,491,95,02:27:01,8821.0,2022,M,Chicago
grasing,michael,25-29,USA,562,96,02:27:05,8825.0,2022,M,Chicago
rathbun,stephen,30-34,USA,9126,97,02:27:19,8839.0,2022,M,Chicago
browne,steve,25-29,USA,492,98,02:27:25,8845.0,2022,M,Chicago
liddell,john,30-34,USA,692,99,02:27:25,8845.0,2022,M,Chicago
zuerner,chris,30-34,USA,403,100,02:27:29,8849.0,2022,M,Chicago
maher,alexander,20-24,USA,9016,101,02:27:33,8853.0,2022,M,Chicago
holliday,thomas,30-34,GBR,4079,102,02:27:36,8856.0,2022,M,Chicago
goodfellow,kenny,30-34,USA,642,103,02:27:41,8861.0,2022,M,Chicago
mceneaney,jake,20-24,USA,751,104,02:27:46,8866.0,2022,M,Chicago
keelan,jack,25-29,USA,732,105,02:27:57,8877.0,2022,M,Chicago
zelenckyi,hennadii,35-39,KAZ,24691,106,02:27:57,8877.0,2022,M,Chicago
jirot,nicolas,35-39,CAN,1117,107,02:27:59,8879.0,2022,M,Chicago
hassan,sifan,30-34,NLD,108,21,02:13:44,8024.0,2023,F,Chicago
chepngetich,ruth,25-29,KEN,101,24,02:15:37,8137.0,2023,F,Chicago
alemu,megertu,25-29,ETH,107,29,02:17:09,8229.0,2023,F,Chicago
jepkosgei,joyciline,25-29,KEN,103,33,02:17:23,8243.0,2023,F,Chicago
teshome nare,tadu,20-24,ETH,102,42,02:20:04,8404.0,2023,F,Chicago
dibaba keneni,genzebe,30-34,ETH,104,51,02:21:47,8507.0,2023,F,Chicago
sisson,emily,30-34,USA,106,54,02:22:09,8529.0,2023,F,Chicago
seidel,molly,25-29,USA,114,61,02:23:07,8587.0,2023,F,Chicago
harvey,rose,30-34,GBR,119,63,02:23:21,8601.0,2023,F,Chicago
vaughn,sara,35-39,USA,116,64,02:23:24,8604.0,2023,F,Chicago
rooker,gabriella,35-39,USA,120,77,02:24:35,8675.0,2023,F,Chicago
lindwurm,dakotah,25-29,USA,115,81,02:24:40,8680.0,2023,F,Chicago
bates,emma,30-34,USA,111,87,02:25:04,8704.0,2023,F,Chicago
van ord,tristin,25-29,USA,118,95,02:25:58,8758.0,2023,F,Chicago
kebede,sutume asefa,25-29,ETH,105,103,02:26:49,8809.0,2023,F,Chicago
scott,dominique,30-34,ZAF,123,116,02:27:31,8851.0,2023,F,Chicago
linden,desiree,40-44,USA,110,119,02:27:35,8855.0,2023,F,Chicago
montoya,maggie,30-34,USA,122,126,02:28:22,8902.0,2023,F,Chicago
delanis,emeline,25-29,FRA,126,199,02:31:29,9089.0,2023,F,Chicago
ndiwa,stacy,30-34,KEN,125,202,02:31:34,9094.0,2023,F,Chicago
smith,mimi,25-29,USA,766,272,02:34:24,9264.0,2023,F,Chicago
nukuri,diane,35-39,USA,121,274,02:34:29,9269.0,2023,F,Chicago
bowes,hailey,20-24,USA,865,316,02:35:36,9336.0,2023,F,Chicago
hatch,billie,20-24,USA,564,328,02:35:47,9347.0,2023,F,Chicago
fluehr,kathryn,30-34,USA,525,337,02:35:56,9356.0,2023,F,Chicago
romero,britney,30-34,USA,738,347,02:36:07,9367.0,2023,F,Chicago
butler,jo,30-34,USA,449,352,02:36:19,9379.0,2023,F,Chicago
horner,kimberly,35-39,USA,585,406,02:37:31,9451.0,2023,F,Chicago
mantilla,leila,25-29,USA,648,441,02:38:25,9505.0,2023,F,Chicago
tuxbury,annmarie,25-29,USA,124,474,02:38:49,9529.0,2023,F,Chicago
mathieu,jeannette,30-34,USA,657,488,02:39:03,9543.0,2023,F,Chicago
vandehy,kathy,25-29,USA,792,502,02:39:19,9559.0,2023,F,Chicago
oda,chelsea,30-34,USA,697,507,02:39:25,9565.0,2023,F,Chicago
barry,aileen,40-44,USA,415,529,02:39:48,9588.0,2023,F,Chicago
kurtenbach,khia,25-29,USA,620,531,02:39:50,9590.0,2023,F,Chicago
dracht,danae,30-34,USA,510,567,02:40:45,9645.0,2023,F,Chicago
dailey,kristin,40-44,USA,485,574,02:40:50,9650.0,2023,F,Chicago
forde,erin,30-34,USA,529,581,02:40:57,9657.0,2023,F,Chicago
odenheimer,jen,30-34,USA,698,592,02:41:07,9667.0,2023,F,Chicago
paauwe,melissa,35-39,CAN,840,595,02:41:12,9672.0,2023,F,Chicago
premont,bianca,40-44,CAN,2080,604,02:41:19,9679.0,2023,F,Chicago
olson,alexis,25-29,USA,700,607,02:41:22,9682.0,2023,F,Chicago
chang,amanda,25-29,USA,460,610,02:41:24,9684.0,2023,F,Chicago
johnson,ana,40-44,USA,831,612,02:41:25,9685.0,2023,F,Chicago
fujisawa,mai,45-49,JPN,25266,636,02:41:43,9703.0,2023,F,Chicago
hawkins,julia,30-34,CAN,2146,677,02:42:24,9744.0,2023,F,Chicago
fluehr,erika,30-34,USA,526,686,02:42:33,9753.0,2023,F,Chicago
dorr,allison,25-29,USA,506,698,02:42:42,9762.0,2023,F,Chicago
alama,courtney,25-29,USA,833,703,02:42:46,9766.0,2023,F,Chicago
klopfer,caitlin,25-29,USA,612,709,02:42:52,9772.0,2023,F,Chicago
rodríguez machorro,alejandra,30-34,MEX,4090,725,02:43:10,9790.0,2023,F,Chicago
simms,kathleen,20-24,USA,7191,735,02:43:24,9804.0,2023,F,Chicago
manners,sophia,20-24,USA,646,739,02:43:27,9807.0,2023,F,Chicago
kenig-ziesler,anna,20-24,USA,10168,768,02:43:53,9833.0,2023,F,Chicago
wildermuth,brooke,30-34,USA,8019,791,02:44:04,9844.0,2023,F,Chicago
ino,mitsuko,40-44,JPN,591,802,02:44:11,9851.0,2023,F,Chicago
dadamio,rachel,25-29,USA,484,826,02:44:27,9867.0,2023,F,Chicago
mcgauley,caitlin,25-29,USA,665,834,02:44:32,9872.0,2023,F,Chicago
niles,alexandra,40-44,USA,692,851,02:44:44,9884.0,2023,F,Chicago
murray,meaghan,35-39,USA,688,866,02:45:02,9902.0,2023,F,Chicago
david,sarah,35-39,USA,490,907,02:45:41,9941.0,2023,F,Chicago
kenyon,emma,35-39,USA,19128,930,02:45:55,9955.0,2023,F,Chicago
mccarthy,shannon,25-29,USA,660,940,02:46:05,9965.0,2023,F,Chicago
keen,caitlin,30-34,USA,605,958,02:46:18,9978.0,2023,F,Chicago
orr,alexandra,25-29,USA,6093,961,02:46:22,9982.0,2023,F,Chicago
assalone,melissa,30-34,USA,18091,965,02:46:25,9985.0,2023,F,Chicago
meeker,kimberlie,40-44,USA,670,966,02:46:26,9986.0,2023,F,Chicago
raftis,kylee,20-24,CAN,2136,972,02:46:31,9991.0,2023,F,Chicago
moody,polly,40-44,CAN,2056,978,02:46:34,9994.0,2023,F,Chicago
lingar,morgan,30-34,USA,635,986,02:46:37,9997.0,2023,F,Chicago
o'leary,bre,30-34,USA,699,987,02:46:37,9997.0,2023,F,Chicago
perlman,melissa,40-44,USA,711,997,02:46:44,10004.0,2023,F,Chicago
garcia,starla,30-34,USA,536,1003,02:46:46,10006.0,2023,F,Chicago
gaal,ildiko,30-34,USA,534,1012,02:46:52,10012.0,2023,F,Chicago
george,sara,35-39,USA,10174,1016,02:46:55,10015.0,2023,F,Chicago
mulroy,casey,25-29,USA,687,1042,02:47:18,10038.0,2023,F,Chicago
jordan,mariah,25-29,USA,8145,1059,02:47:26,10046.0,2023,F,Chicago
tempelhagen,hanna,40-44,DEU,25193,1091,02:47:50,10070.0,2023,F,Chicago
bennett,kimberly,30-34,CAN,2142,1097,02:47:52,10072.0,2023,F,Chicago
beck,catherine,35-39,USA,826,1120,02:48:01,10081.0,2023,F,Chicago
hartenbach,julie,35-39,USA,563,1142,02:48:16,10096.0,2023,F,Chicago
olivares alvarez,katya,40-44,MEX,25341,1163,02:48:27,10107.0,2023,F,Chicago
truitt,brittany,25-29,USA,785,1166,02:48:30,10110.0,2023,F,Chicago
chrisman,caitlin,35-39,USA,467,1168,02:48:31,10111.0,2023,F,Chicago
cronin,jenn,30-34,USA,482,1172,02:48:33,10113.0,2023,F,Chicago
hoj,olivia,25-29,USA,20060,1194,02:48:42,10122.0,2023,F,Chicago
luchezi,mariana,35-39,BRA,20096,1197,02:48:45,10125.0,2023,F,Chicago
wessel,kaylee,25-29,USA,802,1237,02:49:01,10141.0,2023,F,Chicago
wagner,erin,25-29,USA,19004,1239,02:49:02,10142.0,2023,F,Chicago
mattos,tamyres,25-29,BRA,20089,1242,02:49:03,10143.0,2023,F,Chicago
barrette,alyssa,35-39,USA,414,1244,02:49:04,10144.0,2023,F,Chicago
moore,kayla,25-29,USA,679,1245,02:49:04,10144.0,2023,F,Chicago
mendez bonelly,natasha,30-34,DOM,673,1251,02:49:06,10146.0,2023,F,Chicago
pastrana,erika,45-49,USA,22054,1254,02:49:07,10147.0,2023,F,Chicago
sicot,laurie,30-34,FRA,3060,1256,02:49:08,10148.0,2023,F,Chicago
baskin,hana,35-39,USA,416,1266,02:49:14,10154.0,2023,F,Chicago
dorsky,lauren,25-29,USA,10089,1289,02:49:25,10165.0,2023,F,Chicago
ness,bailey,25-29,USA,832,1291,02:49:26,10166.0,2023,F,Chicago
reisch,lisa,30-34,AUT,1054,1306,02:49:33,10173.0,2023,F,Chicago
barr,lauren,30-34,CAN,3215,1330,02:49:39,10179.0,2023,F,Chicago
kiptum,kelvin,20-24,KEN,2,1,02:00:35,7235.0,2023,M,Chicago
kipruto,benson,30-34,KEN,1,2,02:04:02,7442.0,2023,M,Chicago
abdi,bashir,30-34,BEL,3,3,02:04:32,7472.0,2023,M,Chicago
korir,john,25-29,KEN,7,4,02:05:09,7509.0,2023,M,Chicago
tura abdiwak,seifu,25-29,ETH,6,5,02:05:29,7529.0,2023,M,Chicago
mantz,conner,25-29,USA,10,6,02:07:47,7667.0,2023,M,Chicago
young,clayton,30-34,USA,25,7,02:08:00,7680.0,2023,M,Chicago
rupp,galen,35-39,USA,9,8,02:08:48,7728.0,2023,M,Chicago
chelanga,sam,35-39,USA,29,9,02:08:50,7730.0,2023,M,Chicago
ichida,takashi,30-34,JPN,12,10,02:08:57,7737.0,2023,M,Chicago
shrader,brian,30-34,USA,27,11,02:09:46,7786.0,2023,M,Chicago
kiptoo,wesley,20-24,KEN,31,12,02:10:28,7828.0,2023,M,Chicago
mcdonald,matt,30-34,USA,16,13,02:10:34,7834.0,2023,M,Chicago
reichow,joel,30-34,USA,26,14,02:10:37,7837.0,2023,M,Chicago
colley,andrew,30-34,USA,22,15,02:11:22,7882.0,2023,M,Chicago
salvano,kevin,25-29,USA,24,16,02:11:26,7886.0,2023,M,Chicago
wolde,dawit,30-34,ETH,5,17,02:11:33,7893.0,2023,M,Chicago
lara,frank,25-29,USA,23,18,02:12:57,7977.0,2023,M,Chicago
gusman,jordan,25-29,MLT,33,19,02:13:13,7993.0,2023,M,Chicago
kiselev,stepan,35-39,RUS,611,20,02:13:26,8006.0,2023,M,Chicago
nonaka,masashi,25-29,JPN,18,22,02:14:58,8098.0,2023,M,Chicago
tsuda,masaki,20-24,JPN,20,23,02:15:24,8124.0,2023,M,Chicago
winter,connor,30-34,USA,32,25,02:15:51,8151.0,2023,M,Chicago
jermann,tyle,30-34,USA,854,26,02:16:23,8183.0,2023,M,Chicago
heninger,julian,25-29,USA,18054,27,02:16:48,8208.0,2023,M,Chicago
vazquez olivas,eric,20-24,USA,793,28,02:17:04,8224.0,2023,M,Chicago
payne,benjami,40-44,USA,856,30,02:17:15,8235.0,2023,M,Chicago
dickson,cameron,25-29,USA,501,31,02:17:15,8235.0,2023,M,Chicago
mcdonnell,kevin,30-34,USA,663,32,02:17:22,8242.0,2023,M,Chicago
higashi,mizuki,25-29,JPN,21,34,02:17:55,8275.0,2023,M,Chicago
medina,oscar,30-34,USA,669,35,02:18:27,8307.0,2023,M,Chicago
matsumura,yuki,30-34,JPN,11,36,02:18:59,8339.0,2023,M,Chicago
mendez,mauricio,25-29,MEX,672,37,02:19:00,8340.0,2023,M,Chicago
senneville,marc-antoine,25-29,CAN,756,38,02:19:19,8359.0,2023,M,Chicago
nelson,scott,25-29,USA,863,39,02:19:43,8383.0,2023,M,Chicago
sandusky,alec,25-29,USA,34,40,02:19:46,8386.0,2023,M,Chicago
thies,jeff,25-29,USA,778,41,02:19:54,8394.0,2023,M,Chicago
cabrera,carlos,20-24,USA,452,43,02:20:04,8404.0,2023,M,Chicago
baum,mitchell,25-29,USA,418,44,02:20:23,8423.0,2023,M,Chicago
alcorn,derek,30-34,USA,842,45,02:20:46,8446.0,2023,M,Chicago
cisewski,david,40-44,USA,20120,46,02:20:53,8453.0,2023,M,Chicago
young,matt,25-29,USA,862,47,02:20:53,8453.0,2023,M,Chicago
trujillo,esteban,35-39,USA,786,48,02:21:16,8476.0,2023,M,Chicago
gelston,andrew,30-34,USA,10030,49,02:21:21,8481.0,2023,M,Chicago
harris,corbin,25-29,USA,562,50,02:21:42,8502.0,2023,M,Chicago
iacofano,michael,25-29,USA,17,52,02:21:51,8511.0,2023,M,Chicago
ricci,simon,25-29,USA,728,53,02:21:54,8514.0,2023,M,Chicago
yanek,nicholas,20-24,USA,19195,55,02:22:16,8536.0,2023,M,Chicago
mather,cody,25-29,USA,656,56,02:22:17,8537.0,2023,M,Chicago
rosenkranz,josh,25-29,USA,739,57,02:22:32,8552.0,2023,M,Chicago
toney,harrison,30-34,USA,781,58,02:22:33,8553.0,2023,M,Chicago
rockett,connor,25-29,USA,735,59,02:22:37,8557.0,2023,M,Chicago
pederson,daniel,25-29,USA,709,60,02:22:52,8572.0,2023,M,Chicago
beckett,cameron,30-34,USA,421,62,02:23:11,8591.0,2023,M,Chicago
gaertlein,david,30-34,DEU,3078,65,02:23:33,8613.0,2023,M,Chicago
jamnick,nick,30-34,USA,595,66,02:23:45,8625.0,2023,M,Chicago
tiongson,paolo,20-24,USA,829,67,02:23:45,8625.0,2023,M,Chicago
de olinda,leonardo,30-34,BRA,494,68,02:23:47,8627.0,2023,M,Chicago
turner,alex,25-29,USA,787,69,02:23:58,8638.0,2023,M,Chicago
craighead,daniel,30-34,USA,479,70,02:24:04,8644.0,2023,M,Chicago
lizano cedeno,cesar,40-44,CRI,25132,71,02:24:05,8645.0,2023,M,Chicago
