Last_Name,First_Name,Division,Country,BIB,Overall_Place,Time,Seconds,Year,Gender,Marathon
gracie,griffith,20-24,USA,9202,1272,2:51:54,10314.0,2019,F,Boston
juliet,bottorff,25-29,USA,4829,1291,2:52:07,10327.0,2019,F,Boston
moira o'connor,lenth,20-24,USA,2052,1295,2:52:09,10329.0,2019,F,Boston
michaela,spannaus,25-29,USA,5625,1318,2:52:20,10340.0,2019,F,Boston
violetta,yazlovskaya,20-24,USA,2698,1330,2:52:26,10346.0,2019,F,Boston
jaclyn,schuerholz,30-34,USA,9221,1361,2:52:41,10361.0,2019,F,Boston
ashley,livingood,25-29,USA,4524,1380,2:52:49,10369.0,2019,F,Boston
catalina,langlois,35-39,CHL,3206,1399,2:52:58,10378.0,2019,F,Boston
kirsten,allan,25-29,USA,1973,1441,2:53:18,10398.0,2019,F,Boston
amy,crain,40-44,USA,4455,1452,2:53:21,10401.0,2019,F,Boston
caitie,meyer,25-29,USA,3874,1475,2:53:32,10412.0,2019,F,Boston
alice,grant,25-29,USA,7102,1484,2:53:38,10418.0,2019,F,Boston
theresa,hailey,30-34,USA,F68,1505,2:53:48,10428.0,2019,F,Boston
sara,willhoit,30-34,USA,6423,1511,2:53:49,10429.0,2019,F,Boston
sara,tran�,30-34,USA,4085,1522,2:53:54,10434.0,2019,F,Boston
paola,kung,35-39,PER,4173,1535,2:54:01,10441.0,2019,F,Boston
tania,canterbury,35-39,USA,5907,1579,2:54:19,10459.0,2019,F,Boston
rebekah,battaglia,25-29,USA,1502,1595,2:54:25,10465.0,2019,F,Boston
madeline,jenkins,25-29,USA,8163,1611,2:54:32,10472.0,2019,F,Boston
cristina,lowry,30-34,USA,3023,1659,2:54:49,10489.0,2019,F,Boston
grace,bowen,25-29,USA,2977,1674,2:54:57,10497.0,2019,F,Boston
danika,simonson,25-29,USA,2440,1723,2:55:23,10523.0,2019,F,Boston
 kipsang,wilson,18-39,KEN,2.0,1.0,02:04:29,7469.0,2014,M,London
 biwott,stanley,18-39,KEN,8.0,2.0,02:04:55,7495.0,2014,M,London
 kebede,tsegaye,18-39,ETH,1.0,3.0,02:06:30,7590.0,2014,M,London
 abshero,ayele,18-39,ETH,5.0,4.0,02:06:31,7591.0,2014,M,London
 mekonnen,tsegaye,18-39,ETH,6.0,5.0,02:08:06,7686.0,2014,M,London
 mutai,geoffrey,18-39,KEN,4.0,6.0,02:08:18,7698.0,2014,M,London
 mutai,emmanuel,18-39,KEN,3.0,7.0,02:08:19,7699.0,2014,M,London
 farah,mo,18-39,GBR,26.0,8.0,02:08:21,7701.0,2014,M,London
 lilesa,feyisa,18-39,ETH,7.0,9.0,02:08:26,7706.0,2014,M,London
 vail,ryan,18-39,USA,18.0,10.0,02:10:57,7857.0,2014,M,London
 thompson,chris,18-39,GBR,28.0,11.0,02:11:19,7879.0,2014,M,London
 kiprotich,stephen,18-39,UGA,11.0,12.0,02:11:37,7897.0,2014,M,London
 coolsaet,reid,18-39,CAN,17.0,13.0,02:13:40,8020.0,2014,M,London
 nimo,pedro,18-39,ESP,19.0,14.0,02:14:15,8055.0,2014,M,London
 way,steven,18-39,GBR,943.0,1.0,02:16:27,8187.0,2014,M,London
 gilbert,john,18-39,GBR,851.0,2.0,02:16:46,8206.0,2014,M,London
 livesey,ben,18-39,GBR,29.0,15.0,02:17:44,8264.0,2014,M,London
 tsegay,samuel,18-39,ERI,12.0,16.0,02:19:10,8350.0,2014,M,London
 overall,scott,18-39,GBR,16.0,17.0,02:19:55,8395.0,2014,M,London
 pepper,jon,18-39,GBR,1043.0,3.0,02:19:59,8399.0,2014,M,London
 kay,richard,18-39,GBR,1076.0,4.0,02:20:54,8454.0,2014,M,London
 rojas,kevin,18-39,GBR,1037.0,5.0,02:22:56,8576.0,2014,M,London
 poole,jonathan,18-39,GBR,798.0,6.0,02:22:58,8578.0,2014,M,London
 hagos,yared,18-39,ETH,25.0,23.0,02:23:22,8602.0,2014,M,London
 mcwhirter,blair,18-39,NZL,860.0,7.0,02:23:27,8607.0,2014,M,London
 martelletti,paul,18-39,GBR,912.0,8.0,02:23:36,8616.0,2014,M,London
 natali,paolo,18-39,GBR,880.0,9.0,02:23:57,8637.0,2014,M,London
 gierjatowicz,patryk,18-39,GBR,1059.0,10.0,02:24:27,8667.0,2014,M,London
 renault,neil,18-39,GBR,1113.0,11.0,02:24:33,8673.0,2014,M,London
 scott,richard,18-39,GBR,965.0,12.0,02:24:46,8686.0,2014,M,London
 milne,alex,18-39,GBR,1017.0,13.0,02:25:14,8714.0,2014,M,London
 keal,rob,18-39,GBR,1049.0,14.0,02:25:50,8750.0,2014,M,London
 hoad,james,18-39,GBR,917.0,15.0,02:26:17,8777.0,2014,M,London
 vaughan,alun,18-39,GBR,887.0,16.0,02:26:30,8790.0,2014,M,London
 shearer,ben,18-39,GBR,961.0,17.0,02:26:52,8812.0,2014,M,London
 fellows,donovan,18-39,USA,1029.0,18.0,02:26:54,8814.0,2014,M,London
 collins,matthew,18-39,GBR,885.0,19.0,02:27:01,8821.0,2014,M,London
 vermeesch,pieter,18-39,BEL,896.0,20.0,02:27:07,8827.0,2014,M,London
 pollard,mark,18-39,GBR,869.0,21.0,02:27:08,8828.0,2014,M,London
 kjall - ohlsson,martin,18-39,NOR,57850.0,22.0,02:27:37,8857.0,2014,M,London
 cryer,martyn,18-39,GBR,915.0,23.0,02:27:39,8859.0,2014,M,London
 cieluszecki,jacek,18-39,GBR,935.0,24.0,02:27:45,8865.0,2014,M,London
 douglas,andrew,18-39,GBR,881.0,25.0,02:27:48,8868.0,2014,M,London
 matthews,phillip,18-39,GBR,683.0,26.0,02:27:54,8874.0,2014,M,London
 pope,robert,18-39,GBR,893.0,27.0,02:27:57,8877.0,2014,M,London
 greenwood,christopher,40-44,GBR,913.0,28.0,02:27:59,8879.0,2014,M,London
 spencer,stuart,18-39,GBR,755.0,29.0,02:28:01,8881.0,2014,M,London
 mclellan,kyle,18-39,GBR,984.0,30.0,02:28:14,8894.0,2014,M,London
 jenkins,tom,18-39,GBR,907.0,31.0,02:28:18,8898.0,2014,M,London
 morgan,dave,18-39,GBR,1161.0,32.0,02:28:24,8904.0,2014,M,London
 lowe,gareth,40-44,GBR,812.0,33.0,02:28:34,8914.0,2014,M,London
 humphrey,sam,18-39,GBR,1013.0,34.0,02:28:48,8928.0,2014,M,London
 stevens,thomas,18-39,GBR,721.0,35.0,02:28:54,8934.0,2014,M,London
 moore,colm,18-39,IRL,57418.0,36.0,02:29:22,8962.0,2014,M,London
 jones,lee,40-44,GBR,736.0,37.0,02:29:30,8970.0,2014,M,London
 turnbull,david,18-39,GBR,1088.0,38.0,02:29:41,8981.0,2014,M,London
 mqambeli,siyabulela siya,18-39,ZAF,27377.0,39.0,02:29:57,8997.0,2014,M,London
 dettmar,christopher,40-44,GBR,973.0,40.0,02:29:58,8998.0,2014,M,London
 rouse,adam,40-44,GBR,703.0,41.0,02:30:20,9020.0,2014,M,London
 breen,graham,18-39,GBR,730.0,42.0,02:31:20,9080.0,2014,M,London
 douglas,ben,18-39,GBR,919.0,43.0,02:31:23,9083.0,2014,M,London
 boniface,neil,18-39,GBR,627.0,44.0,02:31:26,9086.0,2014,M,London
 saillard,nicolas,18-39,GBR,983.0,45.0,02:31:32,9092.0,2014,M,London
 polini,josselin,18-39,FRA,31273.0,46.0,02:31:35,9095.0,2014,M,London
 kowenicki,richard,18-39,GBR,612.0,47.0,02:31:39,9099.0,2014,M,London
 risa,svein ove,40-44,NOR,57794.0,48.0,02:31:42,9102.0,2014,M,London
 evangelidis,dimosthenis,18-39,GRC,976.0,49.0,02:31:54,9114.0,2014,M,London
 newton,mark,18-39,GBR,753.0,50.0,02:32:02,9122.0,2014,M,London
 o shea,alan,18-39,IRL,1138.0,51.0,02:32:02,9122.0,2014,M,London
 griffiths,paul,40-44,GBR,635.0,52.0,02:32:04,9124.0,2014,M,London
 challenger,andrew,18-39,GBR,929.0,53.0,02:32:12,9132.0,2014,M,London
 rendall,julian,18-39,GBR,752.0,54.0,02:32:19,9139.0,2014,M,London
 burden,phil,18-39,GBR,789.0,55.0,02:32:29,9149.0,2014,M,London
 mason,james,18-39,GBR,827.0,56.0,02:32:29,9149.0,2014,M,London
 madar,abdi,18-39,GBR,888.0,57.0,02:32:30,9150.0,2014,M,London
 wilson,chris,18-39,GBR,1021.0,58.0,02:32:35,9155.0,2014,M,London
 wilson,robert,18-39,GBR,1108.0,59.0,02:32:44,9164.0,2014,M,London
 steel,daniel,18-39,GBR,31593.0,60.0,02:32:46,9166.0,2014,M,London
 kargbo,idrissa,18-39,SLE,52583.0,61.0,02:32:52,9172.0,2014,M,London
 petitjean,damien,18-39,FRA,1153.0,62.0,02:32:56,9176.0,2014,M,London
 rodgers,paul,18-39,GBR,944.0,63.0,02:32:57,9177.0,2014,M,London
 laws,olly,18-39,GBR,870.0,64.0,02:33:08,9188.0,2014,M,London
 affleck,robert,40-44,GBR,1023.0,65.0,02:33:16,9196.0,2014,M,London
 meade,richard,18-39,GBR,1034.0,66.0,02:33:24,9204.0,2014,M,London
 renou,ludovic,18-39,FRA,1095.0,67.0,02:33:25,9205.0,2014,M,London
 jackson,anthony,18-39,GBR,905.0,68.0,02:33:27,9207.0,2014,M,London
 reynolds,ben,50-54,GBR,952.0,70.0,02:33:53,9233.0,2014,M,London
 meacock,david,18-39,GBR,650.0,71.0,02:33:54,9234.0,2014,M,London
 burn,andy,18-39,GBR,1011.0,72.0,02:34:00,9240.0,2014,M,London
 beattie,ben,18-39,GBR,631.0,73.0,02:34:01,9241.0,2014,M,London
 dziewinski,damian,18-39,POL,769.0,74.0,02:34:04,9244.0,2014,M,London
 gibbins,alex,18-39,GBR,999.0,75.0,02:34:13,9253.0,2014,M,London
 thompson,peter,18-39,GBR,861.0,76.0,02:34:16,9256.0,2014,M,London
 newman,zac,18-39,AUS,33098.0,77.0,02:34:25,9265.0,2014,M,London
 connell,david,18-39,GBR,1136.0,78.0,02:34:30,9270.0,2014,M,London
 robinson,daniel,18-39,GBR,729.0,79.0,02:34:31,9271.0,2014,M,London
 reason,robert,18-39,GBR,1147.0,80.0,02:34:32,9272.0,2014,M,London
 carter,tim,18-39,GBR,806.0,81.0,02:34:47,9287.0,2014,M,London
 mcmullan,james,18-39,GBR,876.0,82.0,02:34:49,9289.0,2014,M,London
 leveson,andrew,18-39,GBR,895.0,83.0,02:34:55,9295.0,2014,M,London
 kipchoge,eliud,18-39,KEN,4.0,1.0,02:04:42,7482.0,2015,M,London
 kipsang,wilson,18-39,KEN,1.0,2.0,02:04:47,7487.0,2015,M,London
 kimetto,dennis,18-39,KEN,2.0,3.0,02:05:51,7551.0,2015,M,London
 biwott,stanley,18-39,KEN,9.0,4.0,02:06:41,7601.0,2015,M,London
 regassa,tilahun,18-39,ETH,10.0,5.0,02:07:18,7638.0,2015,M,London
 kitwara,samuel,18-39,KEN,7.0,6.0,02:07:43,7663.0,2015,M,London
 guerra,javier,18-39,ESP,19.0,7.0,02:09:33,7773.0,2015,M,London
 kibrom,ghebre,18-39,ERI,14.0,8.0,02:09:36,7776.0,2015,M,London
 reunkov,aleksey,18-39,RUS,13.0,9.0,02:10:10,7810.0,2015,M,London
 lebid,serhiy,18-39,UKR,12.0,10.0,02:10:21,7821.0,2015,M,London
 mutai,emmanuel,18-39,KEN,3.0,11.0,02:10:54,7854.0,2015,M,London
 shelley,michael,18-39,AUS,18.0,12.0,02:11:19,7879.0,2015,M,London
 overall,scott,18-39,GBR,17.0,13.0,02:13:13,7993.0,2015,M,London
 cooray,anuradha,18-39,LKA,23.0,14.0,02:13:47,8027.0,2015,M,London
 raymaekers,koen,18-39,NLD,16.0,15.0,02:14:25,8065.0,2015,M,London
 kimpton,ian,18-39,GBR,1147.0,1.0,02:15:51,8151.0,2015,M,London
 ferreira,hermano,18-39,PRT,21.0,16.0,02:15:53,8153.0,2015,M,London
 hynes,mathew,18-39,GBR,27.0,17.0,02:16:00,8160.0,2015,M,London
 karayel,bekir,18-39,TUR,20.0,18.0,02:16:06,8166.0,2015,M,London
 kreienbuehl,christian,18-39,CHE,22.0,19.0,02:17:00,8220.0,2015,M,London
 gilbert,john,18-39,GBR,910.0,2.0,02:18:12,8292.0,2015,M,London
 scott,aaron,18-39,GBR,1252.0,3.0,02:20:45,8445.0,2015,M,London
 molyneux,paul,18-39,GBR,939.0,4.0,02:21:23,8483.0,2015,M,London
 spencer,stuart,18-39,GBR,841.0,5.0,02:21:25,8485.0,2015,M,London
 lambert,toby frank,18-39,GBR,1261.0,6.0,02:21:27,8487.0,2015,M,London
 lizano,cesar,18-39,CRI,25.0,20.0,02:21:31,8491.0,2015,M,London
 renault,neil,18-39,GBR,1102.0,7.0,02:21:41,8501.0,2015,M,London
 greenleaf,andy,18-39,GBR,1006.0,8.0,02:21:41,8501.0,2015,M,London
 cherriman,jason,18-39,GBR,884.0,9.0,02:22:12,8532.0,2015,M,London
 morgan,dave,18-39,GBR,786.0,10.0,02:22:54,8574.0,2015,M,London
 townsend,joe,18-39,GBR,1258.0,11.0,02:23:07,8587.0,2015,M,London
 stone,kairn,18-39,GBR,1136.0,12.0,02:23:32,8612.0,2015,M,London
 tucker,peter,18-39,GBR,919.0,13.0,02:24:00,8640.0,2015,M,London
 roberts,greg,18-39,GBR,948.0,14.0,02:24:00,8640.0,2015,M,London
 raven,gareth,40-44,GBR,1230.0,15.0,02:24:03,8643.0,2015,M,London
 poole,jonathan,18-39,GBR,993.0,16.0,02:24:10,8650.0,2015,M,London
 gamble,ben,18-39,GBR,1235.0,17.0,02:24:17,8657.0,2015,M,London
 gierjatowicz,patryk,18-39,GBR,1052.0,18.0,02:24:21,8661.0,2015,M,London
 venturoli,nicola,18-39,ITA,58634.0,19.0,02:24:25,8665.0,2015,M,London
 phillips,richard,18-39,GBR,858.0,20.0,02:24:31,8671.0,2015,M,London
 whittaker,paul,18-39,GBR,952.0,21.0,02:24:39,8679.0,2015,M,London
 williams,ian,18-39,GBR,1152.0,22.0,02:24:49,8689.0,2015,M,London
 cryer,martyn,18-39,GBR,1094.0,23.0,02:25:15,8715.0,2015,M,London
 jenkin,mark,18-39,GBR,1225.0,24.0,02:25:18,8718.0,2015,M,London
 gilby,johnny,18-39,GBR,1149.0,25.0,02:25:43,8743.0,2015,M,London
 keal,robert,40-44,GBR,1095.0,26.0,02:25:44,8744.0,2015,M,London
 fincioen,stijn,18-39,BEL,26.0,30.0,02:25:52,8752.0,2015,M,London
 quinn,kevin,18-39,GBR,1074.0,27.0,02:25:57,8757.0,2015,M,London
 underwood,steven,18-39,USA,888.0,28.0,02:26:23,8783.0,2015,M,London
 mackay,will,18-39,GBR,1193.0,29.0,02:26:34,8794.0,2015,M,London
 franklin,john,18-39,GBR,1122.0,30.0,02:26:40,8800.0,2015,M,London
 cole,ben,18-39,GBR,966.0,31.0,02:27:16,8836.0,2015,M,London
 collins,matthew,18-39,GBR,1085.0,32.0,02:27:24,8844.0,2015,M,London
 siggers,andrew,18-39,GBR,1153.0,33.0,02:27:36,8856.0,2015,M,London
 leaney,stuart,18-39,GBR,907.0,34.0,02:27:44,8864.0,2015,M,London
 adams,paul,18-39,GBR,1141.0,35.0,02:27:46,8866.0,2015,M,London
 quinn,iain,18-39,GBR,751.0,36.0,02:27:48,8868.0,2015,M,London
 leveson,andrew,18-39,GBR,722.0,37.0,02:27:59,8879.0,2015,M,London
 eissa,hassan,18-39,GBR,866.0,38.0,02:28:01,8881.0,2015,M,London
 wright,michael,18-39,GBR,1099.0,39.0,02:28:28,8908.0,2015,M,London
 adcock,matt,18-39,GBR,920.0,40.0,02:28:33,8913.0,2015,M,London
 davies,daniel,18-39,GBR,1118.0,41.0,02:28:50,8930.0,2015,M,London
 deakin,simon,18-39,GBR,23765.0,42.0,02:28:57,8937.0,2015,M,London
 anderson,moray,18-39,GBR,23085.0,43.0,02:29:02,8942.0,2015,M,London
 lawrence,andrew,18-39,GBR,891.0,44.0,02:29:08,8948.0,2015,M,London
 matthews,martin,18-39,GBR,951.0,45.0,02:29:19,8959.0,2015,M,London
 mckenna,jarlath,18-39,GBR,748.0,46.0,02:29:19,8959.0,2015,M,London
 hunt,andrew,40-44,GBR,23813.0,47.0,02:29:20,8960.0,2015,M,London
 jordan,chris,18-39,GBR,894.0,48.0,02:29:20,8960.0,2015,M,London
 rouse,adam,40-44,GBR,935.0,49.0,02:29:21,8961.0,2015,M,London
 connell,david,40-44,GBR,955.0,50.0,02:29:39,8979.0,2015,M,London
 meacock,david,18-39,GBR,761.0,51.0,02:29:43,8983.0,2015,M,London
 doe,thomas,18-39,GBR,1090.0,52.0,02:29:48,8988.0,2015,M,London
 kobberoe,bjarke,18-39,DNK,746.0,53.0,02:29:52,8992.0,2015,M,London
 burden,phil,18-39,GBR,916.0,54.0,02:29:54,8994.0,2015,M,London
 dziewinski,damian,18-39,POL,29714.0,55.0,02:29:55,8995.0,2015,M,London
 martelletti,paul,18-39,GBR,1213.0,56.0,02:29:57,8997.0,2015,M,London
 lacy,dean,18-39,GBR,1217.0,57.0,02:30:04,9004.0,2015,M,London
 jenkin,daniel,18-39,GBR,698.0,58.0,02:30:04,9004.0,2015,M,London
 clark,anthony,18-39,GBR,762.0,59.0,02:30:06,9006.0,2015,M,London
 steel,daniel,18-39,GBR,893.0,60.0,02:30:06,9006.0,2015,M,London
 davies,hywel,40-44,GBR,29715.0,61.0,02:30:07,9007.0,2015,M,London
 green,ben,18-39,GBR,1133.0,62.0,02:30:16,9016.0,2015,M,London
 hazell,scott,18-39,GBR,736.0,63.0,02:30:23,9023.0,2015,M,London
 oliveira,rafael,18-39,PRT,29710.0,64.0,02:30:23,9023.0,2015,M,London
 banks,tony,40-44,GBR,700.0,65.0,02:30:24,9024.0,2015,M,London
 power,trevor,18-39,IRL,29708.0,66.0,02:30:32,9032.0,2015,M,London
 pearce,gordon,18-39,GBR,1120.0,67.0,02:30:32,9032.0,2015,M,London
 wyber,harold,18-39,GBR,707.0,68.0,02:30:47,9047.0,2015,M,London
 harding,ian,18-39,GBR,1180.0,69.0,02:30:48,9048.0,2015,M,London
 hatcher,julian,40-44,GBR,914.0,70.0,02:30:58,9058.0,2015,M,London
 annable,dale,18-39,GBR,1142.0,71.0,02:31:10,9070.0,2015,M,London
 collins,tom,18-39,GBR,863.0,72.0,02:31:13,9073.0,2015,M,London
 o'boyle,daniel,18-39,GBR,982.0,73.0,02:31:51,9111.0,2015,M,London
 green,graham,50-54,GBR,885.0,74.0,02:31:56,9116.0,2015,M,London
 newton,mark,18-39,GBR,724.0,75.0,02:31:57,9117.0,2015,M,London
 robinson,steve,18-39,GBR,977.0,76.0,02:31:58,9118.0,2015,M,London
 sharp,john,18-39,GBR,992.0,77.0,02:32:07,9127.0,2015,M,London
 ryde,carl,18-39,GBR,828.0,78.0,02:32:08,9128.0,2015,M,London
 turner,james,18-39,GBR,837.0,79.0,02:32:08,9128.0,2015,M,London
 kipchoge,eliud,18-39,KEN,1.0,1.0,02:03:05,7385.0,2016,M,London
 biwott,stanley,18-39,KEN,4.0,2.0,02:03:51,7431.0,2016,M,London
 bekele,kenenisa,18-39,ETH,5.0,3.0,02:06:36,7596.0,2016,M,London
 ghebreslassie,ghirmay,18-39,ERI,10.0,4.0,02:07:46,7666.0,2016,M,London
 kipsang,wilson,18-39,KEN,3.0,5.0,02:07:52,7672.0,2016,M,London
 regassa,tilahun,18-39,ETH,7.0,6.0,02:09:47,7787.0,2016,M,London
 lemma,sisay,18-39,ETH,6.0,7.0,02:10:45,7845.0,2016,M,London
 hawkins,callum,18-39,GBR,21.0,8.0,02:10:52,7852.0,2016,M,London
 kimetto,dennis,18-39,KEN,2.0,9.0,02:11:44,7904.0,2016,M,London
 kibrom,ghebre,18-39,ERI,16.0,10.0,02:11:56,7916.0,2016,M,London
 sato,yuki,18-39,JPN,22.0,11.0,02:12:14,7934.0,2016,M,London
 tewelde,tsegai,18-39,GBR,35.0,12.0,02:12:23,7943.0,2016,M,London
 shafar,vitaliy,18-39,UKR,17.0,13.0,02:12:36,7956.0,2016,M,London
 hawkins,derek,18-39,GBR,26.0,14.0,02:12:57,7977.0,2016,M,London
 lebid,serhiy,40-44,UKR,12.0,15.0,02:14:07,8047.0,2016,M,London
 thompson,chris,18-39,GBR,20.0,16.0,02:15:05,8105.0,2016,M,London
 bond,mathew,18-39,GBR,38.0,17.0,02:15:32,8132.0,2016,M,London
 simpson,robbie,18-39,GBR,40.0,18.0,02:15:38,8138.0,2016,M,London
 merrien,lee,18-39,GBR,24.0,19.0,02:16:42,8202.0,2016,M,London
 hehir,sean,18-39,IRL,1000.0,1.0,02:17:20,8240.0,2016,M,London
 martelletti,paul,18-39,GBR,1288.0,2.0,02:17:26,8246.0,2016,M,London
 davies,andrew,18-39,GBR,32.0,20.0,02:17:45,8265.0,2016,M,London
 watson,rob,18-39,CAN,23.0,21.0,02:18:45,8325.0,2016,M,London
 frazer,thomas,18-39,IRL,1316.0,3.0,02:19:17,8357.0,2016,M,London
 scott,aaron,18-39,GBR,1374.0,4.0,02:19:18,8358.0,2016,M,London
 moreau,ben,18-39,GBR,30.0,22.0,02:19:43,8383.0,2016,M,London
 uribe,antonio,18-39,MEX,14.0,23.0,02:20:21,8421.0,2016,M,London
 scullion,stephen,18-39,IRL,33.0,24.0,02:20:39,8439.0,2016,M,London
 way,steven,40-44,GBR,1158.0,5.0,02:20:50,8450.0,2016,M,London
 payn,thomas,18-39,GBR,1120.0,6.0,02:21:20,8480.0,2016,M,London
 kyereme,kojo,40-44,GBR,1376.0,7.0,02:21:28,8488.0,2016,M,London
 sanca,ruben,18-39,USA,1351.0,8.0,02:21:28,8488.0,2016,M,London
 kallenberg,michael,18-39,GBR,1335.0,9.0,02:21:38,8498.0,2016,M,London
 o'hanlon,gary,40-44,IRL,1355.0,10.0,02:21:42,8502.0,2016,M,London
 robinson,stuart,18-39,GBR,840.0,11.0,02:21:55,8515.0,2016,M,London
 kuma,abera,18-39,ETH,8.0,25.0,02:22:17,8537.0,2016,M,London
 ryde,carl,18-39,GBR,1066.0,12.0,02:23:04,8584.0,2016,M,London
 bennett,matthew,18-39,GBR,789.0,13.0,02:23:13,8593.0,2016,M,London
 le grice,peter,18-39,GBR,856.0,14.0,02:23:16,8596.0,2016,M,London
 renault,neil,18-39,GBR,1141.0,15.0,02:23:31,8611.0,2016,M,London
 kelly,james,18-39,GBR,997.0,16.0,02:23:48,8628.0,2016,M,London
 gierjatowicz,patryk,18-39,GBR,1257.0,17.0,02:24:00,8640.0,2016,M,London
 poole,jonathan,18-39,GBR,1029.0,18.0,02:24:09,8649.0,2016,M,London
 mckenna,jarlath,18-39,GBR,972.0,19.0,02:24:12,8652.0,2016,M,London
 lowe,gareth edward,40-44,GBR,669.0,20.0,02:24:13,8653.0,2016,M,London
 arrospide,iraitz,18-39,ESP,1203.0,21.0,02:24:51,8691.0,2016,M,London
 dixon,shaun,18-39,GBR,1149.0,22.0,02:25:04,8704.0,2016,M,London
 jenkin,mark,18-39,GBR,1273.0,23.0,02:25:10,8710.0,2016,M,London
 shearer,ben,18-39,GBR,963.0,24.0,02:25:13,8713.0,2016,M,London
 johnson,grant,18-39,GBR,817.0,25.0,02:25:16,8716.0,2016,M,London
 greenleaf,andy,18-39,GBR,750.0,26.0,02:25:17,8717.0,2016,M,London
 morgan,dave,18-39,GBR,715.0,27.0,02:25:21,8721.0,2016,M,London
 greig,kyle,18-39,GBR,1130.0,28.0,02:25:23,8723.0,2016,M,London
 keal,rob,40-44,GBR,1312.0,29.0,02:25:37,8737.0,2016,M,London
 shatrov,vladimir,18-39,AUS,1378.0,30.0,02:25:47,8747.0,2016,M,London
 quinn,iain,18-39,GBR,787.0,31.0,02:25:49,8749.0,2016,M,London
 bazeille,sebastien,18-39,FRA,1132.0,32.0,02:25:58,8758.0,2016,M,London
 annable,dale,18-39,GBR,1152.0,33.0,02:26:26,8786.0,2016,M,London
 bentley,russell,18-39,GBR,969.0,34.0,02:26:26,8786.0,2016,M,London
 preece,rowan jack atherstone,18-39,GBR,1377.0,35.0,02:26:27,8787.0,2016,M,London
 mcgrath,tom,18-39,CAN,1209.0,36.0,02:26:51,8811.0,2016,M,London
 couldwell,mark,40-44,GBR,1111.0,37.0,02:26:58,8818.0,2016,M,London
 meacock,david,40-44,GBR,706.0,38.0,02:26:58,8818.0,2016,M,London
 aldred,tom,18-39,GBR,1286.0,39.0,02:27:12,8832.0,2016,M,London
 lowther,adrian,18-39,GBR,757.0,40.0,02:27:14,8834.0,2016,M,London
 grantham,lee,18-39,GBR,945.0,41.0,02:27:24,8844.0,2016,M,London
 natali,paolo,18-39,GBR,1254.0,42.0,02:27:32,8852.0,2016,M,London
 wardian,michael,40-44,USA,1169.0,43.0,02:27:37,8857.0,2016,M,London
 spencer,stuart,18-39,GBR,1147.0,44.0,02:27:40,8860.0,2016,M,London
 burney,richard,40-44,GBR,1381.0,45.0,02:27:40,8860.0,2016,M,London
 gunby,matthew,18-39,GBR,1216.0,46.0,02:27:43,8863.0,2016,M,London
 jackaman,robert,18-39,GBR,1232.0,47.0,02:27:49,8869.0,2016,M,London
 johnson,ben,18-39,GBR,1317.0,48.0,02:27:55,8875.0,2016,M,London
 mcwhirter,blair,18-39,NZL,1076.0,49.0,02:28:12,8892.0,2016,M,London
 cieluszecki,jacek,18-39,GBR,1275.0,50.0,02:28:17,8897.0,2016,M,London
 wright,michael,18-39,GBR,695.0,51.0,02:28:29,8909.0,2016,M,London
 lighting,peter stuart,18-39,GBR,1379.0,52.0,02:28:31,8911.0,2016,M,London
 jones,matthew,18-39,GBR,892.0,53.0,02:28:35,8915.0,2016,M,London
 farrow,kevin,40-44,GBR,930.0,54.0,02:28:37,8917.0,2016,M,London
 cole,ben,18-39,GBR,960.0,55.0,02:28:52,8932.0,2016,M,London
 watts,glen,18-39,GBR,1207.0,56.0,02:28:57,8937.0,2016,M,London
 gaffney,daniel,18-39,GBR,1307.0,57.0,02:29:14,8954.0,2016,M,London
 power,trevor,18-39,IRL,31907.0,58.0,02:29:15,8955.0,2016,M,London
 bartlett,john,18-39,AUS,910.0,59.0,02:29:18,8958.0,2016,M,London
 westlake,james,18-39,GBR,1159.0,60.0,02:29:19,8959.0,2016,M,London
 jordan,chris,18-39,GBR,845.0,61.0,02:29:20,8960.0,2016,M,London
 torry,hugh,18-39,GBR,1206.0,62.0,02:29:25,8965.0,2016,M,London
 hopkins,craig,18-39,GBR,1255.0,63.0,02:29:37,8977.0,2016,M,London
 charles,tom,18-39,GBR,1197.0,64.0,02:29:38,8978.0,2016,M,London
 pennington,gary,45-49,GBR,1253.0,65.0,02:29:40,8980.0,2016,M,London
 rossiter,jeremy,40-44,GBR,708.0,66.0,02:29:41,8981.0,2016,M,London
 torry,nicholas,18-39,GBR,1191.0,67.0,02:29:42,8982.0,2016,M,London
 kendall,danny,18-39,GBR,821.0,68.0,02:29:53,8993.0,2016,M,London
 avery,lawrence,18-39,GBR,1298.0,69.0,02:29:53,8993.0,2016,M,London
 rees,matthew,18-39,GBR,857.0,70.0,02:29:55,8995.0,2016,M,London
 darby,alan,18-39,GBR,1178.0,71.0,02:29:55,8995.0,2016,M,London
 ahmed,belal,18-39,EGY,739.0,72.0,02:29:57,8997.0,2016,M,London
 renou,ludovic,40-44,FRA,1166.0,73.0,02:30:04,9004.0,2016,M,London
 sharp,stuart,18-39,GBR,888.0,74.0,02:30:04,9004.0,2016,M,London
 hards,darryl,18-39,GBR,1290.0,75.0,02:30:10,9010.0,2016,M,London
 wanjiru,daniel,18-39,KEN,6.0,1.0,02:05:48,7548.0,2017,M,London
 bekele,kenenisa,18-39,ETH,1.0,2.0,02:05:57,7557.0,2017,M,London
