Overall Place,Gender Place,Category Place,Club,Runner Number,Gender,Category,Event,Half Time,Finish Time,Year,Last Name,First Name,Country,Total Seconds,Half Seconds
26.0,9.0,9.0,–,9.0,F,18-39,Elite,1:08:52,02:22:45,2021,girma,tigist,ETH,8565.0,4132.0
27.0,18.0,16.0,Central ,4.0,M,18-39,Elite,1:07:28,02:22:48,2021,crowe,jamie,GBR,8568.0,4048.0
28.0,10.0,10.0,Aldershot Farnham & District,4.0,F,18-39,Elite,1:11:44,02:23:26,2021,purdue,charlotte,GBR,8606.0,4304.0
29.0,19.0,17.0,–,0.0,M,18-39,Elite,1:05:22,02:23:35,2021,woodfine,tristan,CAN,8615.0,3922.0
30.0,11.0,11.0,–,4.0,F,18-39,Elite,1:08:52,02:24:21,2021,dibaba,birhane,ETH,8661.0,4132.0
32.0,12.0,1.0,–,3.0,F,40-44,Elite,1:12:26,02:27:16,2021,diver,sinead,AUS,8836.0,4346.0
33.0,13.0,12.0,–,2.0,F,18-39,Elite,1:08:52,02:27:18,2021,megertu,alemu,ETH,8838.0,4132.0
34.0,21.0,18.0,Cardiff AC,1.0,M,18-39,Elite,1:08:56,02:29:12,2021,nash,dan,GBR,8952.0,4136.0
35.0,14.0,13.0,–,1.0,F,18-39,Elite,1:14:36,02:29:42,2021,wellings,eloise,AUS,8982.0,4476.0
37.0,16.0,14.0,Charnwood AC,0.0,F,18-39,Elite,1:13:28,02:32:22,2021,harrison,samantha,GBR,9142.0,4408.0
38.0,17.0,15.0,Micky Morris Racing Team ,5.0,F,18-39,Elite,1:14:37,02:32:32,2021,cockram,natasha,GBR,9152.0,4477.0
39.0,18.0,16.0,City of Hull,9.0,F,18-39,Elite,1:15:20,02:34:34,2021,briggs,becky,GBR,9274.0,4520.0
40.0,19.0,17.0,Reading AC,7.0,F,18-39,Elite,1:15:19,02:38:06,2021,mitchell,naomi,GBR,9486.0,4519.0
41.0,20.0,18.0,–,8.0,F,18-39,Elite,1:15:24,02:39:28,2021,hassett,dylan,IRL,9568.0,4524.0
1.0,1.0,,–,,M,–,Elite,1:02:14,02:04:39,2022,kipruto,amos,KEN,7479.0,3734.0
2.0,2.0,,–,,M,–,Elite,1:02:14,02:05:12,2022,gebresilase,leul,ETH,7512.0,3734.0
3.0,3.0,,–,,M,–,Elite,1:02:14,02:05:19,2022,abdi,bashir,BEL,7519.0,3734.0
4.0,4.0,,–,,M,–,Elite,1:02:14,02:05:27,2022,atanaw,kinde,ETH,7527.0,3734.0
5.0,5.0,,–,,M,–,Elite,1:02:14,02:05:53,2022,bekele,kenenisa,ETH,7553.0,3734.0
6.0,6.0,,–,,M,–,Elite,1:02:14,02:06:11,2022,legese,birhanu,ETH,7571.0,3734.0
7.0,7.0,,–,,M,–,Elite,1:02:15,02:07:26,2022,lemma,sisay,ETH,7646.0,3735.0
8.0,8.0,,–,3.0,M,–,Elite,1:04:27,02:09:52,2022,robinson,brett,AUS,7792.0,3867.0
9.0,9.0,,Shettleston,4.0,M,–,Elite,1:04:27,02:11:57,2022,ghebresilasie,weynay,GBR,7917.0,3867.0
10.0,10.0,,Leeds,7.0,M,–,Elite,1:04:52,02:12:10,2022,sesemann,philip,GBR,7930.0,3892.0
11.0,11.0,,–,2.0,M,–,Elite,1:04:53,02:14:18,2022,futaoka,kohei,JPN,8058.0,3893.0
12.0,12.0,,Kent AC,0.0,M,–,Elite,1:06:07,02:14:32,2022,braden,ross,GBR,8072.0,3967.0
13.0,13.0,,–,0.0,M,–,Elite,1:05:11,02:15:05,2022,okamoto,naoki,JPN,8105.0,3911.0
14.0,1.0,,–,3.0,F,–,Elite,1:08:46,02:17:26,2022,yehualaw,yalemzerf,ETH,8246.0,4126.0
15.0,14.0,,Bedford & County,9.0,M,–,Elite,1:06:07,02:17:28,2022,leach,matthew,GBR,8248.0,3967.0
16.0,15.0,,Clapham Chaser,5.0,M,–,Elite,1:07:45,02:17:35,2022,bowker,nick,GBR,8255.0,4065.0
17.0,16.0,,Victoria Park & Tower Hamlets,3.0,M,–,Elite,1:07:45,02:17:58,2022,lawrence,alexander,GBR,8278.0,4065.0
18.0,2.0,,–,1.0,F,–,Elite,1:08:46,02:18:07,2022,jepkosgei,joyciline,KEN,8287.0,4126.0
19.0,3.0,,–,8.0,F,–,Elite,1:08:46,02:18:32,2022,megertu,alemu,ETH,8312.0,4126.0
20.0,4.0,,–,7.0,F,–,Elite,1:08:46,02:18:43,2022,korir,judith jeptum,KEN,8323.0,4126.0
21.0,5.0,,–,5.0,F,–,Elite,1:08:46,02:19:27,2022,melly,joan chelimo,ROU,8367.0,4126.0
22.0,6.0,,–,4.0,F,–,Elite,1:08:46,02:19:30,2022,bekere,ashete,ETH,8370.0,4126.0
23.0,7.0,,–,0.0,F,–,Elite,1:09:55,02:20:22,2022,ngugi,mary,KEN,8422.0,4195.0
24.0,8.0,,–,6.0,F,–,Elite,1:08:46,02:20:44,2022,kebede,sutume asefa,ETH,8444.0,4126.0
25.0,17.0,,–,2.0,M,–,Elite,1:08:02,02:21:39,2022,mccann,andrew,USA,8499.0,4082.0
26.0,9.0,,–,3.0,F,–,Elite,1:10:16,02:21:42,2022,hosoda,ai,JPN,8502.0,4216.0
27.0,18.0,,–,1.0,M,–,Elite,1:04:53,02:22:45,2022,aiba,naoki,JPN,8565.0,3893.0
28.0,19.0,,–,6.0,M,–,Elite,1:04:53,02:25:17,2022,erenjia,jia,CHN,8717.0,3893.0
29.0,10.0,,Clapham Chasers,5.0,F,–,Elite,1:13:59,02:27:59,2022,harvey,rose,GBR,8879.0,4439.0
30.0,20.0,,–,8.0,M,–,Elite,1:04:53,02:27:59,2022,kowal,yoann,FRA,8879.0,3893.0
31.0,21.0,,Lincoln Wellington,4.0,M,–,Elite,1:09:24,02:34:11,2022,strangeway,william,GBR,9251.0,4164.0
32.0,11.0,,–,6.0,F,–,Elite,1:15:39,02:37:56,2022,klimek,marci,USA,9476.0,4539.0
33.0,12.0,,Aldershot Farnham & District,4.0,F,–,Elite,1:13:59,02:39:16,2022,twell,stephanie,GBR,9556.0,4439.0
1.0,1.0,1.0,,3,M,18-39,Elite,01:01:40,02:01:25,2023,kiptum,kelvin,KEN,7285.0,3700.0
2.0,2.0,2.0,,10,M,18-39,Elite,01:01:41,02:04:23,2023,kamworor,geoffrey,KEN,7463.0,3701.0
3.0,3.0,3.0,,5,M,18-39,Elite,01:01:41,02:04:59,2023,tola,tamirat,ETH,7499.0,3701.0
4.0,4.0,4.0,,7,M,18-39,Elite,01:01:41,02:05:45,2023,gebresilase,leul,ETH,7545.0,3701.0
5.0,5.0,5.0,,8,M,18-39,Elite,01:01:41,02:06:38,2023,tura,seifu,ETH,7598.0,3701.0
6.0,6.0,6.0,Leeds,33,M,18-39,Elite,01:03:46,02:08:07,2023,cairess,emile,GBR,7687.0,3826.0
7.0,7.0,7.0,,11,M,18-39,Elite,01:03:38,02:10:19,2023,robinson,brett,AUS,7819.0,3818.0
8.0,8.0,8.0,Leeds,20,M,18-39,Elite,01:05:13,02:10:23,2023,sesemann,phil,GBR,7823.0,3913.0
9.0,9.0,1.0,Newham & Essex Beagles,9,M,40-44,Elite,01:03:38,02:10:28,2023,farah,sir mo,GBR,7828.0,3818.0
10.0,10.0,2.0,Aldershot Farnham & District,13,M,40-44,Elite,01:05:26,02:11:50,2023,thompson,chris,GBR,7910.0,3926.0
11.0,11.0,9.0,,17,M,18-39,Elite,01:05:26,02:13:29,2023,lara,frank,USA,8009.0,3926.0
12.0,12.0,10.0,,14,M,18-39,Elite,01:05:21,02:13:29,2023,groschel,tom,GER,8009.0,3921.0
13.0,13.0,11.0,Dorking & Mole Valley,18,M,18-39,Elite,01:05:14,02:13:29,2023,caldwell,luke,GBR,8009.0,3914.0
14.0,14.0,12.0,Shettleston,19,M,18-39,Elite,01:05:18,02:15:41,2023,ghebresilasie,weynay,GBR,8141.0,3918.0
15.0,15.0,13.0,Derby AC,15,M,18-39,Elite,01:05:13,02:15:47,2023,connor,ben,GBR,8147.0,3913.0
16.0,16.0,14.0,Kent AC,25,M,18-39,Elite,01:05:49,02:15:47,2023,braden,ross,GBR,8147.0,3949.0
17.0,17.0,15.0,Clapham Chasers,28,M,18-39,Elite,01:07:49,02:16:18,2023,bowker,nicholas,GBR,8178.0,4069.0
18.0,18.0,16.0,Hercules Wimbledon,29,M,18-39,Elite,01:07:50,02:16:30,2023,milne,alex,GBR,8190.0,4070.0
19.0,19.0,17.0,Swansea,12,M,18-39,Elite,01:05:54,02:16:51,2023,griffiths,dewi,GBR,8211.0,3954.0
21.0,20.0,18.0,Cumbuslang,31,M,18-39,Elite,01:07:49,02:18:34,2023,stewart,fraser,GBR,8314.0,4069.0
26.0,21.0,3.0,Bideford,27,M,40-44,Elite,01:07:50,02:19:00,2023,richmond,ronnie,GBR,8340.0,4070.0
27.0,22.0,19.0,Clapham Chasers,32,M,18-39,Elite,01:08:29,02:19:25,2023,dickinson,matthew,GBR,8365.0,4109.0
31.0,23.0,20.0,,24,M,18-39,Elite,01:05:15,02:22:00,2023,monroe,alex,USA,8520.0,3915.0
34.0,24.0,21.0,City of Norwich,26,M,18-39,Elite,01:09:29,02:24:32,2023,earl,nick,GBR,8672.0,4169.0
20.0,1.0,1.0,,77,F,18-39,Elite,01:08:40,02:18:33,2023,hassan,sifan,NED,8313.0,4120.0
22.0,2.0,2.0,,69,F,18-39,Elite,01:08:29,02:18:37,2023,megertu,alemu,ETH,8317.0,4109.0
23.0,3.0,3.0,,63,F,18-39,Elite,01:08:29,02:18:38,2023,jepchirchir,peres,KEN,8318.0,4109.0
24.0,4.0,4.0,,80,F,18-39,Elite,01:08:29,02:18:51,2023,chepkirui,sheila,KEN,8331.0,4109.0
25.0,5.0,5.0,,61,F,18-39,Elite,01:08:30,02:18:53,2023,yehualaw,yalemzerf,ETH,8333.0,4110.0
28.0,6.0,6.0,,68,F,18-39,Elite,01:08:29,02:20:41,2023,korir,judith jeptum,KEN,8441.0,4109.0
29.0,7.0,7.0,,64,F,18-39,Elite,01:08:30,02:20:44,2023,ayana,almaz,ETH,8444.0,4110.0
30.0,8.0,8.0,,65,F,18-39,Elite,01:08:30,02:21:31,2023,teshome,tadu,ETH,8491.0,4110.0
32.0,9.0,9.0,,81,F,18-39,Elite,01:11:15,02:24:02,2023,yaremchuk,sofiia,ITA,8642.0,4275.0
33.0,10.0,10.0,,71,F,18-39,Elite,01:11:15,02:24:27,2023,sullivan,susanna,USA,8667.0,4275.0
35.0,11.0,11.0,Charnwood,75,F,18-39,Elite,01:12:00,02:25:59,2023,harrison,samantha,GBR,8759.0,4320.0
36.0,12.0,12.0,,79,F,18-39,Elite,01:12:15,02:29:19,2023,scott,dominique,RSA,8959.0,4335.0
37.0,13.0,13.0,,72,F,18-39,Elite,01:13:18,02:29:37,2023,pashley,ellie,AUS,8977.0,4398.0
