Overall Place,Gender Place,Category Place,Club,Runner Number,Gender,Category,Event,Half Time,Finish Time,Year,Last Name,First Name,Country,Total Seconds,Half Seconds,Name
817,11,3.0,–,202,F,40-44,Mass,1:24:03,02:48:04,2021,rush,holly,GBR,10084.0,,
823,12,9.0,–,544,F,18-39,Mass,1:23:58,02:48:09,2021,woolaston,abigail,GBR,10089.0,,
837,13,10.0,–,649,F,18-39,Mass,1:20:18,02:48:18,2021,london,suzanne,USA,10098.0,,
849,14,4.0,–,569,F,40-44,Mass,1:23:56,02:48:25,2021,nic fhogartaigh,caoimhe,GBR,10105.0,,
857,15,11.0,–,519,F,18-39,Mass,1:23:53,02:48:30,2021,king,katie,GBR,10110.0,,
870,16,12.0,–,412,F,18-39,Mass,1:23:53,02:48:36,2021,lord,hannah,GBR,10116.0,,
882,17,13.0,–,600,F,18-39,Mass,1:24:44,02:48:42,2021,birch,annie,GBR,10122.0,,
939,18,14.0,–,255,F,18-39,Mass,1:22:14,02:49:26,2021,hillier-moses,gemma,GBR,10166.0,,
944,19,5.0,–,57510,F,40-44,Mass,1:22:37,02:49:29,2021,moll,angela,USA,10169.0,,
947,20,15.0,–,287,F,18-39,Mass,1:24:43,02:49:30,2021,beckett,mabel,GBR,10170.0,,
975,21,16.0,–,355,F,18-39,Mass,1:24:13,02:49:48,2021,gabb,ania,GBR,10188.0,,
977,22,1.0,–,215,F,45-49,Mass,1:22:20,02:49:48,2021,granger,annabel,GBR,10188.0,,
979,23,17.0,–,501,F,18-39,Mass,1:25:49,02:49:49,2021,cooper,lauren,GBR,10189.0,,
983,24,18.0,–,27371,F,18-39,Mass,1:23:21,02:49:51,2021,fouhy,vicky,GBR,10191.0,,
1025,25,6.0,–,296,F,40-44,Mass,1:23:44,02:50:30,2021,grima,claire,GBR,10230.0,,
1052,26,19.0,–,729,F,18-39,Mass,1:25:36,02:50:46,2021,mapp,lucy,GBR,10246.0,,
1059,27,20.0,–,34852,F,18-39,Mass,1:25:31,02:50:54,2021,cavey,kali,USA,10254.0,,
1061,28,21.0,–,568,F,18-39,Mass,1:21:33,02:50:57,2021,howells,sioned,GBR,10257.0,,
1099,29,22.0,–,330,F,18-39,Mass,1:20:48,02:51:23,2021,mccall,steph,GBR,10283.0,,
1104,30,1.0,–,242,F,50-54,Mass,1:22:59,02:51:27,2021,mcdonald,susan,GBR,10287.0,,
1111,31,23.0,–,660,F,18-39,Mass,1:25:07,02:51:33,2021,kruger,sarah,USA,10293.0,,
1135,32,24.0,–,271,F,18-39,Mass,1:24:52,02:51:47,2021,mcewing,alison,GBR,10307.0,,
1159,33,25.0,–,310,F,18-39,Mass,1:26:28,02:52:01,2021,mcgrevey,jenna,GBR,10321.0,,
1179,34,26.0,–,221,F,18-39,Mass,1:25:26,02:52:15,2021,thackray,alice,GBR,10335.0,,
1243,35,2.0,–,57481,F,45-49,Mass,1:24:38,02:52:55,2021,pena,carolina,CHI,10375.0,,
1260,36,27.0,–,48769,F,18-39,Mass,1:23:15,02:53:07,2021,maddox,sharada,USA,10387.0,,
1268,37,28.0,–,26699,F,18-39,Mass,1:26:10,02:53:18,2021,green,nicole,GBR,10398.0,,
1288,38,29.0,–,614,F,18-39,Mass,1:26:16,02:53:26,2021,jackson,hazel,GBR,10406.0,,
1301,39,30.0,–,400,F,18-39,Mass,1:26:54,02:53:35,2021,hall,rachel,GBR,10415.0,,
1304,40,31.0,–,533,F,18-39,Mass,1:27:49,02:53:36,2021,hunter,sarah,GBR,10416.0,,
1310,41,32.0,–,598,F,18-39,Mass,1:27:33,02:53:39,2021,saunders,jessica,GBR,10419.0,,
1314,42,7.0,–,717,F,40-44,Mass,1:25:59,02:53:41,2021,mccrory,gillian,GBR,10421.0,,
1381,43,3.0,–,487,F,45-49,Mass,1:26:36,02:54:24,2021,lewis,susan,GBR,10464.0,,
1393,44,33.0,Clapham Chasers,25563,F,18-39,Mass,1:26:10,02:54:28,2021,marques,mariana,POR,10468.0,,
1403,45,34.0,–,664,F,18-39,Mass,1:26:44,02:54:32,2021,williams,victoria,GBR,10472.0,,
1426,46,2.0,–,317,F,50-54,Mass,1:26:10,02:54:43,2021,gurney,sarah,GBR,10483.0,,
1435,47,35.0,–,657,F,18-39,Mass,1:26:20,02:54:49,2021,record,helen,GBR,10489.0,,
1442,48,36.0,–,635,F,18-39,Mass,1:27:32,02:54:52,2021,owen,rachel,GBR,10492.0,,
1458,49,3.0,–,361,F,50-54,Mass,1:27:24,02:55:05,2021,howard,claire,GBR,10505.0,,
1471,50,37.0,–,492,F,18-39,Mass,1:24:58,02:55:10,2021,mulvey,rachael,GBR,10510.0,,
1476,51,38.0,–,716,F,18-39,Mass,1:24:15,02:55:15,2021,mcguckin,elaine,GBR,10515.0,,
1483,52,39.0,–,616,F,18-39,Mass,1:23:39,02:55:16,2021,seymour,natalie,GBR,10516.0,,
1486,53,8.0,–,436,F,40-44,Mass,1:26:04,02:55:17,2021,wright,vicky,GBR,10517.0,,
1488,54,4.0,–,213,F,50-54,Mass,1:27:18,02:55:18,2021,morrall,zelah,GBR,10518.0,,
1489,55,40.0,–,372,F,18-39,Mass,1:28:25,02:55:18,2021,mcclelland,alexandra,GBR,10518.0,,
1501,56,41.0,–,651,F,18-39,Mass,1:26:41,02:55:23,2021,mare,samantha,ZIM,10523.0,,
1539,57,9.0,–,445,F,40-44,Mass,1:26:49,02:55:47,2021,james-welsh,april,GBR,10547.0,,
1545,58,42.0,–,54237,F,18-39,Mass,1:27:02,02:55:51,2021,bjurström,lisa,SWE,10551.0,,
1590,59,43.0,–,636,F,18-39,Mass,1:28:08,02:56:12,2021,hanson,charlie,GBR,10572.0,,
1613,60,10.0,–,562,F,40-44,Mass,1:26:05,02:56:22,2021,cowell-jones,zoe,GBR,10582.0,,
1621,61,11.0,–,719,F,40-44,Mass,1:26:04,02:56:27,2021,harrison,rebecca,GBR,10587.0,,
1640,62,44.0,Swansea Harriers,27235,F,18-39,Mass,1:28:25,02:56:36,2021,marchant,emily,GBR,10596.0,,
1641,63,45.0,–,681,F,18-39,Mass,1:28:24,02:56:37,2021,dimond,elizabeth,GBR,10597.0,,
1670,64,46.0,–,24334,F,18-39,Mass,1:27:58,02:56:52,2021,robbins,louisa,GBR,10612.0,,
1677,65,47.0,–,24180,F,18-39,Mass,1:27:07,02:56:55,2021,moore,fenella,GBR,10615.0,,
1687,66,48.0,Dulwich Runners AC,378,F,18-39,Mass,1:28:26,02:56:59,2021,warrack,polly,GBR,10619.0,,
1704,67,49.0,–,534,F,18-39,Mass,1:26:42,02:57:11,2021,baker,chelsea,GBR,10631.0,,
1723,68,12.0,–,53240,F,40-44,Mass,1:28:54,02:57:16,2021,wasniewska,karolina,POL,10636.0,,
1738,69,50.0,–,573,F,18-39,Mass,1:25:34,02:57:23,2021,wiley,georgina,GBR,10643.0,,
1740,70,51.0,–,208,F,18-39,Mass,1:28:09,02:57:23,2021,burns,natalie,GBR,10643.0,,
1754,71,52.0,–,653,F,18-39,Mass,1:26:50,02:57:29,2021,freeman,emily,GBR,10649.0,,
1777,72,13.0,–,235,F,40-44,Mass,1:28:13,02:57:37,2021,charlton,catherine,GBR,10657.0,,
1779,73,53.0,–,491,F,18-39,Mass,1:28:40,02:57:39,2021,baddick,vicky,GBR,10659.0,,
1781,74,14.0,–,634,F,40-44,Mass,1:29:09,02:57:39,2021,surilov,lena,USA,10659.0,,
1800,75,54.0,–,358,F,18-39,Mass,1:25:51,02:57:48,2021,monks,ellie,GBR,10668.0,,
1811,76,15.0,–,239,F,40-44,Mass,1:27:40,02:57:52,2021,woodyard,nikki,GBR,10672.0,,
1817,77,55.0,–,442,F,18-39,Mass,1:28:11,02:57:54,2021,thomas,claire,GBR,10674.0,,
1821,78,56.0,–,656,F,18-39,Mass,1:28:18,02:57:55,2021,lawson,victoria,GBR,10675.0,,
1825,79,1.0,–,57208,F,55-59,Mass,1:26:49,02:57:56,2021,yamin morales,maría regina henriette,MEX,10676.0,,
1836,80,57.0,–,705,F,18-39,Mass,1:27:07,02:58:02,2021,fraser,catriona,GBR,10682.0,,
1837,81,58.0,–,527,F,18-39,Mass,1:29:25,02:58:02,2021,paterson,catriona,GBR,10682.0,,
14.0,1.0,,–,3.0,F,–,Elite,1:08:46,02:17:26,2022,yehualaw,yalemzerf,ETH,8246.0,4126.0,
18.0,2.0,,–,1.0,F,–,Elite,1:08:46,02:18:07,2022,jepkosgei,joyciline,KEN,8287.0,4126.0,
19.0,3.0,,–,8.0,F,–,Elite,1:08:46,02:18:32,2022,megertu,alemu,ETH,8312.0,4126.0,
20.0,4.0,,–,7.0,F,–,Elite,1:08:46,02:18:43,2022,korir,judith jeptum,KEN,8323.0,4126.0,
21.0,5.0,,–,5.0,F,–,Elite,1:08:46,02:19:27,2022,melly,joan chelimo,ROU,8367.0,4126.0,
22.0,6.0,,–,4.0,F,–,Elite,1:08:46,02:19:30,2022,bekere,ashete,ETH,8370.0,4126.0,
23.0,7.0,,–,0.0,F,–,Elite,1:09:55,02:20:22,2022,ngugi,mary,KEN,8422.0,4195.0,
24.0,8.0,,–,6.0,F,–,Elite,1:08:46,02:20:44,2022,kebede,sutume asefa,ETH,8444.0,4126.0,
26.0,9.0,,–,3.0,F,–,Elite,1:10:16,02:21:42,2022,hosoda,ai,JPN,8502.0,4216.0,
29.0,10.0,,Clapham Chasers,5.0,F,–,Elite,1:13:59,02:27:59,2022,harvey,rose,GBR,8879.0,4439.0,
179,1,1.0,Bristol and West AC,1016,F,18-39,Mass,1:17:18,02:35:56,2022,alderson,hannah,GBR,9356.0,,
191,2,2.0,Best Athletics,1010,F,18-39,Mass,1:18:01,02:36:21,2022,culling,anya,GBR,9381.0,,
32.0,11.0,,–,6.0,F,–,Elite,1:15:39,02:37:56,2022,klimek,marci,USA,9476.0,4539.0,
262,3,3.0,City Of Norwich AC,1009,F,18-39,Mass,1:17:52,02:38:18,2022,nimmock,dani,GBR,9498.0,,
295,4,1.0,Tonbridge AC,1012,F,40-44,Mass,1:17:58,02:39:10,2022,gaunt,helen,GBR,9550.0,,
33.0,12.0,,Aldershot Farnham & District,4.0,F,–,Elite,1:13:59,02:39:16,2022,twell,stephanie,GBR,9556.0,4439.0,
332,5,4.0,St Neots Riverside Runners,1029,F,18-39,Mass,1:17:54,02:40:20,2022,o'regan,johanna,GBR,9620.0,,
336,6,5.0,–,4601,F,18-39,Mass,1:20:38,02:40:23,2022,mainetti,chiara,ARG,9623.0,,
389,7,1.0,–,300,F,45-49,Mass,1:18:08,02:41:40,2022,fujisawa,mai,JPN,9700.0,,
433,8,6.0,Basildon AC,1025,F,18-39,Mass,1:21:56,02:42:57,2022,houchell,emma,GBR,9777.0,,
464,9,2.0,–,301,F,40-44,Mass,1:21:11,02:43:28,2022,bliss,natasha,USA,9808.0,,
491,10,7.0,Fylde Coast Runners,26233,F,18-39,Mass,1:19:02,02:44:03,2022,houghton,belinda,GBR,9843.0,,
507,11,8.0,–,4276,F,18-39,Mass,1:22:28,02:44:27,2022,quintero petris,margarita,MEX,9867.0,,
511,12,9.0,Reading AC,1013,F,18-39,Mass,1:20:07,02:44:34,2022,boniface,anna,GBR,9874.0,,
548,13,10.0,Bury Athletic Club,1027,F,18-39,Mass,1:21:10,02:45:19,2022,lucas,hannah,GBR,9919.0,,
564,14,11.0,Les Croupiers,1063,F,18-39,Mass,1:22:28,02:45:36,2022,beynon-thomas,alaw,GBR,9936.0,,
588,15,12.0,Brighton Phoenix,1040,F,18-39,Mass,1:22:27,02:46:10,2022,harris,amy,GBR,9970.0,,
597,16,13.0,Clapham Chasers,1020,F,18-39,Mass,1:22:37,02:46:24,2022,mcgushin,alice,AUS,9984.0,,
629,17,14.0,Lonely Goat RC,1060,F,18-39,Mass,1:23:53,02:46:48,2022,owen,rachel,GBR,10008.0,,
644,18,15.0,Thames Valley Harriers,42724,F,18-39,Mass,1:24:04,02:47:06,2022,short,sarah,AUS,10026.0,,
645,19,3.0,–,308,F,40-44,Mass,1:21:45,02:47:06,2022,vogt,verena,GER,10026.0,,
671,20,4.0,–,6637,F,40-44,Mass,1:23:35,02:47:26,2022,langlois,catalina,CHI,10046.0,,
674,21,16.0,Ackworth Road Runners,1038,F,18-39,Mass,1:24:24,02:47:35,2022,hunter,sarah,GBR,10055.0,,
675,22,17.0,Lincoln Wellington Athletic Club,1017,F,18-39,Mass,1:22:03,02:47:35,2022,hanson,charlie,GBR,10055.0,,
676,23,18.0,Derby Athletic Club,1035,F,18-39,Mass,1:19:16,02:47:35,2022,van dijk,abbey,GBR,10055.0,,
678,24,2.0,Northern Masters AC,1033,F,45-49,Mass,1:21:19,02:47:36,2022,wright,vicky,GBR,10056.0,,
701,25,19.0,Ivanhoe Runners,1114,F,18-39,Mass,1:21:20,02:47:58,2022,halcarz,abby,GBR,10078.0,,
703,26,20.0,York Knavesmire Harriers,1014,F,18-39,Mass,1:20:25,02:48:00,2022,penty,becky,GBR,10080.0,,
706,27,21.0,–,2717,F,18-39,Mass,1:20:06,02:48:04,2022,lutwyche,jessie,GBR,10084.0,,
709,28,1.0,Blackheath and Bromley Harriers Athletic Club,1558,F,55-59,Mass,1:20:46,02:48:06,2022,stanton,krishna,AUS,10086.0,,
715,29,22.0,Swansea Harriers,1044,F,18-39,Mass,1:19:26,02:48:09,2022,howells,sioned,GBR,10089.0,,
739,30,23.0,Metro Aberdeen Running Club,1059,F,18-39,Mass,1:24:12,02:48:27,2022,macdonald,nicola,GBR,10107.0,,
753,31,24.0,–,37553,F,18-39,Mass,1:25:03,02:48:41,2022,kusanovic,danica,CHI,10121.0,,
764,32,25.0,Vale Of Aylesbury AC,1045,F,18-39,Mass,1:23:38,02:48:47,2022,delderfield,sophie,GBR,10127.0,,
765,33,26.0,–,2182,F,18-39,Mass,1:21:40,02:48:48,2022,larios,carly,USA,10128.0,,
768,34,27.0,–,38961,F,18-39,Mass,1:24:26,02:48:52,2022,fitzgerald,leah,AUS,10132.0,,
792,35,28.0,Saint Edmund Pacers,1030,F,18-39,Mass,1:22:56,02:49:10,2022,king,katie,GBR,10150.0,,
802,36,29.0,Army Athletics Association,33583,F,18-39,Mass,1:24:13,02:49:16,2022,wild,rosie,GBR,10156.0,,
813,37,3.0,–,304,F,45-49,Mass,1:23:53,02:49:24,2022,roberts,astrid,AUS,10164.0,,
830,38,30.0,London Heathside,1078,F,18-39,Mass,1:24:30,02:49:41,2022,desborough,olivia,GBR,10181.0,,
849,39,31.0,City of Hull AC,1023,F,18-39,Mass,1:23:57,02:49:59,2022,hatfield,della,GBR,10199.0,,
852,40,32.0,Belgrave Harriers,1043,F,18-39,Mass,1:23:00,02:50:01,2022,saunders,jessica,GBR,10201.0,,
872,41,33.0,Kent AC,1011,F,18-39,Mass,1:19:29,02:50:15,2022,birch,annie,GBR,10215.0,,
873,42,34.0,Swansea Harriers,1042,F,18-39,Mass,1:25:17,02:50:16,2022,marchant,emily,GBR,10216.0,,
923,43,35.0,Border Harriers & AC,1047,F,18-39,Mass,1:26:31,02:51:01,2022,mcknespiey,camilla,GBR,10261.0,,
940,44,5.0,–,30869,F,40-44,Mass,1:24:57,02:51:21,2022,olivares,katy,MEX,10281.0,,
943,45,36.0,York Knavesmire Harriers,1074,F,18-39,Mass,1:24:12,02:51:22,2022,rawes,josie,GBR,10282.0,,
945,46,37.0,Lliswerry Runners,1024,F,18-39,Mass,1:23:38,02:51:23,2022,dimond,elizabeth,GBR,10283.0,,
948,47,38.0,Basingstoke & Mid Hants AC,1048,F,18-39,Mass,1:24:19,02:51:27,2022,ragan,charlotte,GBR,10287.0,,
972,48,39.0,London Heathside,1051,F,18-39,Mass,1:23:46,02:51:46,2022,hinton,josie,GBR,10306.0,,
987,49,40.0,Garden City Runners,1052,F,18-39,Mass,1:23:29,02:51:55,2022,vine,juliet,GBR,10315.0,,
1020,50,41.0,Royston Runners,1021,F,18-39,Mass,1:24:04,02:52:23,2022,wright,becky,GBR,10343.0,,
1024,51,6.0,St Peters,1049,F,40-44,Mass,1:23:32,02:52:26,2022,mccrory,gillian,GBR,10346.0,,
1034,52,42.0,Newmarket Joggers,1080,F,18-39,Mass,1:26:35,02:52:32,2022,baxter,troi,GBR,10352.0,,
1036,53,43.0,Best Athletics,1054,F,18-39,Mass,1:24:35,02:52:33,2022,nel,kelly,RSA,10353.0,,
1095,54,44.0,Weir Archer Academy,4563,F,18-39,Mass,1:25:27,02:53:26,2022,burrough,claudia,GBR,10406.0,,
1099,55,45.0,Dacorum & Tring AC,1036,F,18-39,Mass,1:24:16,02:53:29,2022,gabb,ania,GBR,10409.0,,
1126,56,46.0,The Stragglers Running Club,1041,F,18-39,Mass,1:24:40,02:53:50,2022,hawthorn,eliza,GBR,10430.0,,
1134,57,47.0,–,8894,F,18-39,Mass,1:25:13,02:53:57,2022,murray,meaghan,USA,10437.0,,
1135,58,48.0,–,34205,F,18-39,Mass,1:26:23,02:54:00,2022,losgård landheim,hilde,NOR,10440.0,,
1138,59,49.0,Waverley Harriers,1028,F,18-39,Mass,1:23:11,02:54:01,2022,pullen,hannah,GBR,10441.0,,
1146,60,1.0,Avon Valley Runners,27751,F,50-54,Mass,1:27:32,02:54:08,2022,rockliffe,jacqueline,GBR,10448.0,,
1187,61,50.0,Serpentine RC,1568,F,18-39,Mass,1:23:40,02:54:35,2022,welborn,jessica,GBR,10475.0,,
1192,62,2.0,South London Harriers,1046,F,55-59,Mass,1:25:47,02:54:39,2022,mcdonald,susan,GBR,10479.0,,
1209,63,51.0,Serpentine RC,1058,F,18-39,Mass,1:23:20,02:54:49,2022,sheel,natasha,GBR,10489.0,,
1224,64,52.0,Southampton Athletic Club,1121,F,18-39,Mass,1:23:50,02:54:56,2022,monks,ellie,GBR,10496.0,,
1261,65,7.0,Wymondham AC,1131,F,40-44,Mass,1:26:27,02:55:21,2022,watkinson,juliette,GBR,10521.0,,
1296,66,53.0,Leeds City Athletic Club,5756,F,18-39,Mass,1:19:04,02:55:42,2022,townsend,heather,GBR,10542.0,,
1301,67,54.0,Les Croupiers,26067,F,18-39,Mass,1:27:09,02:55:46,2022,flynn,louise,GBR,10546.0,,
1321,68,55.0,Bolton United Harriers & AC,1085,F,18-39,Mass,1:27:29,02:55:56,2022,tomlinson,heather,GBR,10556.0,,
1363,69,56.0,Buckingham & Stowe RC,1205,F,18-39,Mass,1:25:30,02:56:16,2022,hawkins,ruth,GBR,10576.0,,
1370,70,8.0,–,322,F,40-44,Mass,1:25:43,02:56:19,2022,smith,sadie,USA,10579.0,,
1373,71,9.0,Birtley AC,1039,F,40-44,Mass,1:24:21,02:56:21,2022,millmore,tracy,GBR,10581.0,,
1397,72,57.0,–,33924,F,18-39,Mass,1:28:32,02:56:32,2022,peroni,eugenia,PAR,10592.0,,
1430,73,58.0,Belgrave Harriers,1197,F,18-39,Mass,1:25:04,02:56:50,2022,bowman,laura,GBR,10610.0,,
1459,74,59.0,North Herts Road Runners,1066,F,18-39,Mass,1:26:21,02:57:03,2022,klucnika,anna,LAT,10623.0,,
1472,75,4.0,Bingley Harriers & AC,1167,F,45-49,Mass,1:27:27,02:57:07,2022,flaherty,sarah,GBR,10627.0,,
1477,76,60.0,Clapham Chasers,5136,F,18-39,Mass,1:28:42,02:57:09,2022,scott,alice,GBR,10629.0,,
1480,77,3.0,–,361,F,55-59,Mass,1:28:40,02:57:11,2022,mix,susan,USA,10631.0,,
1493,78,61.0,–,31436,F,18-39,Mass,1:25:31,02:57:21,2022,moore,fenella,GBR,10641.0,,
1499,79,62.0,Preston Harriers,1104,F,18-39,Mass,1:28:17,02:57:23,2022,lam - moores,chloe,GBR,10643.0,,
1504,80,63.0,Kilmarnock Harrier& Athletic Club,1109,F,18-39,Mass,1:29:14,02:57:25,2022,baird,lorna,GBR,10645.0,,
1509,81,64.0,Queen's Park Harriers,1084,F,18-39,Mass,1:29:24,02:57:29,2022,holden,georgia,AUS,10649.0,,
1516,82,2.0,Queen's Park Harriers,1093,F,50-54,Mass,1:29:24,02:57:30,2022,harris,karima,GBR,10650.0,,
1518,83,5.0,–,319,F,45-49,Mass,1:26:32,02:57:31,2022,lemberger,sharon,USA,10651.0,,
1521,84,10.0,Haslemere Border AC,1174,F,40-44,Mass,1:26:45,02:57:33,2022,ward,katy,GBR,10653.0,,
1525,85,3.0,Reading Roadrunners,1119,F,50-54,Mass,1:25:34,02:57:34,2022,hoskins,carrie,GBR,10654.0,,
1530,86,4.0,Reading Roadrunners,1094,F,50-54,Mass,1:27:13,02:57:36,2022,streams,katherine,GBR,10656.0,,
1536,87,65.0,JSK Running Club,1172,F,18-39,Mass,1:28:49,02:57:38,2022,murray,emma,GBR,10658.0,,
1557,88,66.0,AthleticsNI Unattached,1057,F,18-39,Mass,1:25:56,02:57:46,2022,wangler,natalie,GER,10666.0,,
23,1,,,,F,,,,2:18:33,2023,hassan,sifan,Netherlands,8313.0,,sifan hassan
25,2,,,,F,,,,2:18:37,2023,megertu,alemu,Ethiopia,8317.0,,alemu megertu
27,3,,,,F,,,,2:18:38,2023,jepchirchir,peres,Kenya,8318.0,,peres jepchirchir
30,4,,,,F,,,,2:18:51,2023,chepkirui,shelia,Kenya,8331.0,,shelia chepkirui
31,5,,,,F,,,,2:18:53,2023,yehualaw,yalemzerf,Ethiopia,8333.0,,yalemzerf yehualaw
39,6,,,,F,,,,2:20:41,2023,korir,judith jeptum,Kenya,8441.0,,judith jeptum korir
40,7,,,,F,,,,2:20:44,2023,ayana,almaz,Ethiopia,8444.0,,almaz ayana
44,8,,,,F,,,,2:21:31,2023,teshome,tadu,Ethiopia,8491.0,,tadu teshome
61,9,,,,F,,,,2:24:02,2023,yaremchuk,sofiia,Italy,8642.0,,sofiia yaremchuk
65,10,,,,F,,,,2:24:27,2023,sullivan,susanna,USA,8667.0,,susanna sullivan
82,11,,,,F,,,,2:25:59,2023,harrison,samantha,Great Britain,8759.0,,samantha harrison
150,12,,,,F,,,,2:29:19,2023,scott,dominique,South Africa,8959.0,,dominique scott
158,13,,,,F,,,,2:29:37,2023,pashley,ellie,Australia,8977.0,,ellie pashley
177,14,,,,F,F18-39,,,2:30:29,2023,mcconnell,rebecca,Great Britain,9029.0,,rebecca mcconnell
271,15,,,,F,F18-39,,,2:33:40,2023,gonzalez,diana bogantes,Costa Rica,9220.0,,diana bogantes gonzalez
317,16,,,,F,F18-39,,,2:34:46,2023,hodgkinson,rachel,Great Britain,9286.0,,rachel hodgkinson
344,17,,,,F,F40-44,,,2:35:38,2023,gaunt,helen,Great Britain,9338.0,,helen gaunt
352,18,,,,F,F18-39,,,2:35:50,2023,maridal,hanne,Norway,9350.0,,hanne maridal
363,19,,,,F,F18-39,,,2:36:06,2023,baker,chelsea,Great Britain,9366.0,,chelsea baker
430,20,,,,F,F18-39,,,2:37:01,2023,townsend,heather,Great Britain,9421.0,,heather townsend
540,21,,,,F,F18-39,,,2:38:35,2023,guarnerpiquet,mireia,Spain,9515.0,,mireia guarnerpiquet
656,22,,,,F,F18-39,,,2:40:09,2023,malir,georgia,Great Britain,9609.0,,georgia malir
688,23,,,,F,F18-39,,,2:40:46,2023,olding,katie,Great Britain,9646.0,,katie olding
701,24,,,,F,F40-44,,,2:41:01,2023,dyjak,robert,Poland,9661.0,,robert dyjak
706,25,,,,F,F45-49,,,2:41:07,2023,braham,alice,Great Britain,9667.0,,alice braham
759,26,,,,F,F18-39,,,2:41:49,2023,gallop,rebecca,Great Britain,9709.0,,rebecca gallop
829,27,,,,F,F40-44,,,2:42:47,2023,wong,marina,Australia,9767.0,,marina wong
892,28,,,,F,F40-44,,,2:43:36,2023,o'regan,johanna,Great Britain,9816.0,,johanna o'regan
898,29,,,,F,F18-39,,,2:43:40,2023,wild,rosie,Great Britain,9820.0,,rosie wild
910,30,,,,F,F18-39,,,2:43:47,2023,short,sarah,Australia,9827.0,,sarah short
924,31,,,,F,F18-39,,,2:43:57,2023,mason,charlotte,Great Britain,9837.0,,charlotte mason
966,32,,,,F,F18-39,,,2:44:36,2023,ward,charlotte,Great Britain,9876.0,,charlotte ward
971,33,,,,F,F40-44,,,2:44:41,2023,green,sara,Great Britain,9881.0,,sara green
988,34,,,,F,F18-39,,,2:44:53,2023,pickett,isabelle,Australia,9893.0,,isabelle pickett
1009,35,,,,F,F40-44,,,2:45:04,2023,holt,sarah,Great Britain,9904.0,,sarah holt
1032,36,,,,F,F45-49,,,2:45:21,2023,granger,annabel,Great Britain,9921.0,,annabel granger
1036,37,,,,F,F40-44,,,2:45:23,2023,delderfield,sophie,Great Britain,9923.0,,sophie delderfield
1044,38,,,,F,F55-59,,,2:45:27,2023,hitchings,jenny,USA,9927.0,,jenny hitchings
1088,39,,,,F,F18-39,,,2:46:01,2023,halcarz,abby,Great Britain,9961.0,,abby halcarz
1096,40,,,,F,F40-44,,,2:46:05,2023,woodward,katy,Great Britain,9965.0,,katy woodward
1102,41,,,,F,F18-39,,,2:46:11,2023,nagel-wallimann,doris maria,Switzerland,9971.0,,doris maria nagel-wallimann
1107,42,,,,F,F18-39,,,2:46:16,2023,antell,sammy,Great Britain,9976.0,,sammy antell
1119,43,,,,F,F18-39,,,2:46:24,2023,bijl,julia,Great Britain,9984.0,,julia bijl
1174,44,,,,F,F18-39,,,2:46:55,2023,mcgrevey,jenna,Great Britain,10015.0,,jenna mcgrevey
1192,45,,,,F,F18-39,,,2:47:09,2023,marchant,emily,Great Britain,10029.0,,emily marchant
1208,46,,,,F,F18-39,,,2:47:18,2023,lawson,anna,Great Britain,10038.0,,anna lawson
1218,47,,,,F,F18-39,,,2:47:22,2023,fouhy,vicky,Great Britain,10042.0,,vicky fouhy
1245,48,,,,F,F45-49,,,2:47:37,2023,fhogartaigh,caoimhe nic,Ireland,10057.0,,caoimhe nic fhogartaigh
1282,49,,,,F,F18-39,,,2:47:55,2023,law,phoebe,Great Britain,10075.0,,phoebe law
1327,50,,,,F,F18-39,,,2:48:24,2023,baker,grace,Great Britain,10104.0,,grace baker
1361,51,,,,F,F18-39,,,2:48:43,2023,parker,georgina,Great Britain,10123.0,,georgina parker
1368,52,,,,F,F40-44,,,2:48:46,2023,lowery,sarah,Great Britain,10126.0,,sarah lowery
1427,53,,,,F,F18-39,,,2:49:13,2023,saunders,jessica,Great Britain,10153.0,,jessica saunders
1481,54,,,,F,F18-39,,,2:49:46,2023,clark,jennifer,Great Britain,10186.0,,jennifer clark
1483,55,,,,F,F18-39,,,2:49:49,2023,flynn,louise,Great Britain,10189.0,,louise flynn
1496,56,,,,F,F40-44,,,2:49:54,2023,turner,caroline,Great Britain,10194.0,,caroline turner
1506,57,,,,F,F18-39,,,2:49:59,2023,arriaga,tania lizbeth estrada,Mexico,10199.0,,tania lizbeth estrada arriaga
1510,58,,,,F,F45-49,,,2:50:01,2023,grima,claire,Great Britain,10201.0,,claire grima
1521,59,,,,F,F18-39,,,2:50:09,2023,thompson,lucy,Great Britain,10209.0,,lucy thompson
1537,60,,,,F,F18-39,,,2:50:19,2023,hartenbach,julie,USA,10219.0,,julie hartenbach
1539,61,,,,F,F40-44,,,2:50:22,2023,smith,keely,Great Britain,10222.0,,keely smith
1551,62,,,,F,F18-39,,,2:50:33,2023,chapple,megan,Great Britain,10233.0,,megan chapple
1567,63,,,,F,F45-49,,,2:50:42,2023,rennie,kate,Great Britain,10242.0,,kate rennie
1574,64,,,,F,F45-49,,,2:50:45,2023,waugh,helen,Great Britain,10245.0,,helen waugh
1592,65,,,,F,F18-39,,,2:50:56,2023,ham,rebecca ezra,Great Britain,10256.0,,rebecca ezra ham
1620,66,,,,F,F18-39,,,2:51:09,2023,wangler,natalie,Germany,10269.0,,natalie wangler
1621,67,,,,F,F18-39,,,2:51:09,2023,wright,becky,Great Britain,10269.0,,becky wright
