,Unnamed: 0,Last_Name,First_Name,Division,Country,BIB,Overall_Place,Time,Seconds,Year,Gender,Marathon
2439,2439,Hernandez,Cibelle,40-44,MEX,432,456,02:52:32,10352.0,2016,F,Chicago
2440,2440,Laughner,Kelby,20-24,USA,453,466,02:52:45,10365.0,2016,F,Chicago
2441,2441,Perkins,Lauren,30-34,USA,473,471,02:52:48,10368.0,2016,F,Chicago
2442,2442,Burke,Betsy,30-34,USA,414,477,02:53:01,10381.0,2016,F,Chicago
2443,2443,Belyavin,Julia,35-39,GBR,410,503,02:53:30,10410.0,2016,F,Chicago
2444,2444,Crowe,Heather,25-29,USA,2177,508,02:53:35,10415.0,2016,F,Chicago
2445,2445,Moody,Tera,35-39,USA,113,510,02:53:40,10420.0,2016,F,Chicago
2446,2446,Martz,Marissa,25-29,USA,460,518,02:53:54,10434.0,2016,F,Chicago
2447,2447,Cieslak,Kylen,25-29,USA,415,530,02:54:09,10449.0,2016,F,Chicago
2448,2448,Wang,Alex,20-24,USA,494,542,02:54:17,10457.0,2016,F,Chicago
2449,2449,Begue,Gwenaelle,30-34,FRA,409,565,02:54:42,10482.0,2016,F,Chicago
2450,2450,Birth,Carrie,30-34,USA,411,575,02:54:55,10495.0,2016,F,Chicago
2451,2451,Beckwith,Christina,30-34,USA,382,582,02:55:07,10507.0,2016,F,Chicago
2452,2452,Mcguire,Jessica,35-39,USA,2531,596,02:55:24,10524.0,2016,F,Chicago
2453,2453,Kitayama,Dina,25-29,USA,448,599,02:55:30,10530.0,2016,F,Chicago
2454,2454,Coogan,Laura,25-29,USA,417,616,02:55:51,10551.0,2016,F,Chicago
2455,2455,Scofield,Bret,25-29,USA,481,620,02:55:57,10557.0,2016,F,Chicago
2456,2456,Akhmedova,Oksana,25-29,RUS,401,623,02:56:01,10561.0,2016,F,Chicago
2457,2457,Pishny,Eleanor,30-34,USA,474,632,02:56:17,10577.0,2016,F,Chicago
2458,2458,Wrenn,Bean,40-44,USA,498,640,02:56:26,10586.0,2016,F,Chicago
2459,2459,Hamstra-Wright,Karrie,35-39,USA,429,645,02:56:32,10592.0,2016,F,Chicago
2460,2460,Fox,Emily,25-29,USA,4235,652,02:56:37,10597.0,2016,F,Chicago
2461,2461,Barbour,Hannah,20-24,USA,1356,660,02:56:49,10609.0,2016,F,Chicago
2462,2462,Horn,Sarah,30-34,USA,434,667,02:56:59,10619.0,2016,F,Chicago
2463,2463,Spehar,Elizabeth,25-29,USA,486,677,02:57:07,10627.0,2016,F,Chicago
2464,2464,Walker,Jennifer,30-34,USA,787,682,02:57:11,10631.0,2016,F,Chicago
2465,2465,Dumont,Claudia,35-39,BRA,424,706,02:57:33,10653.0,2016,F,Chicago
2466,2466,Baliga,Sr. Stephanie,25-29,USA,406,723,02:57:47,10667.0,2016,F,Chicago
2467,2467,Meyer,Lauren,25-29,USA,4468,748,02:58:08,10688.0,2016,F,Chicago
2468,2468,Whittaker,Kelly,30-34,USA,6325,749,02:58:08,10688.0,2016,F,Chicago
2469,2469,Manuel Silva,Samares,25-29,BRA,1255,761,02:58:15,10695.0,2016,F,Chicago
2470,2470,Chua,Catherine,40-44,USA,3278,777,02:58:26,10706.0,2016,F,Chicago
2471,2471,Blackman,Camille,20-24,USA,2055,789,02:58:34,10714.0,2016,F,Chicago
2472,2472,Quintero Petris,Margarita,25-29,MEX,2248,796,02:58:38,10718.0,2016,F,Chicago
2473,2473,Henstrom,Stephanie,40-44,USA,431,797,02:58:39,10719.0,2016,F,Chicago
2474,2474,Onishi,Annie,25-29,USA,4199,798,02:58:39,10719.0,2016,F,Chicago
2475,2475,Manuel,Lauren,30-34,USA,455,801,02:58:40,10720.0,2016,F,Chicago
2476,2476,Rasch,Silvana,40-44,GUA,475,807,02:58:45,10725.0,2016,F,Chicago
2477,2477,Bogantes Gonzalez,Diana,25-29,CRC,412,829,02:59:01,10741.0,2016,F,Chicago
2478,2478,Gries,Samantha,25-29,USA,3029,833,02:59:04,10744.0,2016,F,Chicago
2479,2479,Fukushima,Wakana,30-34,JPN,2037,834,02:59:05,10745.0,2016,F,Chicago
2480,2480,Ranson,Caitlin,30-34,USA,798,854,02:59:13,10753.0,2016,F,Chicago
2481,2481,Viele,Rachel,35-39,USA,4052,877,02:59:22,10762.0,2016,F,Chicago
2482,2482,Waslen,Kathryn,30-34,CAN,390,900,02:59:30,10770.0,2016,F,Chicago
2483,2483,Reyes,Melissa,30-34,USA,3138,901,02:59:31,10771.0,2016,F,Chicago
2484,2484,Kniaziew Gervais,Blaire,40-44,CAN,449,902,02:59:32,10772.0,2016,F,Chicago
2485,2485,Marshall,Wendy,40-44,USA,458,915,02:59:41,10781.0,2016,F,Chicago
2486,2486,Weldy,Carrie,35-39,USA,496,918,02:59:42,10782.0,2016,F,Chicago
2487,2487,Knuchel,Kathrin,35-39,SUI,1091,947,03:00:02,10802.0,2016,F,Chicago
2488,2488,Allen,Riki,25-29,USA,3025,961,03:00:15,10815.0,2016,F,Chicago
2489,2489,Bruijn,Merel,25-29,NED,3171,965,03:00:17,10817.0,2016,F,Chicago
2490,2490,Kos,Lindsay,25-29,USA,3160,966,03:00:17,10817.0,2016,F,Chicago
2491,2491,Junqueira,Mariana,35-39,BRA,439,975,03:00:28,10828.0,2016,F,Chicago
2492,2492,Filut,Dara,35-39,USA,3217,997,03:00:40,10840.0,2016,F,Chicago
2493,2493,Craddick,Karen,30-34,USA,1089,1010,03:00:51,10851.0,2016,F,Chicago
2494,2494,Smith,Molly,35-39,USA,2082,1013,03:00:53,10853.0,2016,F,Chicago
2495,2495,Laurence,Whitney,30-34,USA,384,1014,03:00:57,10857.0,2016,F,Chicago
2496,2496,Miranda,Catalina,40-44,CRC,465,1016,03:00:59,10859.0,2016,F,Chicago
2497,2497,Staton,Pamela,25-29,USA,487,1033,03:01:19,10879.0,2016,F,Chicago
2498,2498,Thomas,Ann,30-34,USA,492,1040,03:01:26,10886.0,2016,F,Chicago
2499,2499,Kohlmeier,Amanda,30-34,CAN,383,1044,03:01:31,10891.0,2016,F,Chicago
2500,2500,Kirui,Abel,30-34,KEN,3,1,02:11:23,7883.0,2016,M,Chicago
2501,2501,Chumba,Dickson,25-29,KEN,1,2,02:11:26,7886.0,2016,M,Chicago
2502,2502,Kipketer,Gideon,20-24,KEN,7,3,02:12:20,7940.0,2016,M,Chicago
2503,2503,Lonyangata,Paul,20-24,KEN,6,4,02:13:17,7997.0,2016,M,Chicago
2504,2504,Sambu,Stephen,25-29,KEN,8,5,02:13:35,8015.0,2016,M,Chicago
2505,2505,Ayele,Abayneh,25-29,ETH,4,6,02:13:52,8032.0,2016,M,Chicago
2506,2506,Fukatsu,Takuya,25-29,JPN,13,7,02:13:53,8033.0,2016,M,Chicago
2507,2507,Estrada,Diego,25-29,USA,11,8,02:13:56,8036.0,2016,M,Chicago
2508,2508,Gokaya,Koji,25-29,JPN,12,9,02:14:34,8074.0,2016,M,Chicago
2509,2509,Kibet,Elkanah,30-34,USA,10,10,02:16:37,8197.0,2016,M,Chicago
2510,2510,Young,Tim,25-29,USA,17,11,02:16:43,8203.0,2016,M,Chicago
2511,2511,Epperson,Andrew,25-29,USA,24,12,02:16:54,8214.0,2016,M,Chicago
2512,2512,Overall,Scott,30-34,GBR,14,13,02:18:21,8301.0,2016,M,Chicago
2513,2513,Matsuo,Ryoichi,25-29,JPN,16,14,02:18:50,8330.0,2016,M,Chicago
2514,2514,Migliozzi,Tony,25-29,USA,20,15,02:19:39,8379.0,2016,M,Chicago
2515,2515,Anderson,Tom,25-29,GBR,25,16,02:19:52,8392.0,2016,M,Chicago
2516,2516,Wallis,Daniel,25-29,NZL,30,17,02:19:56,8396.0,2016,M,Chicago
2517,2517,Kogo,Micah,30-34,KEN,5,18,02:20:03,8403.0,2016,M,Chicago
2518,2518,Puskedra,Luke,25-29,USA,9,19,02:20:18,8418.0,2016,M,Chicago
2519,2519,Mott,Jonathan,25-29,USA,21,20,02:20:22,8422.0,2016,M,Chicago
2520,2520,Nilsson,David,25-29,SWE,18,21,02:20:25,8425.0,2016,M,Chicago
2521,2521,Chu,Meng-Tsung,30-34,TWN,303,22,02:21:02,8462.0,2016,M,Chicago
2522,2522,Dandena,Kiya,25-29,USA,27,24,02:22:14,8534.0,2016,M,Chicago
2523,2523,Carrera,Mizael,25-29,USA,301,25,02:22:25,8545.0,2016,M,Chicago
2524,2524,Ishida,Kazuya,30-34,JPN,15,26,02:23:02,8582.0,2016,M,Chicago
2525,2525,Mcmillan,Connor,20-24,USA,28,27,02:23:28,8608.0,2016,M,Chicago
2526,2526,Morrison,Travis,20-24,USA,2049,29,02:23:30,8610.0,2016,M,Chicago
2527,2527,Emerick,Dustin,25-29,USA,23,31,02:23:58,8638.0,2016,M,Chicago
2528,2528,Eustance,Tyler,20-24,USA,308,32,02:24:07,8647.0,2016,M,Chicago
2529,2529,Wells,Clint,40-44,USA,366,33,02:24:10,8650.0,2016,M,Chicago
2530,2530,Williams,Andy,25-29,USA,367,34,02:24:35,8675.0,2016,M,Chicago
2531,2531,Soh,Rui Yong,25-29,SIN,354,37,02:24:55,8695.0,2016,M,Chicago
2532,2532,Robertson,Chris,20-24,USA,347,38,02:24:56,8696.0,2016,M,Chicago
2533,2533,Bennie,Jeremy,20-24,USA,298,39,02:25:28,8728.0,2016,M,Chicago
2534,2534,Turner,Wesley,30-34,USA,359,40,02:25:29,8729.0,2016,M,Chicago
2535,2535,Welleck,Sean,25-29,USA,365,41,02:25:53,8753.0,2016,M,Chicago
2536,2536,Marol,Matthew,25-29,USA,327,42,02:26:08,8768.0,2016,M,Chicago
2537,2537,Rand,Matt,25-29,USA,344,43,02:26:30,8790.0,2016,M,Chicago
2538,2538,Woltering,Coree,25-29,USA,369,44,02:26:44,8804.0,2016,M,Chicago
2539,2539,Benadum,Blue,35-39,USA,295,45,02:27:05,8825.0,2016,M,Chicago
2540,2540,Steier,Rolf,30-34,USA,355,46,02:27:08,8828.0,2016,M,Chicago
2541,2541,Fernandez-Hernandez,Raul,40-44,ESP,310,47,02:27:14,8834.0,2016,M,Chicago
2542,2542,Medina,Oscar,20-24,USA,330,48,02:27:18,8838.0,2016,M,Chicago
2543,2543,Jeftich,Niko,20-24,USA,318,49,02:27:36,8856.0,2016,M,Chicago
2544,2544,Beausoleil,Logan,25-29,USA,151,50,02:27:42,8862.0,2016,M,Chicago
2545,2545,Hoagland,Zachary,25-29,USA,314,51,02:27:54,8874.0,2016,M,Chicago
2546,2546,Siemers,Chris,35-39,USA,352,52,02:28:26,8906.0,2016,M,Chicago
2547,2547,Kruger,Matthew,25-29,USA,322,53,02:28:52,8932.0,2016,M,Chicago
2548,2548,Lustgarten,Brett,25-29,USA,325,55,02:29:21,8961.0,2016,M,Chicago
2549,2549,Marks,Kyle,25-29,USA,326,56,02:29:25,8965.0,2016,M,Chicago
2550,2550,Avery,Lawrence,35-39,GBR,784,57,02:30:00,9000.0,2016,M,Chicago
2551,2551,Glaz,Daniel,30-34,USA,311,58,02:30:01,9001.0,2016,M,Chicago
2552,2552,Kuhlmann,Patrick,45-49,USA,323,59,02:30:08,9008.0,2016,M,Chicago
2553,2553,Morton,Bryan,30-34,USA,338,60,02:30:14,9014.0,2016,M,Chicago
2554,2554,Mena,Kyle,30-34,USA,1052,62,02:31:06,9066.0,2016,M,Chicago
2555,2555,Valenzona,Damon,30-34,USA,360,63,02:31:08,9068.0,2016,M,Chicago
2556,2556,Brisbois,James,20-24,USA,300,64,02:31:20,9080.0,2016,M,Chicago
2557,2557,Santos,Nicolas,35-39,COL,673,65,02:31:21,9081.0,2016,M,Chicago
2558,2558,Stender,Nicholas,20-24,USA,356,66,02:31:43,9103.0,2016,M,Chicago
2559,2559,Burdick,Brett,25-29,USA,2014,67,02:31:44,9104.0,2016,M,Chicago
2560,2560,Ares,Jeff,30-34,USA,294,68,02:31:53,9113.0,2016,M,Chicago
2561,2561,Akita,James,35-39,USA,291,69,02:31:58,9118.0,2016,M,Chicago
2562,2562,Ruiz-Tagle Barros,Jose Tomas,30-34,CHI,2289,70,02:32:02,9122.0,2016,M,Chicago
2563,2563,Wardian,Michael,40-44,USA,387,71,02:32:02,9122.0,2016,M,Chicago
2564,2564,Mcgrath,Tom,30-34,CAN,329,72,02:32:06,9126.0,2016,M,Chicago
2565,2565,Roth,Mike,25-29,USA,349,73,02:32:12,9132.0,2016,M,Chicago
2566,2566,Nielsen,Daniel,20-24,USA,341,75,02:32:18,9138.0,2016,M,Chicago
2567,2567,Meineke,Zachary,25-29,USA,332,76,02:32:21,9141.0,2016,M,Chicago
2568,2568,Burk,Bryan,25-29,USA,4196,77,02:32:28,9148.0,2016,M,Chicago
2569,2569,Bendtsen,Joel,30-34,USA,296,78,02:32:41,9161.0,2016,M,Chicago
2570,2570,Craighead,Daniel,25-29,USA,304,79,02:32:50,9170.0,2016,M,Chicago
2571,2571,Stanesby,Matthew,30-34,GBR,2172,80,02:32:53,9173.0,2016,M,Chicago
2572,2572,Rieger,Cameron,25-29,USA,345,81,02:33:02,9182.0,2016,M,Chicago
2573,2573,Dixon,Brian,20-24,USA,1241,82,02:33:09,9189.0,2016,M,Chicago
2574,2574,Mann,Jason,35-39,USA,3093,83,02:33:18,9198.0,2016,M,Chicago
2575,2575,Reilly,Jason,30-34,USA,1155,84,02:33:20,9200.0,2016,M,Chicago
2576,2576,Frederic,Ruberti,40-44,FRA,350,85,02:33:24,9204.0,2016,M,Chicago
2577,2577,Stucchi,Vinicius,35-39,BRA,3117,86,02:33:27,9207.0,2016,M,Chicago
2578,2578,Grey,Matthew,25-29,USA,629,87,02:33:28,9208.0,2016,M,Chicago
2579,2579,Zhou,Fan,25-29,USA,735,88,02:33:28,9208.0,2016,M,Chicago
2580,2580,Sidebottom,Mark,25-29,USA,351,90,02:33:52,9232.0,2016,M,Chicago
2581,2581,Chaloner,Stephen,25-29,USA,302,92,02:34:27,9267.0,2016,M,Chicago
2582,2582,Zapata,Gonzalo,35-39,CHI,2298,93,02:34:34,9274.0,2016,M,Chicago
2583,2583,Wun,Yiu Cheong,30-34,HKG,4217,94,02:34:45,9285.0,2016,M,Chicago
2584,2584,Daniels,Sasha,40-44,NZL,306,95,02:34:59,9299.0,2016,M,Chicago
2585,2585,Nakajima,Hiroki,25-29,JPN,31,96,02:35:05,9305.0,2016,M,Chicago
2586,2586,Miller,Zak,30-34,USA,5039,97,02:35:17,9317.0,2016,M,Chicago
2587,2587,Slusarek,Pierre,50-54,CAN,353,98,02:35:24,9324.0,2016,M,Chicago
2588,2588,Huberty,Bryan,35-39,USA,316,99,02:35:35,9335.0,2016,M,Chicago
2589,2589,Madera,Jose,25-29,USA,19,100,02:35:42,9342.0,2016,M,Chicago
2590,2590,Gries,Kevin,25-29,USA,3022,101,02:35:52,9352.0,2016,M,Chicago
2591,2591,Croker,Nicholas,30-34,CAN,3242,102,02:35:58,9358.0,2016,M,Chicago
2592,2592,Kaplan,Joshua,30-34,USA,4018,103,02:36:00,9360.0,2016,M,Chicago
2593,2593,Albertson,Ethan,35-39,USA,3125,105,02:36:02,9362.0,2016,M,Chicago
2594,2594,Knudsen,Andreas,30-34,DEN,649,106,02:36:06,9366.0,2016,M,Chicago
2595,2595,Mejorada,Jose,35-39,MEX,653,107,02:36:11,9371.0,2016,M,Chicago
2596,2596,D'Andrea,Shawn,25-29,USA,3179,108,02:36:16,9376.0,2016,M,Chicago
2597,2597,King,Damon,25-29,USA,320,109,02:36:19,9379.0,2016,M,Chicago
2598,2598,Emmanuel,Benjamin,30-34,USA,4014,110,02:36:28,9388.0,2016,M,Chicago
2599,2599,Van Es,Chris,30-34,USA,361,111,02:36:31,9391.0,2016,M,Chicago
2600,2600,Dibaba,Tirunesh,30-34,ETH,103,22,02:18:31,8311.0,2017,F,Chicago
2601,2601,Kosgei,Brigid,20-24,KEN,107,26,02:20:22,8422.0,2017,F,Chicago
2602,2602,Hasay,Jordan,25-29,USA,106,27,02:20:57,8457.0,2017,F,Chicago
2603,2603,Perez,Madai,35-39,MEX,105,34,02:24:44,8684.0,2017,F,Chicago
2604,2604,Kipketer,Valentine,20-24,KEN,102,48,02:28:05,8885.0,2017,F,Chicago
2605,2605,Weightman,Lisa,35-39,AUS,108,52,02:28:45,8925.0,2017,F,Chicago
2606,2606,Krifchin,Maegan,25-29,USA,113,86,02:33:46,9226.0,2017,F,Chicago
2607,2607,Gray,Alia,25-29,USA,114,90,02:34:25,9265.0,2017,F,Chicago
2608,2608,Ward,Taylor,25-29,USA,118,101,02:35:27,9327.0,2017,F,Chicago
2609,2609,Wade,Becky,25-29,USA,117,103,02:35:46,9346.0,2017,F,Chicago
2610,2610,McMahan,Dot,40-44,USA,111,117,02:37:08,9428.0,2017,F,Chicago
2611,2611,Reed,Kimi,25-29,USA,121,128,02:38:19,9499.0,2017,F,Chicago
2612,2612,Crouch,Sarah,25-29,USA,112,130,02:38:27,9507.0,2017,F,Chicago
2613,2613,Draskau Petersson,Jessica,40-44,DEN,110,131,02:38:31,9511.0,2017,F,Chicago
2614,2614,Vergara-Aleshire,Christina,35-39,USA,125,132,02:38:33,9513.0,2017,F,Chicago
2615,2615,Heckert,Kristen,30-34,USA,123,134,02:38:54,9534.0,2017,F,Chicago
2616,2616,Kohnen,Julia,25-29,USA,335,137,02:39:11,9551.0,2017,F,Chicago
2617,2617,Gotti,Laura,25-29,ITA,7008,139,02:39:20,9560.0,2017,F,Chicago
2618,2618,Njeim,Chirine,30-34,LIB,383,140,02:39:21,9561.0,2017,F,Chicago
2619,2619,Herrick,Danna,30-34,USA,116,152,02:40:02,9602.0,2017,F,Chicago
2620,2620,Spencer,Emma,25-29,USA,425,163,02:40:48,9648.0,2017,F,Chicago
2621,2621,Andre,Stephanie,30-34,USA,85,183,02:41:50,9710.0,2017,F,Chicago
2622,2622,Moran,Brittany,30-34,CAN,378,184,02:41:58,9718.0,2017,F,Chicago
2623,2623,De Hueck,Jennifer,25-29,USA,177,193,02:42:33,9753.0,2017,F,Chicago
2624,2624,Schneider,Alyssa,20-24,USA,410,196,02:42:50,9770.0,2017,F,Chicago
2625,2625,Foster,Megan,35-39,USA,194,208,02:43:44,9824.0,2017,F,Chicago
2626,2626,Chrisman,Caitlin,25-29,USA,122,214,02:43:57,9837.0,2017,F,Chicago
2627,2627,Perez,Anita,30-34,USA,393,216,02:44:04,9844.0,2017,F,Chicago
2628,2628,Lilienthal,Michelle,35-39,USA,115,217,02:44:05,9845.0,2017,F,Chicago
2629,2629,Enman,Kasie,35-39,USA,185,222,02:44:16,9856.0,2017,F,Chicago
2630,2630,Weitz,Erica,25-29,USA,440,241,02:45:24,9924.0,2017,F,Chicago
2631,2631,Perkins,Lauren,35-39,USA,394,255,02:46:17,9977.0,2017,F,Chicago
2632,2632,Jaswell,Megan,30-34,USA,323,256,02:46:19,9979.0,2017,F,Chicago
2633,2633,Keating,Bonnie,30-34,USA,328,274,02:47:10,10030.0,2017,F,Chicago
2634,2634,McCarey,Bridie,25-29,USA,365,278,02:47:28,10048.0,2017,F,Chicago
2635,2635,Shea,Carly,35-39,USA,418,286,02:47:47,10067.0,2017,F,Chicago
2636,2636,Lopiccolo,Amanda,35-39,USA,351,288,02:47:50,10070.0,2017,F,Chicago
2637,2637,Pridgen,Paula,30-34,USA,400,301,02:48:20,10100.0,2017,F,Chicago
2638,2638,Todd,Jocelyn,20-24,USA,430,302,02:48:23,10103.0,2017,F,Chicago
2639,2639,Mackenzie,Natalie,35-39,USA,358,305,02:48:30,10110.0,2017,F,Chicago
2640,2640,Lair,Jessie,35-39,USA,340,307,02:48:31,10111.0,2017,F,Chicago
2641,2641,Norbo,Carter,25-29,USA,386,312,02:48:35,10115.0,2017,F,Chicago
2642,2642,Brian,Fiona,30-34,GBR,158,318,02:48:47,10127.0,2017,F,Chicago
2643,2643,Blackman,Camille,20-24,USA,151,326,02:48:56,10136.0,2017,F,Chicago
2644,2644,Moll,Angela,40-44,USA,372,330,02:48:59,10139.0,2017,F,Chicago
2645,2645,Deatherage,Jenelle,40-44,USA,124,332,02:49:04,10144.0,2017,F,Chicago
2646,2646,Quintero,Margarita,25-29,MEX,401,373,02:50:40,10240.0,2017,F,Chicago
2647,2647,Jackson,Katie,35-39,USA,318,379,02:50:56,10256.0,2017,F,Chicago
2648,2648,Zumbach,Lauren,25-29,USA,452,380,02:50:58,10258.0,2017,F,Chicago
2649,2649,Shearer,Maggie,40-44,USA,6034,382,02:51:02,10262.0,2017,F,Chicago
2650,2650,Swain,Angela,20-24,USA,428,388,02:51:11,10271.0,2017,F,Chicago
2651,2651,Lockyer,Karen,35-39,NZL,348,391,02:51:17,10277.0,2017,F,Chicago
2652,2652,Garippo,Ruth,20-24,USA,292,394,02:51:27,10287.0,2017,F,Chicago
2653,2653,Kersjes,Lauren,25-29,USA,330,399,02:51:35,10295.0,2017,F,Chicago
2654,2654,Batten,Caitlin,30-34,USA,94,404,02:51:41,10301.0,2017,F,Chicago
2655,2655,Fisher,Dianne,30-34,USA,193,409,02:51:56,10316.0,2017,F,Chicago
2656,2656,Barnett,Marie,30-34,USA,93,414,02:52:03,10323.0,2017,F,Chicago
2657,2657,Sharek,Leigh,25-29,USA,415,427,02:52:23,10343.0,2017,F,Chicago
2658,2658,Self,Chandler,30-34,USA,414,446,02:52:56,10376.0,2017,F,Chicago
2659,2659,Phelps,Kara,25-29,USA,396,456,02:53:07,10387.0,2017,F,Chicago
2660,2660,Loerch,Sarah,30-34,GER,349,463,02:53:16,10396.0,2017,F,Chicago
2661,2661,Hershfang,Jamie,20-24,USA,305,493,02:53:55,10435.0,2017,F,Chicago
2662,2662,Firth,Charlotte,30-34,GBR,192,502,02:54:03,10443.0,2017,F,Chicago
2663,2663,Fulton,Naomi,30-34,USA,199,506,02:54:09,10449.0,2017,F,Chicago
2664,2664,Jaehn,Wendy,40-44,USA,320,513,02:54:22,10462.0,2017,F,Chicago
2665,2665,Laurence,Whitney,30-34,USA,342,515,02:54:23,10463.0,2017,F,Chicago
2666,2666,Depoorter,Helene,25-29,BEL,632,518,02:54:25,10465.0,2017,F,Chicago
2667,2667,Eberhard,Shari,20-24,USA,5030,541,02:55:00,10500.0,2017,F,Chicago
2668,2668,Wilson,Stephanie,25-29,USA,443,557,02:55:16,10516.0,2017,F,Chicago
2669,2669,House,Katie,30-34,USA,311,576,02:55:38,10538.0,2017,F,Chicago
2670,2670,Selert Faraud,Kir,30-34,USA,413,584,02:55:46,10546.0,2017,F,Chicago
2671,2671,Kruzel,Jacy,30-34,USA,337,585,02:55:46,10546.0,2017,F,Chicago
2672,2672,Baker,Colleen,25-29,USA,90,595,02:55:55,10555.0,2017,F,Chicago
2673,2673,Spannaus,Michaela,20-24,USA,6068,599,02:55:57,10557.0,2017,F,Chicago
2674,2674,Lundine,Sarah,25-29,USA,355,617,02:56:24,10584.0,2017,F,Chicago
2675,2675,Stephan,Faith,30-34,USA,427,618,02:56:26,10586.0,2017,F,Chicago
2676,2676,Culver,Jessica,25-29,USA,3108,681,02:57:25,10645.0,2017,F,Chicago
2677,2677,Fox,Rachel,40-44,USA,195,686,02:57:34,10654.0,2017,F,Chicago
2678,2678,Fallon,Fionna,25-29,USA,188,713,02:57:53,10673.0,2017,F,Chicago
2679,2679,Woodcock,Hannah,20-24,USA,446,720,02:58:00,10680.0,2017,F,Chicago
2680,2680,Klein,Iris,40-44,MGL,4258,722,02:58:00,10680.0,2017,F,Chicago
2681,2681,Nolan,Alison,25-29,USA,385,742,02:58:16,10696.0,2017,F,Chicago
2682,2682,Romeiser,Lillie,30-34,USA,587,744,02:58:18,10698.0,2017,F,Chicago
2683,2683,Van Heerden,Erica,35-39,RSA,6159,766,02:58:31,10711.0,2017,F,Chicago
2684,2684,Lamb,Erin,25-29,USA,4287,768,02:58:32,10712.0,2017,F,Chicago
2685,2685,Busman,Meredith,25-29,USA,160,776,02:58:38,10718.0,2017,F,Chicago
2686,2686,Ramirez Limon,Andrea,20-24,MEX,2270,788,02:58:47,10727.0,2017,F,Chicago
2687,2687,Wiltse,Paula,50-54,CAN,444,799,02:58:52,10732.0,2017,F,Chicago
2688,2688,Narvaez,Mirthala,40-44,MEX,4389,840,02:59:10,10750.0,2017,F,Chicago
2689,2689,Kopelson,Alana,20-24,USA,4272,849,02:59:12,10752.0,2017,F,Chicago
2690,2690,Johnson,Alice,25-29,USA,7288,860,02:59:17,10757.0,2017,F,Chicago
2691,2691,Gohres,Megan,30-34,USA,4086,861,02:59:18,10758.0,2017,F,Chicago
2692,2692,O'Donnell,Heather,35-39,CAN,2213,872,02:59:26,10766.0,2017,F,Chicago
2693,2693,Green,Tracy,30-34,USA,298,874,02:59:26,10766.0,2017,F,Chicago
2694,2694,Hurley,Emily,30-34,USA,315,876,02:59:28,10768.0,2017,F,Chicago
2695,2695,Borling,Audrey,35-39,USA,155,877,02:59:28,10768.0,2017,F,Chicago
2696,2696,Perez,Maria,35-39,COL,392,879,02:59:28,10768.0,2017,F,Chicago
2697,2697,Canitz,Corina,50-54,USA,163,885,02:59:33,10773.0,2017,F,Chicago
2698,2698,Rodriguez Vallejo,Rocio,30-34,ESP,5265,900,02:59:41,10781.0,2017,F,Chicago
2699,2699,Manuel,Lauren,30-34,USA,359,912,02:59:47,10787.0,2017,F,Chicago
2700,2700,Rupp,Galen,30-34,USA,10,1,02:09:20,7760.0,2017,M,Chicago
2701,2701,Kirui,Abel,35-39,KEN,1,2,02:09:48,7788.0,2017,M,Chicago
2702,2702,Kipyego,Bernard,30-34,KEN,7,3,02:10:23,7823.0,2017,M,Chicago
2703,2703,Lemma,Sisay,25-29,ETH,5,4,02:11:01,7861.0,2017,M,Chicago
2704,2704,Sambu,Stephen,25-29,KEN,18,5,02:11:07,7867.0,2017,M,Chicago
2705,2705,Matsumura ,Kohei,30-34,JPN,9,6,02:11:46,7906.0,2017,M,Chicago
2706,2706,Chebii,Ezekiel,25-29,KEN,6,7,02:12:12,7932.0,2017,M,Chicago
2707,2707,Tadese,Zersenay,35-39,ERI,12,8,02:12:19,7939.0,2017,M,Chicago
2708,2708,Derrick,Chris,25-29,USA,30,9,02:12:50,7970.0,2017,M,Chicago
2709,2709,Shelley,Michael,30-34,AUS,14,10,02:12:52,7972.0,2017,M,Chicago
2710,2710,Miyawaki,Chihiro,25-29,JPN,15,11,02:13:23,8003.0,2017,M,Chicago
2711,2711,Braun,Aaron,30-34,USA,17,12,02:13:41,8021.0,2017,M,Chicago
2712,2712,Bumbalough,Andrew,30-34,USA,20,13,02:14:04,8044.0,2017,M,Chicago
2713,2713,Lilesa,Feyisa,25-29,ETH,4,14,02:14:49,8089.0,2017,M,Chicago
2714,2714,Chelanga,Sam,30-34,USA,29,15,02:15:02,8102.0,2017,M,Chicago
2715,2715,Estrada,Diego,25-29,USA,19,16,02:15:19,8119.0,2017,M,Chicago
2716,2716,Hampton,Jonas,25-29,USA,23,17,02:15:46,8146.0,2017,M,Chicago
2717,2717,Matsuo,Ryoichi,25-29,JPN,16,18,02:15:50,8150.0,2017,M,Chicago
2718,2718,Droddy,Noah,25-29,USA,31,19,02:16:26,8186.0,2017,M,Chicago
2719,2719,Puskedra,Luke,25-29,USA,11,20,02:17:53,8273.0,2017,M,Chicago
2720,2720,Phillips,Jonathan,20-24,USA,397,21,02:18:19,8299.0,2017,M,Chicago
2721,2721,Peterson,Alan,25-29,USA,395,23,02:18:47,8327.0,2017,M,Chicago
2722,2722,Yilma,Yon,25-29,USA,450,24,02:19:02,8342.0,2017,M,Chicago
2723,2723,Havel,Kevin,25-29,USA,456,25,02:20:18,8418.0,2017,M,Chicago
2724,2724,Morrison,Travis,25-29,USA,26,28,02:23:17,8597.0,2017,M,Chicago
