,Unnamed: 0,Last_Name,First_Name,Division,Country,BIB,Overall_Place,Time,Seconds,Year,Gender,Marathon
4188,4188,Finn,Kollstad,40-44,NOR,1355,105,2:40:51,9651.0,2015,M,New York
4189,4189,Danilo,Peri,35-39,ITA,2517,106,2:41:02,9662.0,2015,M,New York
4190,4190,Christopher,Wong,25-29,USA,598,107,2:41:04,9664.0,2015,M,New York
4191,4191,Guomin,Deng,25-29,USA,1165,108,2:41:09,9669.0,2015,M,New York
4192,4192,Arjun,Pradhan,30-34,IND,30,109,2:41:09,9669.0,2015,M,New York
4193,4193,Dustin,Hicks,30-34,USA,1296,110,2:41:24,9684.0,2015,M,New York
4194,4194,Eddie,Higgins,30-34,USA,1297,111,2:41:34,9694.0,2015,M,New York
4195,4195,David,Fort,35-39,USA,1217,112,2:41:34,9694.0,2015,M,New York
4196,4196,Mary,Keitany,30-34,KEN,101,25,2:24:26,8666.0,2016,F,New York
4197,4197,Sally,Kipyego,30-34,KEN,108,35,2:28:01,8881.0,2016,F,New York
4198,4198,Molly,Huddle,30-34,USA,111,36,2:28:13,8893.0,2016,F,New York
4199,4199,Joyce,Chepkirui,25-29,KEN,104,39,2:29:08,8948.0,2016,F,New York
4200,4200,Diane,Nukuri,30-34,BDI,106,49,2:33:04,9184.0,2016,F,New York
4201,4201,Aselefech,Mergia,30-34,ETH,102,53,2:33:28,9208.0,2016,F,New York
4202,4202,Lanni,Marchant,30-34,CAN,110,57,2:33:50,9230.0,2016,F,New York
4203,4203,Neely,Gracey,25-29,USA,115,64,2:34:55,9295.0,2016,F,New York
4204,4204,Sara,Hall,30-34,USA,109,72,2:36:12,9372.0,2016,F,New York
4205,4205,Ayantu Dakebo,Hailemaryam,20-24,ETH,121,78,2:37:07,9427.0,2016,F,New York
4206,4206,Esther,Atkins,30-34,USA,117,79,2:37:11,9431.0,2016,F,New York
4207,4207,Dot,McMahan,40-44,USA,140,93,2:38:46,9526.0,2016,F,New York
4208,4208,Kellys,Arias,25-29,COL,116,97,2:39:14,9554.0,2016,F,New York
4209,4209,Gwen,Jorgensen,30-34,USA,112,115,2:41:01,9661.0,2016,F,New York
4210,4210,Laura,Manninen,40-44,FIN,143,117,2:41:08,9668.0,2016,F,New York
4211,4211,Kim,Conley,30-34,USA,125,120,2:41:38,9698.0,2016,F,New York
4212,4212,Kelly,Calway,30-34,USA,2637,142,2:42:37,9757.0,2016,F,New York
4213,4213,Emma,Nordling,30-34,SWE,128,192,2:45:22,9922.0,2016,F,New York
4214,4214,Samantha,Roecker,25-29,USA,290,196,2:45:29,9929.0,2016,F,New York
4215,4215,Hilary,Dionne,30-34,USA,120,197,2:45:31,9931.0,2016,F,New York
4216,4216,Janet,Bawcom,35-39,USA,107,269,2:48:13,10093.0,2016,F,New York
4217,4217,Dawn,Grunnagle,35-39,USA,134,319,2:49:37,10177.0,2016,F,New York
4218,4218,Jillian,Pollack,25-29,USA,285,333,2:50:06,10206.0,2016,F,New York
4219,4219,Meredith,Busman,20-24,USA,254,337,2:50:15,10215.0,2016,F,New York
4220,4220,Katie,Schiemann,30-34,USA,2401,377,2:51:24,10284.0,2016,F,New York
4221,4221,Nina,Zarina,25-29,USA,3314,381,2:51:41,10301.0,2016,F,New York
4222,4222,Sarah,Robinson,30-34,USA,130,386,2:51:50,10310.0,2016,F,New York
4223,4223,Eve,Marenghi,20-24,USA,4294,393,2:52:00,10320.0,2016,F,New York
4224,4224,Leah,Fitzgerald,30-34,AUS,3319,407,2:52:33,10353.0,2016,F,New York
4225,4225,Marie-Ange,Brumelot,20-24,FRA,253,419,2:52:48,10368.0,2016,F,New York
4226,4226,Jessica,Chichester,30-34,USA,256,449,2:53:30,10410.0,2016,F,New York
4227,4227,Elizabeth,Welch,25-29,USA,3435,471,2:54:02,10442.0,2016,F,New York
4228,4228,Karen,Jablonski,30-34,USA,2367,483,2:54:19,10459.0,2016,F,New York
4229,4229,Marilyn,Arsenault,45-49,CAN,148,484,2:54:19,10459.0,2016,F,New York
4230,4230,Candace,DeLong,25-29,USA,6245,496,2:54:34,10474.0,2016,F,New York
4231,4231,Ana,Johnson,30-34,USA,269,510,2:54:54,10494.0,2016,F,New York
4232,4232,Kirsten,Molloy,35-39,AUS,127,514,2:54:59,10499.0,2016,F,New York
4233,4233,Kristen,Lawrence,35-39,USA,131,516,2:55:03,10503.0,2016,F,New York
4234,4234,Alyssa,Bloomquist,25-29,USA,2605,531,2:55:19,10519.0,2016,F,New York
4235,4235,Rachael,Keller,20-24,USA,274,535,2:55:25,10525.0,2016,F,New York
4236,4236,Katherine,Telfeyan,25-29,USA,5251,543,2:55:36,10536.0,2016,F,New York
4237,4237,Sarah,Hallas,35-39,USA,266,551,2:55:44,10544.0,2016,F,New York
4238,4238,Monica,Prelle,35-39,USA,287,561,2:55:48,10548.0,2016,F,New York
4239,4239,Monica,Folts,30-34,USA,2373,591,2:56:26,10586.0,2016,F,New York
4240,4240,Chandler,Rainey,30-34,USA,288,609,2:56:42,10602.0,2016,F,New York
4241,4241,Sheri,Piers,45-49,USA,145,626,2:57:00,10620.0,2016,F,New York
4242,4242,Elizabeth,Hannon,30-34,USA,6203,638,2:57:15,10635.0,2016,F,New York
4243,4243,Kamilla,Pontes,35-39,BRA,3776,641,2:57:18,10638.0,2016,F,New York
4244,4244,Elizabeth,Goya,40-44,USA,264,647,2:57:21,10641.0,2016,F,New York
4245,4245,Caroline,Lefrak,30-34,USA,122,646,2:57:21,10641.0,2016,F,New York
4246,4246,Diane,Maquet,35-39,FRA,3744,662,2:57:33,10653.0,2016,F,New York
4247,4247,Lauren,Dorsky,20-24,USA,3798,713,2:58:02,10682.0,2016,F,New York
4248,4248,Alanna,Poretta,20-24,USA,286,719,2:58:11,10691.0,2016,F,New York
4249,4249,Kalliope,White,25-29,USA,298,721,2:58:11,10691.0,2016,F,New York
4250,4250,Angela,Tieri,30-34,USA,295,731,2:58:14,10694.0,2016,F,New York
4251,4251,Katie,McGrath,30-34,USA,2097,747,2:58:23,10703.0,2016,F,New York
4252,4252,Eva,Schiefloe,50-54,NOR,3580,765,2:58:33,10713.0,2016,F,New York
4253,4253,Kylen,Cieslak,25-29,USA,869,767,2:58:34,10714.0,2016,F,New York
4254,4254,Maria,Peralta,35-39,ARG,123,788,2:58:57,10737.0,2016,F,New York
4255,4255,Carly,Gill,25-29,USA,263,797,2:59:01,10741.0,2016,F,New York
4256,4256,Beth,Mayer,30-34,USA,3373,800,2:59:03,10743.0,2016,F,New York
4257,4257,Danielle,Sansonetti,35-39,AUS,291,807,2:59:05,10745.0,2016,F,New York
4258,4258,Sandy,Medeiros,40-44,USA,4001,819,2:59:11,10751.0,2016,F,New York
4259,4259,Kelsey,Markham,25-29,USA,280,856,2:59:34,10774.0,2016,F,New York
4260,4260,Alexandra,Niles,30-34,USA,129,865,2:59:38,10778.0,2016,F,New York
4261,4261,Andrea,Karl,20-24,USA,3054,870,2:59:41,10781.0,2016,F,New York
4262,4262,Brigette,Kolson,30-34,USA,611,909,3:00:13,10813.0,2016,F,New York
4263,4263,Josefine,Antonsson,30-34,SWE,4968,915,3:00:18,10818.0,2016,F,New York
4264,4264,Paola,Fierro,35-39,COL,4053,921,3:00:26,10826.0,2016,F,New York
4265,4265,Locky,Trachsel,45-49,USA,296,930,3:00:37,10837.0,2016,F,New York
4266,4266,Jane,Seo,25-29,USA,626,942,3:00:42,10842.0,2016,F,New York
4267,4267,Katherine,Owens,35-39,GBR,5235,993,3:01:24,10884.0,2016,F,New York
4268,4268,Femke,Klous,40-44,NED,276,"1,009",3:01:42,10902.0,2016,F,New York
4269,4269,Michaela,Spannaus,20-24,USA,766,"1,030",3:02:06,10926.0,2016,F,New York
4270,4270,Alysia,Dusseau,30-34,USA,260,"1,049",3:02:28,10948.0,2016,F,New York
4271,4271,Daniela,Burton,30-34,AUS,7574,"1,064",3:02:48,10968.0,2016,F,New York
4272,4272,Meredith,Placer,30-34,USA,2334,"1,074",3:02:54,10974.0,2016,F,New York
4273,4273,Corinne,Fitzgerald,25-29,USA,262,"1,084",3:03:06,10986.0,2016,F,New York
4274,4274,Kelly,Whittaker,30-34,USA,17085,"1,094",3:03:20,11000.0,2016,F,New York
4275,4275,Ericka,Mason,25-29,USA,3489,"1,111",3:03:36,11016.0,2016,F,New York
4276,4276,Carla,McAlister,40-44,USA,281,"1,126",3:03:46,11026.0,2016,F,New York
4277,4277,Zandra,Walton,25-29,USA,7499,"1,131",3:03:50,11030.0,2016,F,New York
4278,4278,Karolina,Wasniewska,35-39,POL,4581,"1,144",3:03:59,11039.0,2016,F,New York
4279,4279,Samantha,Creath,25-29,USA,619,"1,146",3:04:02,11042.0,2016,F,New York
4280,4280,Tara,Klassen,40-44,CAN,5215,"1,152",3:04:09,11049.0,2016,F,New York
4281,4281,Katherine,Carrington,25-29,USA,255,"1,164",3:04:16,11056.0,2016,F,New York
4282,4282,Allison,Pitt,25-29,USA,5557,"1,176",3:04:26,11066.0,2016,F,New York
4283,4283,Stephanie,Bourqui,40-44,SUI,4218,"1,181",3:04:30,11070.0,2016,F,New York
4284,4284,Jennifer,Walton,30-34,USA,3163,"1,197",3:04:45,11085.0,2016,F,New York
4285,4285,DeeAnn,Johnson,45-49,USA,271,"1,207",3:04:52,11092.0,2016,F,New York
4286,4286,Alison,Gurney,25-29,USA,874,"1,218",3:05:01,11101.0,2016,F,New York
4287,4287,Ingrid,Lopergolo,45-49,FRA,278,"1,225",3:05:06,11106.0,2016,F,New York
4288,4288,Regina,Procházková,30-34,CZE,5408,"1,231",3:05:12,11112.0,2016,F,New York
4289,4289,Iris,Klein,40-44,USA,4973,"1,232",3:05:13,11113.0,2016,F,New York
4290,4290,Melina,Buck,30-34,USA,6616,"1,234",3:05:14,11114.0,2016,F,New York
4291,4291,Sarah,Hanley,25-29,GBR,15782,"1,239",3:05:20,11120.0,2016,F,New York
4292,4292,Jamie,Pendleton,35-39,USA,6202,"1,247",3:05:21,11121.0,2016,F,New York
4293,4293,Kaitlynn,Saldanha,25-29,USA,6131,"1,274",3:05:49,11149.0,2016,F,New York
4294,4294,Meghan,Houser,25-29,USA,5387,"1,279",3:05:52,11152.0,2016,F,New York
4295,4295,Ghirmay,Ghebreslassie,20-24,ERI,2,1,2:07:51,7671.0,2016,M,New York
4296,4296,Lucas,Rotich,25-29,KEN,5,2,2:08:53,7733.0,2016,M,New York
4297,4297,Abdi,Abdirahman,35-39,USA,16,3,2:11:23,7883.0,2016,M,New York
4298,4298,Hiroyuki,Yamamoto,30-34,JPN,11,4,2:11:49,7909.0,2016,M,New York
4299,4299,Shadrack,Biwott,30-34,USA,14,5,2:12:01,7921.0,2016,M,New York
4300,4300,Tadesse Yae,Dabi,25-29,ETH,246,6,2:13:06,7986.0,2016,M,New York
4301,4301,Moses,Kipsiro,30-34,UGA,6,7,2:14:18,8058.0,2016,M,New York
4302,4302,Tyler,Pennel,25-29,USA,12,8,2:15:09,8109.0,2016,M,New York
4303,4303,Ben,Payne,35-39,USA,20,9,2:15:46,8146.0,2016,M,New York
4304,4304,Patrick,Smyth,30-34,USA,18,10,2:16:34,8194.0,2016,M,New York
4305,4305,Craig,Leon,30-34,USA,8,11,2:17:14,8234.0,2016,M,New York
4306,4306,Musa Babo,Ido,25-29,ETH,210,12,2:17:57,8277.0,2016,M,New York
4307,4307,Christo,Landry,30-34,USA,10,13,2:19:14,8354.0,2016,M,New York
4308,4308,Brendan,Martin,25-29,USA,25,14,2:19:34,8374.0,2016,M,New York
4309,4309,Senbeto Geneti,Guteta,20-24,ETH,216,15,2:20:01,8401.0,2016,M,New York
4310,4310,Mariano,Mastromarino,30-34,ARG,28,16,2:20:08,8408.0,2016,M,New York
4311,4311,Matthew,Llano,25-29,USA,15,17,2:20:15,8415.0,2016,M,New York
4312,4312,Werkuneh Seyoum,Aboye,30-34,ETH,241,18,2:20:54,8454.0,2016,M,New York
4313,4313,Tim,Ritchie,25-29,USA,17,19,2:21:09,8469.0,2016,M,New York
4314,4314,Harbert,Okuti,30-34,UGA,29,20,2:21:27,8487.0,2016,M,New York
4315,4315,Jesper,Faurschou,30-34,DEN,23,21,2:22:00,8520.0,2016,M,New York
4316,4316,Giovanni,Gualdi,35-39,ITA,26,22,2:22:10,8530.0,2016,M,New York
4317,4317,Suleman Abrar,Shifa,20-24,ETH,201,23,2:23:25,8605.0,2016,M,New York
4318,4318,Michael,Cassidy,30-34,USA,33,24,2:24:02,8642.0,2016,M,New York
4319,4319,John,Dewitt,25-29,USA,24,26,2:24:35,8675.0,2016,M,New York
4320,4320,Fredison,Costa,35-39,BRA,209,27,2:25:34,8734.0,2016,M,New York
4321,4321,Tyler,McCandless,30-34,USA,22,28,2:25:56,8756.0,2016,M,New York
4322,4322,Jeffrey,Stein,30-34,USA,243,29,2:26:39,8799.0,2016,M,New York
4323,4323,Yohann,Pruvot,30-34,FRA,1635,30,2:26:50,8810.0,2016,M,New York
4324,4324,Jerry,Faulkner,35-39,USA,32,31,2:27:01,8821.0,2016,M,New York
4325,4325,Zachary,Ornelas,25-29,USA,30,32,2:27:02,8822.0,2016,M,New York
4326,4326,Charles,Remillard,20-24,USA,238,33,2:27:09,8829.0,2016,M,New York
4327,4327,Bernard,Dematteis,30-34,ITA,34,34,2:27:42,8862.0,2016,M,New York
4328,4328,Matt,Hensley,25-29,USA,31,37,2:28:24,8904.0,2016,M,New York
4329,4329,Roger,Konigs,35-39,BEL,247,38,2:29:02,8942.0,2016,M,New York
4330,4330,Miguel Ferrer,Muro,35-39,ESP,1633,40,2:29:12,8952.0,2016,M,New York
4331,4331,Fabrice,Evrard,35-39,FRA,1638,41,2:29:45,8985.0,2016,M,New York
4332,4332,Jeroen,Veldhuis,40-44,NED,245,42,2:29:50,8990.0,2016,M,New York
4333,4333,Brian,Finnel,25-29,USA,213,43,2:30:07,9007.0,2016,M,New York
4334,4334,Matthew,Lawder,25-29,USA,225,44,2:30:39,9039.0,2016,M,New York
4335,4335,Max,Haines-Stiles,30-34,USA,220,45,2:30:41,9041.0,2016,M,New York
4336,4336,Adrien,Guiomar,30-34,FRA,219,46,2:30:44,9044.0,2016,M,New York
4337,4337,Trevor,Middleton,30-34,USA,229,47,2:32:37,9157.0,2016,M,New York
4338,4338,Adrien,Bouvet,30-34,FRA,9631,48,2:32:40,9160.0,2016,M,New York
4339,4339,Michael,Wardian,40-44,USA,42,50,2:33:18,9198.0,2016,M,New York
4340,4340,Kevin,Hoyt,25-29,USA,1095,51,2:33:24,9204.0,2016,M,New York
4341,4341,Thomas,Petersen,25-29,USA,1102,52,2:33:26,9206.0,2016,M,New York
4342,4342,Andrew,Madison,25-29,USA,1037,54,2:33:33,9213.0,2016,M,New York
4343,4343,Nicholas,Roosa,30-34,USA,1054,55,2:33:38,9218.0,2016,M,New York
4344,4344,Francis,Maundu,35-39,KEN,221,56,2:33:40,9220.0,2016,M,New York
4345,4345,Christopher,Legh,40-44,USA,1366,58,2:34:19,9259.0,2016,M,New York
4346,4346,Brendon,O'Leary,30-34,USA,233,59,2:34:33,9273.0,2016,M,New York
4347,4347,Jan,Mueller,35-39,GER,1077,60,2:34:40,9280.0,2016,M,New York
4348,4348,Ben,Cole,30-34,GBR,1053,61,2:34:41,9281.0,2016,M,New York
4349,4349,Dougie,Coffed,30-34,USA,1109,62,2:34:42,9282.0,2016,M,New York
4350,4350,David,Roeske,35-39,USA,624,63,2:34:49,9289.0,2016,M,New York
4351,4351,Hugh,Parker,25-29,USA,236,65,2:35:21,9321.0,2016,M,New York
4352,4352,Gert,Theunis,40-44,BEL,1062,66,2:35:27,9327.0,2016,M,New York
4353,4353,Manuelito,Figueroa,30-34,PER,1103,67,2:35:36,9336.0,2016,M,New York
4354,4354,Shuai,Yang,25-29,CHN,1637,68,2:35:50,9350.0,2016,M,New York
4355,4355,Tim,Harder,30-34,USA,1071,69,2:35:55,9355.0,2016,M,New York
4356,4356,Gilles,Rubio,35-39,FRA,1076,70,2:36:05,9365.0,2016,M,New York
4357,4357,Justin,Kurek,35-39,CAN,224,71,2:36:07,9367.0,2016,M,New York
4358,4358,Danny,Machmueller,25-29,USA,228,73,2:36:29,9389.0,2016,M,New York
4359,4359,Hugo,Catrileo,18-19,CHI,1190,74,2:36:39,9399.0,2016,M,New York
4360,4360,George,Darden,40-44,USA,779,75,2:36:47,9407.0,2016,M,New York
4361,4361,Jeremiah,Estes,35-39,USA,802,76,2:36:47,9407.0,2016,M,New York
4362,4362,Rob,Watson,30-34,CAN,21,77,2:36:48,9408.0,2016,M,New York
4363,4363,Clayton,Pierce,20-24,USA,1153,80,2:37:26,9446.0,2016,M,New York
4364,4364,Nathanael,Bordes,40-44,FRA,206,81,2:37:35,9455.0,2016,M,New York
4365,4365,Carlo,Agostinetto,35-39,ITA,202,82,2:37:40,9460.0,2016,M,New York
4366,4366,Ernesto,Ramirez,25-29,USA,1101,83,2:37:47,9467.0,2016,M,New York
4367,4367,Martin,Dematteis,30-34,ITA,35,84,2:37:57,9477.0,2016,M,New York
4368,4368,Aaqib,Syed,20-24,USA,2626,85,2:37:57,9477.0,2016,M,New York
4369,4369,Philip,Shaw,30-34,USA,1149,86,2:38:02,9482.0,2016,M,New York
4370,4370,David,Lukas,20-24,USA,3606,87,2:38:02,9482.0,2016,M,New York
4371,4371,Jordan,Andersen,30-34,USA,1169,88,2:38:11,9491.0,2016,M,New York
4372,4372,Ben,Leese,35-39,USA,227,89,2:38:22,9502.0,2016,M,New York
4373,4373,Farid,Hasnaoui,40-44,FRA,1641,90,2:38:34,9514.0,2016,M,New York
4374,4374,Timothy,Bowen,30-34,IRL,1325,91,2:38:38,9518.0,2016,M,New York
4375,4375,Piergiorgio,Conti,45-49,ITA,200,92,2:38:39,9519.0,2016,M,New York
4376,4376,Alexander,Walsh,40-44,USA,738,94,2:39:01,9541.0,2016,M,New York
4377,4377,Euan,Geddes,40-44,GBR,1246,95,2:39:03,9543.0,2016,M,New York
4378,4378,Irondino,Martins,40-44,FRA,1628,96,2:39:12,9552.0,2016,M,New York
4379,4379,Akira,Sakaguchi,30-34,JPN,1074,98,2:39:25,9565.0,2016,M,New York
4380,4380,Hermann,Achmueller,45-49,ITA,203,99,2:39:26,9566.0,2016,M,New York
4381,4381,Stephane,Righetti,25-29,FRA,4834,100,2:39:28,9568.0,2016,M,New York
4382,4382,Jonathon,Laurie,30-34,AUS,1032,101,2:39:35,9575.0,2016,M,New York
4383,4383,Fabian,Meier,30-34,SUI,4632,102,2:39:36,9576.0,2016,M,New York
4384,4384,Norberto,Robles,25-29,USA,1031,103,2:39:38,9578.0,2016,M,New York
4385,4385,Hunter,Hall,25-29,USA,222,104,2:39:46,9586.0,2016,M,New York
4386,4386,John,Campagna,20-24,USA,1132,105,2:40:24,9624.0,2016,M,New York
4387,4387,Cory,Helder,25-29,USA,647,106,2:40:24,9624.0,2016,M,New York
4388,4388,Alec,DePaolis,20-24,USA,1543,107,2:40:44,9644.0,2016,M,New York
4389,4389,Sjur,Molstad,30-34,NOR,1208,108,2:40:49,9649.0,2016,M,New York
4390,4390,Ian,Blackwell,25-29,USA,1052,109,2:40:50,9650.0,2016,M,New York
4391,4391,Vidar,Hansen,35-39,NOR,2712,110,2:40:51,9651.0,2016,M,New York
4392,4392,Sam,Teigen,40-44,USA,759,111,2:40:52,9652.0,2016,M,New York
4393,4393,Turner,Zamore,30-34,USA,1326,112,2:40:56,9656.0,2016,M,New York
4394,4394,Shalane,Flanagan,35-39,USA,108,20,2:26:53,8813.0,2017,F,New York
4395,4395,Mary,Keitany,35-39,KEN,101,24,2:27:54,8874.0,2017,F,New York
4396,4396,Mamitu,Daska,30-34,ETH,105,26,2:28:08,8888.0,2017,F,New York
4397,4397,Edna,Kiplagat,35-39,KEN,102,32,2:29:36,8976.0,2017,F,New York
4398,4398,Allie,Kieffer,30-34,USA,126,33,2:29:39,8979.0,2017,F,New York
4399,4399,Sara,Dossena,30-34,ITA,120,34,2:29:39,8979.0,2017,F,New York
4400,4400,Eva,Vrabcova,30-34,CZE,117,36,2:29:41,8981.0,2017,F,New York
4401,4401,Kellyn,Taylor,30-34,USA,114,38,2:29:56,8996.0,2017,F,New York
4402,4402,Diane,Nukuri,30-34,BDI,106,47,2:31:21,9081.0,2017,F,New York
4403,4403,Stephanie,Bruce,30-34,USA,116,52,2:31:44,9104.0,2017,F,New York
4404,4404,Buzunesh,Deba,30-34,ETH,109,57,2:32:01,9121.0,2017,F,New York
4405,4405,Christelle,Daunay,40-44,FRA,111,58,2:32:09,9129.0,2017,F,New York
4406,4406,Aliphine,Tuliamuk,25-29,USA,115,67,2:33:18,9198.0,2017,F,New York
4407,4407,Emma,Quaglia,35-39,ITA,132,72,2:34:10,9250.0,2017,F,New York
4408,4408,Serkalem Biset,Abrha,30-34,ETH,119,76,2:34:23,9263.0,2017,F,New York
4409,4409,Askale,Merachi,30-34,ETH,123,91,2:36:38,9398.0,2017,F,New York
4410,4410,Adriana Aparecida Da,Silva,35-39,BRA,118,102,2:37:22,9442.0,2017,F,New York
4411,4411,Jessica,Augusto,35-39,POR,110,105,2:37:33,9453.0,2017,F,New York
4412,4412,Belaynesh,Fikadu,30-34,USA,131,126,2:39:01,9541.0,2017,F,New York
4413,4413,Laurie,Knowles,40-44,USA,122,140,2:40:09,9609.0,2017,F,New York
4414,4414,Angela,Ortiz,35-39,USA,494,186,2:42:52,9772.0,2017,F,New York
4415,4415,Kaoru,Nagao,25-29,JPN,112,223,2:44:26,9866.0,2017,F,New York
4416,4416,Kate,Pallardy,30-34,USA,128,231,2:44:48,9888.0,2017,F,New York
4417,4417,Jeanne,Mack,25-29,USA,2391,255,2:45:20,9920.0,2017,F,New York
4418,4418,Charlotte,Karlsson,30-34,SWE,135,268,2:45:52,9952.0,2017,F,New York
4419,4419,Beverly,Ramos,30-34,PUR,124,296,2:46:45,10005.0,2017,F,New York
4420,4420,Manuela,Soccol,25-29,BEL,125,307,2:47:04,10024.0,2017,F,New York
4421,4421,Gloria,Giudici,30-34,ITA,127,318,2:47:30,10050.0,2017,F,New York
4422,4422,Rachael,Keller,25-29,USA,489,321,2:47:35,10055.0,2017,F,New York
4423,4423,Ana,Johnson,35-39,USA,492,398,2:49:37,10177.0,2017,F,New York
4424,4424,Amanda,Marino,25-29,USA,133,408,2:49:44,10184.0,2017,F,New York
4425,4425,Francesca,DeLucia,25-29,USA,501,418,2:49:59,10199.0,2017,F,New York
4426,4426,Samantha,Creath,25-29,USA,509,424,2:50:04,10204.0,2017,F,New York
4427,4427,Katarina,Janosikova,35-39,SVK,490,425,2:50:05,10205.0,2017,F,New York
4428,4428,Anja,Gruber,25-29,GER,4755,474,2:51:11,10271.0,2017,F,New York
4429,4429,TAMARA SANFABIO,RODRIGUEZ,35-39,ESP,1653,551,2:53:01,10381.0,2017,F,New York
4430,4430,Marie-Ange,Brumelot,20-24,FRA,137,552,2:53:02,10382.0,2017,F,New York
4431,4431,randi,burnett,30-34,USA,4083,553,2:53:02,10382.0,2017,F,New York
4432,4432,Katie,Moraczewski,25-29,USA,502,565,2:53:19,10399.0,2017,F,New York
4433,4433,Caitlyn,Tateishi,30-34,USA,3238,583,2:53:38,10418.0,2017,F,New York
4434,4434,Mia,Behm,25-29,USA,4036,610,2:53:59,10439.0,2017,F,New York
4435,4435,Diana,Golek,30-34,POL,3098,650,2:54:42,10482.0,2017,F,New York
4436,4436,Holly,Davis,20-24,USA,2144,665,2:54:52,10492.0,2017,F,New York
4437,4437,Camille,Matonis,20-24,USA,546,676,2:55:04,10504.0,2017,F,New York
4438,4438,Ashley,Benson,30-34,USA,6297,701,2:55:25,10525.0,2017,F,New York
4439,4439,Marisa,Cummings,25-29,USA,136,709,2:55:34,10534.0,2017,F,New York
4440,4440,Miranda,Boonstra,45-49,NED,140,712,2:55:36,10536.0,2017,F,New York
4441,4441,Lizzy,Gregory,20-24,USA,545,715,2:55:39,10539.0,2017,F,New York
4442,4442,Susie,Rivard,30-34,USA,138,783,2:56:47,10607.0,2017,F,New York
4443,4443,Jordan,Snyder,25-29,USA,504,796,2:56:57,10617.0,2017,F,New York
4444,4444,Diana,Bogantes,25-29,CRC,3626,797,2:56:58,10618.0,2017,F,New York
4445,4445,Jennifer,Murphy,25-29,USA,714,804,2:57:05,10625.0,2017,F,New York
4446,4446,Veronica Clemens,Tysseland,35-39,USA,530,808,2:57:10,10630.0,2017,F,New York
4447,4447,Alexandra,Cadicamo,25-29,USA,130,847,2:57:40,10660.0,2017,F,New York
4448,4448,Sara,Trane,30-34,SWE,2672,857,2:57:49,10669.0,2017,F,New York
4449,4449,Julia,Rhie,35-39,USA,5297,858,2:57:49,10669.0,2017,F,New York
4450,4450,Andrea,Cadavid,25-29,USA,5690,860,2:57:50,10670.0,2017,F,New York
4451,4451,Kristen,Leslie,30-34,USA,2889,897,2:58:08,10688.0,2017,F,New York
4452,4452,Marie,Schultz,35-39,DEN,2000,914,2:58:23,10703.0,2017,F,New York
4453,4453,Mandy,Dohren,35-39,GBR,2613,918,2:58:26,10706.0,2017,F,New York
4454,4454,Eva,Schiefloe,50-54,NOR,3582,933,2:58:35,10715.0,2017,F,New York
4455,4455,Julia,Buford,25-29,USA,5149,935,2:58:36,10716.0,2017,F,New York
4456,4456,mary,bida,20-24,USA,522,961,2:58:50,10730.0,2017,F,New York
4457,4457,Rachel,Krasich,30-34,USA,2150,965,2:58:52,10732.0,2017,F,New York
4458,4458,Meagan,Boucher,25-29,USA,2292,975,2:58:56,10736.0,2017,F,New York
4459,4459,Alysia,Dusseau,30-34,USA,500,985,2:59:01,10741.0,2017,F,New York
4460,4460,Rebecca,Carrasco,35-39,GBR,702,987,2:59:03,10743.0,2017,F,New York
4461,4461,Erin,Lamb,25-29,USA,841,"1,003",2:59:10,10750.0,2017,F,New York
4462,4462,Reilly,Kiernan,25-29,USA,491,"1,014",2:59:16,10756.0,2017,F,New York
4463,4463,Brenda,Hodge,45-49,USA,518,"1,027",2:59:23,10763.0,2017,F,New York
4464,4464,Sara,Lasker,25-29,USA,5807,"1,049",2:59:36,10776.0,2017,F,New York
4465,4465,Renee,Lane,40-44,AUS,2839,"1,059",2:59:41,10781.0,2017,F,New York
4466,4466,FLORENCIA,ESTEVEZ,30-34,ARG,3350,"1,061",2:59:43,10783.0,2017,F,New York
4467,4467,Tammy,Richards,40-44,USA,535,"1,065",2:59:46,10786.0,2017,F,New York
4468,4468,Lauren,Larson-Long,25-29,USA,7528,"1,077",2:59:51,10791.0,2017,F,New York
4469,4469,Magdalena,Bialorczyk,45-49,POL,5291,"1,083",2:59:56,10796.0,2017,F,New York
4470,4470,denise,cavallini,35-39,ITA,2044,"1,093",3:00:02,10802.0,2017,F,New York
4471,4471,Danielle,Sansonetti,35-39,AUS,525,"1,096",3:00:05,10805.0,2017,F,New York
4472,4472,Lauren,Dorsky,20-24,USA,513,"1,142",3:00:49,10849.0,2017,F,New York
4473,4473,Laurence,Yerly,45-49,SUI,2269,"1,174",3:01:18,10878.0,2017,F,New York
4474,4474,Shalaleh,Tarbiat,35-39,CAN,5287,"1,177",3:01:24,10884.0,2017,F,New York
4475,4475,Melina,Buck,30-34,USA,5643,"1,179",3:01:26,10886.0,2017,F,New York
4476,4476,Catarina,Malmberg,25-29,SWE,5206,"1,180",3:01:28,10888.0,2017,F,New York
4477,4477,Amber,Dermyre,25-29,USA,534,"1,197",3:01:44,10904.0,2017,F,New York
4478,4478,Kimberly,Ridini,25-29,USA,3503,"1,219",3:02:09,10929.0,2017,F,New York
4479,4479,Meghan,Houser,25-29,USA,5237,"1,223",3:02:15,10935.0,2017,F,New York
4480,4480,Jenessa,Rose,25-29,USA,7572,"1,245",3:02:39,10959.0,2017,F,New York
