Last Name,First Name,Division,Country,BIB,Overall Place,Time,seconds,Year,Gender,marathon
Lindquist,Jackson,30-34,USA,633,100,2:26:37,8797.0,2023,M,Chicago
Dialynas,Thomas,30-34,USA,830,101,2:26:42,8802.0,2023,M,Chicago
Sugai,Hirohito,25-29,JPN,770,102,2:26:47,8807.0,2023,M,Chicago
Kebede,Sutume Asefa,25-29,ETH,105,103,2:26:49,8809.0,2023,F,Chicago
Hernandez Escalona,Ismain,30-34,MEX,572,104,2:26:50,8810.0,2023,M,Chicago
Castellani,Michael,30-34,USA,457,105,2:26:50,8810.0,2023,M,Chicago
O'Connor,Nathan,20-24,USA,695,106,2:26:58,8818.0,2023,M,Chicago
Mbelenzi,Dennis,40-44,CAN,659,107,2:27:09,8829.0,2023,M,Chicago
Larson,Korey,40-44,USA,627,108,2:27:15,8835.0,2023,M,Chicago
Villanueva,Jorge,25-29,USA,794,109,2:27:18,8838.0,2023,M,Chicago
Tesselaar,Tim,25-29,NED,1028,110,2:27:20,8840.0,2023,M,Chicago
Salvador,Xavier,25-29,USA,19110,111,2:27:23,8843.0,2023,M,Chicago
Mora,Connor,25-29,USA,681,112,2:27:23,8843.0,2023,M,Chicago
Trimble,Luke,30-34,USA,7039,113,2:27:26,8846.0,2023,M,Chicago
Keinath,Moritz,30-34,SUI,5073,114,2:27:27,8847.0,2023,M,Chicago
Furcich,Justin,25-29,USA,18127,115,2:27:28,8848.0,2023,M,Chicago
Scott,Dominique,30-34,RSA,123,116,2:27:31,8851.0,2023,F,Chicago
Soszka,Marcin,40-44,POL,861,117,2:27:34,8854.0,2023,M,Chicago
Desvernine,Stephen,35-39,USA,499,118,2:27:34,8854.0,2023,M,Chicago
Linden,Desiree,40-44,USA,110,119,2:27:35,8855.0,2023,F,Chicago
Kuvin,Alex,25-29,USA,8079,120,2:27:36,8856.0,2023,M,Chicago
Bocher,Ben,40-44,USA,430,121,2:27:38,8858.0,2023,M,Chicago
Broadbent,Logan,35-39,USA,871,122,2:28:06,8886.0,2023,M,Chicago
Nelson,Craig,25-29,USA,869,123,2:28:09,8889.0,2023,M,Chicago
Procknow,Adam,25-29,USA,721,124,2:28:19,8899.0,2023,M,Chicago
Tyner,Alexander,25-29,USA,852,125,2:28:21,8901.0,2023,M,Chicago
Montoya,Maggie,30-34,USA,122,126,2:28:22,8902.0,2023,F,Chicago
Gardner,Charles,20-24,USA,537,127,2:28:23,8903.0,2023,M,Chicago
Hendrix,Austin,30-34,USA,848,128,2:28:29,8909.0,2023,M,Chicago
Kalbfleisch,Alan,30-34,CAN,18151,129,2:28:32,8912.0,2023,M,Chicago
Goldberg,Alex,25-29,USA,543,130,2:28:32,8912.0,2023,M,Chicago
Rink,Derek,25-29,USA,732,131,2:28:40,8920.0,2023,M,Chicago
Caligiuri,John-Paul,40-44,AUS,25022,132,2:28:41,8921.0,2023,M,Chicago
Symonds,Cody,25-29,USA,6065,133,2:28:45,8925.0,2023,M,Chicago
Hinrichsen,Erik,30-34,USA,576,134,2:28:47,8927.0,2023,M,Chicago
Arthur,Jeremy,35-39,USA,408,135,2:28:49,8929.0,2023,M,Chicago
Schroeder,Adam,35-39,USA,752,136,2:29:04,8944.0,2023,M,Chicago
Bouvier,Frederic,40-44,FRA,20162,137,2:29:06,8946.0,2023,M,Chicago
Visse,Chantz,20-24,USA,797,138,2:29:07,8947.0,2023,M,Chicago
Boyle,Travis,40-44,AUS,25024,139,2:29:07,8947.0,2023,M,Chicago
Biondo,Frankie,25-29,USA,427,140,2:29:08,8948.0,2023,M,Chicago
Rideout,Ken,50-54,USA,864,141,2:29:10,8950.0,2023,M,Chicago
Kopec,Wojciech,35-39,POL,617,142,2:29:13,8953.0,2023,M,Chicago
Musumeci,Nicholas,35-39,USA,9058,143,2:29:15,8955.0,2023,M,Chicago
Hauk,Ben,25-29,USA,8026,144,2:29:24,8964.0,2023,M,Chicago
Nicewicz,Sebastian,30-34,USA,691,145,2:29:25,8965.0,2023,M,Chicago
Ferraz,Lucas,30-34,BRA,2020,146,2:29:26,8966.0,2023,M,Chicago
O'Reilly,Sean,30-34,USA,7174,147,2:29:32,8972.0,2023,M,Chicago
Wyatt,Brian,30-34,USA,18164,148,2:29:32,8972.0,2023,M,Chicago
Alexander,Jacob,30-34,USA,19127,149,2:29:34,8974.0,2023,M,Chicago
Krispel,Yaniv,40-44,ISR,25228,150,2:29:34,8974.0,2023,M,Chicago
Plocher,Jacob,20-24,USA,9001,151,2:29:35,8975.0,2023,M,Chicago
Porebski,Thomas,40-44,GER,25189,152,2:29:37,8977.0,2023,M,Chicago
Blas,Wayne,45-49,USA,25597,153,2:29:38,8978.0,2023,M,Chicago
Kusak,Matt,20-24,USA,21107,154,2:29:39,8979.0,2023,M,Chicago
Kopp,Herbert,35-39,AUT,1162,155,2:29:39,8979.0,2023,M,Chicago
Ye,Andrew,20-24,USA,19049,156,2:29:42,8982.0,2023,M,Chicago
Matejka,Matthew,25-29,USA,10117,157,2:29:45,8985.0,2023,M,Chicago
Soufane,Jamal,30-34,BRA,1200,158,2:29:45,8985.0,2023,M,Chicago
Dennis,Alex,25-29,USA,498,159,2:29:47,8987.0,2023,M,Chicago
SooHoo,Zach,25-29,USA,9128,160,2:29:48,8988.0,2023,M,Chicago
Porst,Christopher,30-34,USA,719,161,2:29:52,8992.0,2023,M,Chicago
Peterson,Daniel,20-24,USA,10013,162,2:29:54,8994.0,2023,M,Chicago
Spies,Wayne,50-54,AUS,25017,163,2:29:54,8994.0,2023,M,Chicago
Pagan,Edwin,35-39,USA,19150,164,2:29:58,8998.0,2023,M,Chicago
McGlinchey,Gavin,45-49,IRL,25210,165,2:30:06,9006.0,2023,M,Chicago
Baker,Josh,20-24,USA,1014,166,2:30:06,9006.0,2023,M,Chicago
Bickell,Nathan,30-34,USA,20081,167,2:30:08,9008.0,2023,M,Chicago
Van Ongeval,Tom,50-54,BEL,25040,168,2:30:14,9014.0,2023,M,Chicago
MacDonald,Sean,25-29,USA,642,169,2:30:14,9014.0,2023,M,Chicago
Burd,Ryan,25-29,USA,441,170,2:30:16,9016.0,2023,M,Chicago
Navarre,William,35-39,USA,20018,171,2:30:20,9020.0,2023,M,Chicago
Kolbus,Nathan,20-24,USA,615,172,2:30:23,9023.0,2023,M,Chicago
Davies,Fred,25-29,GBR,491,173,2:30:23,9023.0,2023,M,Chicago
Inak,Kamil,35-39,TUR,5085,174,2:30:27,9027.0,2023,M,Chicago
Pro,Stephan,45-49,USA,22042,175,2:30:29,9029.0,2023,M,Chicago
Zeha,Jeff,40-44,USA,819,176,2:30:29,9029.0,2023,M,Chicago
Weissensel,James,25-29,USA,800,177,2:30:31,9031.0,2023,M,Chicago
Sousa,Renato,30-34,POR,4197,178,2:30:32,9032.0,2023,M,Chicago
Burnham,Scott,30-34,USA,445,179,2:30:38,9038.0,2023,M,Chicago
Cyr,Olivier,30-34,CAN,2074,180,2:30:42,9042.0,2023,M,Chicago
Baumann,Lenny,20-24,USA,6191,181,2:30:43,9043.0,2023,M,Chicago
De Dios,Avelino,30-34,ESP,5051,182,2:30:45,9045.0,2023,M,Chicago
Battoo,Christopher,35-39,TTO,21060,183,2:30:48,9048.0,2023,M,Chicago
Schmieg,David,25-29,USA,6076,184,2:30:56,9056.0,2023,M,Chicago
Otero,Jean,30-34,PUR,841,185,2:30:58,9058.0,2023,M,Chicago
Evans,Luke,25-29,USA,6090,186,2:31:00,9060.0,2023,M,Chicago
Williams,Brandon,25-29,USA,10007,187,2:31:05,9065.0,2023,M,Chicago
Lynch,Tim,30-34,USA,640,188,2:31:06,9066.0,2023,M,Chicago
Goldslager,Andrew,20-24,USA,19185,189,2:31:11,9071.0,2023,M,Chicago
Barbour,Jack,20-24,USA,7109,190,2:31:14,9074.0,2023,M,Chicago
Coffey,Peter,30-34,USA,847,191,2:31:15,9075.0,2023,M,Chicago
Risseeuw,Lance,35-39,CAN,2150,192,2:31:17,9077.0,2023,M,Chicago
Junell,Chase,25-29,USA,8197,193,2:31:18,9078.0,2023,M,Chicago
Greeneway,Jacob,30-34,USA,9165,194,2:31:19,9079.0,2023,M,Chicago
Rynkowski,Pat,30-34,USA,9013,195,2:31:20,9080.0,2023,M,Chicago
Wang,Xianrong,40-44,CHN,19126,196,2:31:26,9086.0,2023,M,Chicago
Hoagland,Zachary,30-34,USA,578,197,2:31:27,9087.0,2023,M,Chicago
Eccher,Nick,25-29,USA,18023,198,2:31:28,9088.0,2023,M,Chicago
Delanis,Emeline,25-29,FRA,126,199,2:31:29,9089.0,2023,F,Chicago
Klingler,Kyle,25-29,USA,20011,200,2:31:30,9090.0,2023,M,Chicago
Penny,Blaine,45-49,CAN,25062,201,2:31:32,9092.0,2023,M,Chicago
Ndiwa,Stacy,30-34,KEN,125,202,2:31:34,9094.0,2023,F,Chicago
Kaehr,Andrew,30-34,USA,849,203,2:31:37,9097.0,2023,M,Chicago
Polansky,Micah,40-44,USA,717,204,2:31:41,9101.0,2023,M,Chicago
Kondracki,Kyle,25-29,USA,18003,205,2:31:43,9103.0,2023,M,Chicago
Gutmann,Paul,35-39,USA,8154,206,2:31:47,9107.0,2023,M,Chicago
Musgrave,Patrick,30-34,USA,7103,207,2:31:49,9109.0,2023,M,Chicago
Benjamin,Houri,30-34,FRA,3030,208,2:31:53,9113.0,2023,M,Chicago
Langlais,Raymond,20-24,USA,20113,209,2:31:56,9116.0,2023,M,Chicago
Lopez,Nestor,35-39,VEN,21030,210,2:31:58,9118.0,2023,M,Chicago
Lindquist,Bryan,30-34,USA,634,211,2:32:05,9125.0,2023,M,Chicago
Mulej,Janez,40-44,SLO,25405,212,2:32:06,9126.0,2023,M,Chicago
Sanabria Ortiz,Leonardo,40-44,COL,2195,213,2:32:13,9133.0,2023,M,Chicago
DiChiara,Tom,45-49,USA,500,214,2:32:14,9134.0,2023,M,Chicago
Pineda Morales,Guillermo,50-54,USA,22123,215,2:32:15,9135.0,2023,M,Chicago
Evans,David,25-29,USA,516,216,2:32:21,9141.0,2023,M,Chicago
Welch,James,25-29,USA,8091,217,2:32:29,9149.0,2023,M,Chicago
Teubner,Glenn,25-29,USA,20085,218,2:32:31,9151.0,2023,M,Chicago
Rowland,Nat,30-34,GBR,5198,219,2:32:37,9157.0,2023,M,Chicago
Ishikawa,Masami,40-44,JPN,25254,220,2:32:42,9162.0,2023,M,Chicago
Klug,Jacob,45-49,USA,22039,221,2:32:42,9162.0,2023,M,Chicago
Kinsella,John,40-44,IRL,609,222,2:32:46,9166.0,2023,M,Chicago
Rossi,Timothy,30-34,USA,20118,223,2:32:47,9167.0,2023,M,Chicago
McKenna,Nolan,25-29,USA,668,224,2:32:48,9168.0,2023,M,Chicago
Myers,Mark,25-29,USA,20013,225,2:32:50,9170.0,2023,M,Chicago
Izewski,Nate,25-29,USA,593,226,2:32:52,9172.0,2023,M,Chicago
Wenzel,Daniel,30-34,USA,9100,227,2:32:54,9174.0,2023,M,Chicago
Buzinsky,Adam,35-39,CAN,20086,228,2:32:56,9176.0,2023,M,Chicago
Norton,Joseph,35-39,USA,694,229,2:32:59,9179.0,2023,M,Chicago
Ignotas,Marius,35-39,LTU,4007,230,2:33:01,9181.0,2023,M,Chicago
Peters,Cameron,20-24,USA,19107,231,2:33:04,9184.0,2023,M,Chicago
Cutter,Patrick,30-34,USA,10185,232,2:33:08,9188.0,2023,M,Chicago
Malloy,Christopher,40-44,USA,645,233,2:33:08,9188.0,2023,M,Chicago
Dombi,Zachary,25-29,USA,505,234,2:33:10,9190.0,2023,M,Chicago
Jongh,Robert,50-54,NED,25357,235,2:33:10,9190.0,2023,M,Chicago
Dirdal,Oddvar,40-44,NOR,25362,236,2:33:17,9197.0,2023,M,Chicago
Marban,Albert,30-34,USA,8059,237,2:33:18,9198.0,2023,M,Chicago
Ferrari,Diego,35-39,BRA,2035,238,2:33:18,9198.0,2023,M,Chicago
Hohlman,Robert,25-29,USA,582,239,2:33:18,9198.0,2023,M,Chicago
Montoya,Alvaro,40-44,CHI,678,240,2:33:20,9200.0,2023,M,Chicago
Mercer,Dickson,40-44,USA,22154,241,2:33:21,9201.0,2023,M,Chicago
Monta,Juan Carlos,45-49,ESP,5039,242,2:33:26,9206.0,2023,M,Chicago
MacIntyre,Thomas,30-34,GBR,5180,243,2:33:26,9206.0,2023,M,Chicago
Zilio,Cesare,30-34,ITA,3159,244,2:33:28,9208.0,2023,M,Chicago
Santos,Leoander,30-34,BRA,23238,245,2:33:29,9209.0,2023,M,Chicago
Perez,Juan,25-29,USA,9198,246,2:33:32,9212.0,2023,M,Chicago
VanGampleare,Sam,25-29,USA,9076,247,2:33:33,9213.0,2023,M,Chicago
Hebda,Phil,35-39,USA,568,248,2:33:36,9216.0,2023,M,Chicago
Neville,Jonathan,30-34,GBR,5187,249,2:33:41,9221.0,2023,M,Chicago
Kenny,Ryan,40-44,USA,6174,250,2:33:42,9222.0,2023,M,Chicago
Lee,Jacob,25-29,USA,8132,251,2:33:42,9222.0,2023,M,Chicago
Chan,Pui Yuk,30-34,HKG,3112,252,2:33:42,9222.0,2023,M,Chicago
Whitelaw,Austin,30-34,USA,805,253,2:33:44,9224.0,2023,M,Chicago
Ritter,Steve,20-24,USA,19065,254,2:33:44,9224.0,2023,M,Chicago
Hamed,Ahmed,25-29,USA,1094,255,2:33:45,9225.0,2023,M,Chicago
Tanaka,Koji,45-49,JPN,25287,256,2:33:45,9225.0,2023,M,Chicago
Banfield,Aidan,20-24,GBR,1004,257,2:33:53,9233.0,2023,M,Chicago
Kunze,Jarrett,30-34,USA,18193,258,2:33:54,9234.0,2023,M,Chicago
Kahlefeldt,Jared,35-39,AUS,1156,259,2:33:58,9238.0,2023,M,Chicago
Broxup,Timothy,35-39,AUS,1153,260,2:33:59,9239.0,2023,M,Chicago
Jardim,Jackson,40-44,VEN,21029,261,2:33:59,9239.0,2023,M,Chicago
Salas,Daniel,25-29,USA,18160,262,2:34:06,9246.0,2023,M,Chicago
Doughty,Josh,20-24,USA,1018,263,2:34:06,9246.0,2023,M,Chicago
Quist,Pim,40-44,NED,21011,264,2:34:06,9246.0,2023,M,Chicago
Riggs,James,30-34,GBR,18157,265,2:34:08,9248.0,2023,M,Chicago
Coffin,Wade,30-34,USA,7117,266,2:34:11,9251.0,2023,M,Chicago
Litowitz,Jack,25-29,USA,10112,267,2:34:11,9251.0,2023,M,Chicago
Matte Jr,Frank,30-34,USA,19165,268,2:34:18,9258.0,2023,M,Chicago
Araya Ruiz,Kenneth,25-29,CRC,3010,269,2:34:21,9261.0,2023,M,Chicago
Smiley,Dylan,25-29,USA,762,270,2:34:23,9263.0,2023,M,Chicago
Mascaro,Ferran,50-54,ESP,25411,271,2:34:23,9263.0,2023,M,Chicago
Smith,Mimi,25-29,USA,766,272,2:34:24,9264.0,2023,F,Chicago
Hadari,Dan,45-49,ISR,25229,273,2:34:28,9268.0,2023,M,Chicago
Nukuri,Diane,35-39,USA,121,274,2:34:29,9269.0,2023,F,Chicago
Schwartz,Jacob,25-29,USA,19043,275,2:34:29,9269.0,2023,M,Chicago
Smith,Paul,45-49,IRL,25212,276,2:34:30,9270.0,2023,M,Chicago
Napier-Jameson,Matthew,30-34,RSA,9026,277,2:34:33,9273.0,2023,M,Chicago
Joudrey,Edward,35-39,GBR,5177,278,2:34:33,9273.0,2023,M,Chicago
Sunvold,Daniel,25-29,USA,10025,279,2:34:34,9274.0,2023,M,Chicago
Meyer,Jacob,25-29,USA,19103,280,2:34:34,9274.0,2023,M,Chicago
Beckerman,Alex,20-24,USA,9134,281,2:34:37,9277.0,2023,M,Chicago
Folch,Tomas,45-49,CHI,7002,282,2:34:40,9280.0,2023,M,Chicago
Sinclair,Ewan,40-44,NZL,22006,283,2:34:41,9281.0,2023,M,Chicago
Duffy,Ryan,30-34,USA,7126,284,2:34:41,9281.0,2023,M,Chicago
Paredes Cartes,Nicolas Ignacio,30-34,CHI,2168,285,2:34:42,9282.0,2023,M,Chicago
Madden,Charles,30-34,USA,18179,286,2:34:42,9282.0,2023,M,Chicago
Royer,Dominic,35-39,CAN,2081,287,2:34:42,9282.0,2023,M,Chicago
Lima,Thiago,35-39,BRA,2038,288,2:34:43,9283.0,2023,M,Chicago
Victor Baldin,Lucas,30-34,MEX,21025,289,2:34:44,9284.0,2023,M,Chicago
Yoder,John,35-39,USA,19056,290,2:34:44,9284.0,2023,M,Chicago
Dawson,Cody,30-34,USA,9094,291,2:34:45,9285.0,2023,M,Chicago
Ingram,Christopher,35-39,GBR,5106,292,2:34:45,9285.0,2023,M,Chicago
Ferrer,Miguel,45-49,ESP,25415,293,2:34:47,9287.0,2023,M,Chicago
Tarbell,Kody,30-34,USA,18061,294,2:34:48,9288.0,2023,M,Chicago
Palumbo,Corey,25-29,USA,8103,295,2:34:49,9289.0,2023,M,Chicago
Rolon,Guillermo,45-49,MEX,18008,296,2:34:51,9291.0,2023,M,Chicago
Liepins,Kristaps,25-29,LAT,3134,297,2:34:54,9294.0,2023,M,Chicago
Teter,Joey,30-34,USA,777,298,2:34:56,9296.0,2023,M,Chicago
Foley,Vivian,50-54,IRL,25211,299,2:34:57,9297.0,2023,M,Chicago
Rohan,Carson,20-24,USA,8047,300,2:34:57,9297.0,2023,M,Chicago
